-0.001877,-0.003692,0.003908,-0.036075,-0.008273,0.018201,-0.000815,0.014478,0.005350,-0.005629,-0.020041,-0.008465,0.018153,-0.001190,0.029508,0.026717
-0.008932,0.006279,0.028746,-0.034852,-0.016980,-0.010261,0.031395,0.012230,0.005597,0.020401,-0.004019,-0.015771,0.007494,0.002217,0.003737,0.019398
0.003460,-0.018578,-0.034908,-0.039629,0.004688,0.031478,-0.046906,0.006618,-0.006977,-0.019825,-0.032648,-0.022812,0.007769,-0.000524,0.045800,0.039593
0.003768,0.019063,-0.009362,-0.045754,0.015467,0.038092,-0.018745,0.043062,-0.026899,0.025285,-0.026927,-0.059496,0.022685,-0.014160,0.067801,0.092541
0.003912,-0.006743,0.002976,-0.026404,-0.006870,0.040262,-0.000805,0.036816,0.019613,-0.021500,-0.037820,0.011480,0.050338,-0.023428,0.069993,0.042852
0.009688,0.006321,-0.018377,-0.108097,0.041365,0.070997,-0.097964,0.006576,-0.037185,-0.026227,0.039993,-0.004734,-0.047928,0.028433,-0.000333,-0.004657
-0.004996,-0.002052,0.032148,-0.035265,-0.035611,-0.000809,0.008795,0.021504,0.004894,0.022564,0.027594,-0.017997,0.012743,0.001074,0.017085,0.030302
-0.002555,0.019756,-0.023905,-0.070358,0.019448,0.057838,-0.006050,-0.043292,0.014251,-0.024146,-0.061431,0.012198,0.005231,0.021242,0.010406,-0.028231
0.002869,-0.022142,-0.025049,-0.039971,-0.021547,0.030461,-0.056854,-0.002440,-0.013834,-0.021316,-0.007314,-0.031084,0.007457,0.025928,0.020693,0.027825
0.016783,0.045319,0.070415,-0.115399,0.005825,0.154502,-0.026406,0.065178,0.023805,-0.027678,0.109074,0.080504,0.034819,-0.009335,0.078810,0.003032
-0.000485,0.038485,-0.017320,-0.139996,0.048551,0.085093,-0.060849,-0.066056,-0.019459,-0.020604,0.026759,0.014345,-0.072283,0.063048,-0.050052,-0.077426
0.000893,0.024381,0.004015,-0.078738,0.006464,0.078682,-0.022683,-0.004568,-0.023101,-0.021065,0.023104,-0.020540,-0.005878,0.054136,0.001941,0.011233
-0.004236,-0.051835,0.011393,-0.041268,-0.019128,-0.024910,-0.055256,0.011696,-0.030383,-0.046770,0.064162,-0.006640,-0.053193,0.056118,-0.065937,-0.020420
-0.009833,0.017882,0.054491,-0.018472,0.104177,-0.037107,0.137012,0.086270,0.061513,-0.035228,-0.143240,0.116155,0.033865,-0.109457,0.043117,-0.012616
0.003325,-0.019493,-0.059134,-0.009950,-0.016280,0.010152,-0.054617,0.013224,-0.031120,0.017581,-0.069277,-0.099008,0.032459,-0.002567,0.071862,0.108807
-0.001553,-0.008996,-0.033913,-0.043831,0.028777,0.016323,-0.028870,0.002083,-0.025325,-0.022815,-0.047907,-0.035334,-0.014049,0.018151,0.010174,0.031457
-0.004209,0.044627,0.058079,-0.049249,-0.018583,0.064970,0.085875,0.003862,0.069964,-0.007989,-0.048660,0.075386,0.079744,-0.023419,0.049677,-0.028830
0.008713,-0.127787,0.041833,0.061006,-0.058428,-0.069938,-0.020693,0.127615,0.067348,-0.094919,-0.007601,0.111773,0.075356,-0.092074,0.071491,0.021833
-0.006456,0.000800,0.007465,0.002113,-0.010182,-0.015755,0.047077,0.044739,0.003622,0.028180,-0.060332,-0.046668,0.046774,-0.032871,0.066147,0.092082
-0.007766,0.057486,-0.034524,-0.076345,0.009739,0.095135,0.021629,-0.076822,-0.009173,-0.003077,-0.070995,-0.050275,0.014852,0.072383,0.006027,0.001589
0.016348,-0.076283,-0.038170,0.003132,0.024882,0.033493,-0.062544,0.083907,0.028862,-0.101378,-0.063589,0.062647,0.050771,-0.066119,0.113539,0.053330
-0.016703,0.051726,0.017881,-0.036171,0.034230,-0.032866,0.113185,-0.024565,0.056909,0.045909,-0.167532,0.029109,0.043225,-0.060744,0.018492,-0.027781
0.002668,-0.052314,-0.032122,0.000930,0.009193,-0.010020,-0.027349,0.033928,0.008980,-0.060112,-0.083606,0.012207,0.028637,-0.022804,0.041259,0.030287
-0.016801,0.049709,0.086642,-0.001712,-0.043236,-0.008242,0.158496,0.036176,0.058781,0.059300,-0.050712,0.008997,0.091491,-0.042595,0.057120,0.045283
0.006202,-0.009070,-0.044820,-0.050998,0.013350,0.047197,-0.064218,0.001347,-0.021126,-0.022684,-0.043689,-0.035032,0.007294,0.011768,0.040458,0.040464
0.018685,-0.046319,-0.028863,-0.049339,0.084651,0.066659,-0.082468,0.092921,-0.016708,-0.120837,-0.028618,0.061033,-0.002840,-0.025593,0.061567,0.031289
-0.001116,-0.037831,-0.022356,-0.023186,0.006269,0.013484,-0.029789,0.019639,-0.020410,-0.053627,-0.010242,-0.019943,-0.010234,0.029779,0.008474,0.033945
0.014616,-0.017558,-0.004719,-0.055317,-0.012370,0.071840,-0.085837,0.053435,-0.022397,-0.029112,0.043238,-0.015314,0.020419,0.005327,0.062719,0.061263
0.012306,0.019727,-0.012905,-0.103980,0.078321,0.135777,-0.022148,-0.011311,0.053738,-0.118881,-0.078310,0.144442,0.024428,-0.009330,0.038767,-0.096138
-0.005021,0.034902,-0.011059,-0.077353,0.030513,0.073285,0.022175,-0.041544,0.017520,-0.026478,-0.052406,0.020819,0.003207,0.026981,0.010405,-0.030192
-0.001720,-0.071984,-0.038120,-0.016097,-0.005322,-0.032906,-0.068674,0.003688,-0.019613,-0.058111,-0.012285,-0.014246,-0.034257,0.025917,-0.022726,0.003209
