"SID","SID2","beepvar3","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","studied","interacted","se","academic_motiv","sick","free","A_rude_sd","E_quiet_sd","C_lazy_sd","N_relaxed_sd","N_depressed_sd","E_outgoing_sd","A_kind_sd","C_reliable_sd","N_worried_sd"
"10260",200,4,-0.516129032258065,2.0625,-1.25,0.21875,-0.03125,-1.34375,-1.54838709677419,0.8125,-0.84375,1,1,5,5,2,1,0.615444646075449,1.36635847560988,1.62639518270394,0.608243107169621,0.176776695296637,1.35858975744419,1.21386372401463,1.06066017177982,0.919655440386375
"10266",201,14,-0.130434782608696,-0.769230769230769,0.423076923076923,-1.73076923076923,-0.0769230769230769,-0.730769230769231,0.208333333333333,0.269230769230769,-0.653846153846154,0,1,3,3,4,0,0.323029141234899,1.2428255648382,1.23848542738546,1.25084586764932,0.271746488194703,1.37281294596729,0.691616464041548,0.827414880586145,1.01753850805983
"10270",205,24,-0.18,-1.75,-1.26923076923077,0.269230769230769,-0.346153846153846,0.788461538461538,0.98,0.865384615384615,-0.576923076923077,0,1,4,2,4,0,0.472374062477991,1.15257597257145,1.41581244763487,1.08673615708373,0.59026798116852,0.893034888577817,0.504489646991461,0.886253319999228,0.871018197197492
"10272",207,22,0.0444444444444445,0.3,1.56,0.4,-0.26,0.58,-0.2,-0.96,-0.04,0,1,3,2,3,1,0.532822884979024,0.994884876941723,1.19795744532781,0.947607082958685,0.876216355725466,1.03193893190618,0.717137165600636,0.727309832077592,0.968061391205567
"10274",209,24,0,1.6140350877193,-0.666666666666667,-0.684210526315789,-0.315789473684211,-1.47368421052632,0,0.456140350877193,-0.315789473684211,1,0,4,5,3,0,0.40033468141401,1.46085085242559,0.912870929175277,1.07167916868879,0.571898303173679,1.4281014264437,0.609083034451907,0.733635162310563,0.984847608531429
"10277",212,24,0.0131959771082913,-2.07142857142857,1.39285714285714,1.17857142857143,-0.0714285714285714,1.25,0.211538461538462,-0.803571428571429,0.589285714285714,0,1,4,4,2,0,0,1.47533839393658,0.908116360757434,1.12987759364604,0.259870097418821,1.35176652099123,0.440517813551216,0.48315790218267,0.681623348786109
"10280",213,23,-0.096774193548387,-1.475,-1.025,-0.0750000000000002,-1.05,1.65,0,0.0249999999999999,-1.7,0,1,3,4,5,1,0.26358852059334,1.28077500576199,1.07387388840828,1.11832062738779,1.03651289155465,1.27198613119354,0.784464540552736,0.767530171460747,1.18104690629619
"10286",216,21,0.512820512820513,-0.51219512195122,-0.365853658536585,-0.731707317073171,-0.439024390243902,0.585365853658537,-0.368421052631579,1.41463414634146,-0.585365853658537,0,1,3,4,2,1,0.770447755262966,1.24743639556316,1.21975607317561,0.922615582024888,0.708829333754074,1.30337273556143,1.05879772930383,1.11748847323133,0.631490687029411
"10288",218,23,-0.173076923076923,1.94339622641509,-1.22641509433962,-2.69811320754717,1.52830188679245,-1.73584905660377,-0.230769230769231,-0.660377358490566,2.77358490566038,1,1,2,5,2,1,0.469088881448095,1.32164079752321,1.21910290841513,1.26468156010754,0.890198197138525,1.37492577976226,0.668390276807029,0.875816020072689,1.32493119464258
"10289",219,23,-0.04,1,-0.547169811320755,-0.0754716981132075,0.358490566037736,0.0754716981132075,-0.22,-0.188679245283019,0.150943396226415,0,1,4,4,3,0,0.192153784566105,0.832050294337844,0.606567826629378,0.615475319875547,0.623092153409155,0.645965485020249,0.406201920231798,0.520968173159909,0.794118437569764
"10291",221,12,1.27272727272727,-0.947368421052631,-1.21052631578947,1,-0.0526315789473684,1.68421052631579,0.0909090909090908,0.157894736842105,-0.578947368421053,0,1,4,4,3,0,0.752101433090355,1.26814318375447,1.58391032884585,1.15470053837925,0.229415733870562,1.4162796168894,0.522232967867094,1.06787212586198,1.07060675806262
"10304",229,11,-0.214285714285714,1.4,-0.933333333333333,-1.8,1.2,-1.53333333333333,-1.14285714285714,-2.13333333333333,2.26666666666667,0,0,3,5,1,0,0.557874976850475,1.68183573174416,1.09978352848359,1.47357679522601,1.32017314881691,1.68466472572297,0.74230748895809,1.12546286774228,1.09978352848359
