"SID","day","real_order","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","pos_emotion","neg_emotion","authentic","SE","Happy","Lonely"
"81",33,3,NA,4,2,3,2,2,NA,3,3,NA,NA,4,3,3,2
"93",21,3,1,3,1,5,1,4,4,5,1,NA,NA,5,5,5,1
"89",33,3,1,2,3,3,2,4,4,3,2,NA,NA,3,3,4,2
"91",29,3,2,3,3,5,1,3,3,5,1,NA,NA,4,5,5,1
"87",29,3,3,4,2,4,1,3,1,3,2,NA,NA,3,5,5,1
"90",21,3,2,4,5,4,2,1,2,2,4,NA,NA,4,3,2,1
"92",21,3,1,5,2,3,1,3,2,4,1,NA,NA,4,4,3,2
"98",17,3,1,5,1,4,2,1,3,5,1,NA,NA,5,3,4,2
"86",13,2,1,5,2,3,1,1,1,4,2,NA,NA,2,3,2,2
"91",25,2,2,2,3,3,1,4,3,5,2,NA,NA,3,4,4,1
"95",13,2,1,3,4,2,1,3,3,3,4,NA,NA,1,5,5,3
"88",25,2,2,3,1,4,2,4,4,4,3,NA,NA,3,4,3,2
"97",17,2,1,1,1,5,1,5,5,5,1,NA,NA,5,5,5,1
"89",29,2,2,2,2,4,2,4,5,4,2,NA,NA,3,4,4,2
"94",13,2,1,2,1,2,3,5,5,5,5,NA,NA,5,2,2,1
"92",17,2,1,4,3,4,2,2,3,4,3,NA,NA,4,4,3,2
"93",17,2,1,3,2,5,1,4,5,5,1,NA,NA,5,4,4,1
"81",29,2,2,4,3,4,2,3,3,3,3,NA,NA,4,3,3,2
"90",17,2,4,4,5,4,2,2,2,4,2,NA,NA,4,3,3,1
"98",13,2,1,3,2,2,3,1,3,3,4,NA,NA,5,2,3,3
"87",25,2,1,4,1,2,2,1,3,4,4,NA,NA,4,2,4,1
"95",9,1,3,3,5,1,5,3,2,1,5,NA,NA,1,1,1,3
"93",13,1,1,2,2,4,1,3,3,5,1,NA,NA,4,4,3,1
"88",21,1,2,4,3,3,1,2,4,3,3,NA,NA,4,4,3,2
"94",9,1,NA,4,3,4,1,2,NA,5,2,NA,NA,5,4,2,2
"98",9,1,3,5,1,2,4,1,3,5,4,NA,NA,5,2,1,5
"87",21,1,1,2,1,4,1,3,3,4,1,NA,NA,4,5,5,1
"90",13,1,2,5,5,4,2,2,2,2,2,NA,NA,4,3,2,1
"86",9,1,NA,5,4,2,3,2,2,3,4,NA,NA,3,2,2,4
"92",13,1,2,4,2,4,3,2,3,4,4,NA,NA,3,3,3,2
"89",25,1,NA,4,4,4,2,1,NA,3,2,NA,NA,3,3,4,3
"97",13,1,1,2,1,5,1,5,4,5,2,NA,NA,5,5,3,1
"91",17,7,1,4,2,3,1,2,2,4,3,NA,NA,3,4,3,1
"90",9,7,3,3,3,4,4,2,5,5,4,NA,NA,2,3,2,4
"88",17,7,NA,5,5,4,4,1,NA,1,2,NA,NA,5,4,4,1
"81",21,7,2,3,3,4,2,3,4,3,2,NA,NA,3,3,4,2
"92",9,7,1,2,3,4,1,3,4,5,2,NA,NA,4,5,5,2
"95",5,7,4,5,5,1,4,2,2,2,5,NA,NA,5,1,2,2
"94",5,7,NA,3,1,2,1,2,NA,5,2,NA,NA,5,4,4,2
"87",17,7,1,5,1,2,1,1,1,5,3,NA,NA,3,5,4,1
"89",21,7,1,2,2,4,2,4,4,4,2,NA,NA,3,4,4,2
"86",5,7,4,3,3,2,4,2,3,2,4,NA,NA,2,3,3,2
"97",9,7,1,1,1,5,1,5,5,5,1,NA,NA,5,5,5,1
"91",13,6,1,3,2,4,1,4,3,4,1,NA,NA,4,5,5,1
"90",5,6,2,2,3,4,2,4,4,5,3,NA,NA,4,4,4,1
"88",13,6,1,5,3,4,2,2,5,4,3,NA,NA,5,4,5,1
"89",17,6,2,2,2,3,4,3,3,3,3,NA,NA,2,2,2,4
"87",13,6,1,1,1,2,1,4,3,2,2,NA,NA,5,3,4,1
"88",9,5,1,5,1,3,1,2,3,4,2,NA,NA,4,4,3,1
"89",13,5,3,2,2,2,3,4,2,3,4,NA,NA,3,3,3,2
"91",9,5,1,5,2,4,1,2,3,3,1,NA,NA,3,4,4,1
"87",9,5,1,2,3,4,1,2,3,3,2,NA,NA,3,5,5,1
"87",5,4,1,2,1,3,1,2,3,4,1,NA,NA,3,4,4,1
"88",5,4,1,4,1,3,1,3,4,5,2,NA,NA,5,5,4,2
"81",9,4,2,5,2,2,2,2,3,4,4,NA,NA,3,3,3,3
"89",9,4,2,4,2,1,4,2,3,3,4,NA,NA,2,2,2,4
"91",5,4,2,2,2,5,1,5,3,5,1,NA,NA,5,5,5,1
"89",5,3,1,4,2,3,2,2,2,3,3,NA,NA,3,2,4,3
"23",57,5,1,3,1,5,1,4,4,5,1,NA,NA,5,4,4,1
"23",53,4,1,3,3,5,1,4,4,4,1,NA,NA,5,4,4,1
"23",49,3,1,2,5,5,1,5,4,4,1,NA,NA,5,5,5,1
"23",41,1,NA,5,3,5,1,1,NA,3,1,NA,NA,3,3,4,1
"23",37,7,1,2,3,4,2,3,4,5,3,NA,NA,5,4,3,1
"85",29,5,2,5,5,5,4,1,4,3,4,NA,NA,3,3,3,4
"23",29,5,NA,5,2,5,1,2,NA,4,1,NA,NA,5,4,5,1
"80",41,5,NA,4,3,4,3,1,NA,2,2,NA,NA,5,2,3,3
"23",25,4,NA,3,1,5,1,2,NA,5,1,NA,NA,3,5,5,1
"80",33,3,2,2,1,4,2,4,4,4,2,NA,NA,4,3,4,2
"23",21,3,1,5,1,5,1,1,2,3,1,NA,NA,5,4,5,1
"74",49,3,1,5,2,3,1,1,5,3,1,NA,NA,3,3,3,1
"56",49,3,1,2,2,1,2,3,3,3,5,NA,NA,3,2,3,1
"85",21,3,1,5,5,2,3,1,2,2,4,NA,NA,1,2,2,4
"23",17,2,1,3,1,3,1,4,3,4,3,NA,NA,5,4,4,1
"56",45,2,1,3,1,2,2,2,4,4,4,NA,NA,2,3,3,1
"74",45,2,1,5,1,3,1,1,4,3,1,NA,NA,3,3,3,1
"23",13,1,1,2,3,5,1,3,3,3,1,NA,NA,4,4,4,1
"56",41,1,1,1,3,2,1,4,3,3,3,NA,NA,4,2,4,1
"85",13,1,NA,5,5,2,4,1,NA,2,4,NA,NA,2,3,2,4
"74",41,1,NA,5,3,3,2,1,NA,3,3,NA,NA,3,3,2,1
"85",9,7,NA,5,5,5,2,1,NA,2,2,NA,NA,3,3,4,2
"74",37,7,1,3,1,3,1,3,3,3,2,NA,NA,3,3,4,1
"85",5,6,4,3,5,2,4,2,3,2,3,NA,NA,4,2,2,3
"71",25,5,1,3,1,2,3,3,4,5,4,NA,NA,3,3,4,1
"64",37,5,2,2,2,2,2,4,4,5,4,NA,NA,4,3,2,2
"74",29,5,1,5,2,3,1,3,4,3,3,NA,NA,4,3,3,1
"56",29,5,1,5,1,1,1,1,3,3,5,NA,NA,1,3,3,1
"80",13,5,NA,3,3,4,3,3,NA,3,3,NA,NA,4,2,3,3
"80",9,4,1,2,1,4,2,3,5,5,4,NA,NA,4,4,3,2
"56",25,4,1,3,3,3,1,1,3,2,4,NA,NA,2,3,3,1
"64",33,4,2,3,3,3,2,2,3,4,4,NA,NA,4,3,3,1
"71",21,4,1,3,1,2,3,4,5,5,4,NA,NA,3,2,4,3
"74",25,4,NA,5,3,3,1,1,NA,3,2,NA,NA,3,3,3,1
"64",29,3,NA,1,3,3,2,4,NA,3,3,NA,NA,3,2,3,1
"71",17,3,1,3,1,3,3,3,4,5,3,NA,NA,4,3,4,2
"80",5,3,2,4,3,3,3,2,4,4,4,NA,NA,3,2,2,5
"71",13,2,1,2,1,1,4,2,4,5,5,NA,NA,5,3,2,3
"56",17,2,1,2,3,5,1,3,4,3,4,NA,NA,4,3,3,1
"71",9,1,1,2,1,2,4,4,4,5,5,NA,NA,4,2,3,2
"74",13,1,1,4,1,4,1,1,3,3,2,NA,NA,3,3,3,1
"71",5,7,1,2,3,2,3,1,4,4,5,NA,NA,3,1,2,3
"64",13,6,2,2,1,3,2,3,2,5,4,NA,NA,4,4,2,1
"64",9,5,2,5,3,4,2,2,3,2,2,NA,NA,3,3,2,2
"64",5,4,2,4,3,2,3,2,3,3,4,NA,NA,3,3,3,1
"57",49,3,2,3,1,5,1,5,4,3,1,NA,NA,3,5,5,1
"57",45,2,1,3,3,3,2,4,4,3,3,NA,NA,3,4,4,1
"52",57,2,2,2,2,4,1,3,4,4,2,NA,NA,3,4,4,1
"59",57,2,1,5,1,3,1,1,3,5,1,NA,NA,5,5,5,1
"52",53,1,2,4,2,4,1,2,3,4,3,NA,NA,3,4,4,1
"57",41,1,NA,4,1,5,1,1,NA,5,2,NA,NA,5,5,5,1
"59",53,1,1,5,1,3,1,1,2,5,2,NA,NA,5,4,5,1
"57",37,7,1,2,3,5,1,5,5,3,2,NA,NA,5,5,5,1
"62",49,7,1,4,4,3,3,2,4,3,2,NA,NA,2,2,2,4
"47",57,6,1,3,4,4,1,3,3,4,1,NA,NA,3,4,4,1
"62",45,6,2,3,2,3,2,4,4,4,2,NA,NA,4,3,4,2
"61",45,2,NA,3,3,4,1,2,NA,4,2,NA,NA,4,4,5,1
"57",17,2,2,3,3,2,1,4,4,4,4,NA,NA,4,4,5,1
"60",45,2,2,3,3,4,1,2,4,5,1,NA,NA,3,4,3,1
"12",29,2,2,2,2,5,2,4,4,4,1,NA,NA,5,5,5,1
"51",45,2,1,5,1,4,1,2,5,3,2,NA,NA,4,3,5,1
"52",29,2,2,2,1,4,1,4,3,4,2,NA,NA,4,4,4,1
"45",45,2,2,2,2,4,1,3,4,4,2,NA,NA,4,4,3,1
"62",29,2,2,3,2,4,2,4,4,4,2,NA,NA,4,3,3,2
"54",45,2,1,2,1,4,1,5,5,5,2,NA,NA,5,5,5,1
"59",29,2,1,5,1,3,1,2,3,5,2,NA,NA,5,4,4,1
"44",53,1,1,5,1,4,3,1,3,4,3,NA,NA,3,3,3,3
"57",13,1,NA,5,5,5,1,1,NA,1,1,NA,NA,3,3,1,1
"12",25,1,2,2,3,4,4,3,3,4,2,NA,NA,5,2,3,1
"45",41,1,2,5,1,1,4,1,2,4,4,NA,NA,5,2,2,3
"51",41,1,1,5,1,3,1,1,5,4,1,NA,NA,5,4,4,1
"60",41,1,3,5,5,4,1,2,3,3,1,NA,NA,4,4,5,1
"52",25,1,2,3,2,3,2,3,3,4,2,NA,NA,4,4,4,2
"61",41,1,1,2,2,3,1,5,4,4,1,NA,NA,4,4,4,1
"59",25,1,1,5,1,4,1,2,3,5,1,NA,NA,5,4,4,1
"18",53,1,1,2,2,2,1,3,3,4,1,NA,NA,4,4,4,2
"53",41,1,1,4,3,4,2,3,4,4,2,NA,NA,4,3,3,3
"54",41,1,1,3,1,3,1,3,5,5,1,NA,NA,5,5,5,1
"51",37,7,1,2,1,5,1,3,5,5,1,NA,NA,5,5,5,1
"45",37,7,2,3,3,4,2,3,4,4,2,NA,NA,4,3,4,2
"53",37,7,2,2,1,4,2,4,4,3,2,NA,NA,5,4,5,2
"62",21,7,2,4,2,4,2,2,3,4,2,NA,NA,3,3,4,2
"12",21,7,2,2,2,4,2,4,3,4,2,NA,NA,5,3,4,1
"44",49,7,1,5,5,4,3,1,1,3,2,NA,NA,4,3,3,1
"54",37,7,1,4,1,5,1,1,5,5,1,NA,NA,5,5,3,1
"57",5,6,NA,5,4,3,1,1,NA,3,2,NA,NA,3,3,2,2
"51",33,6,1,5,1,5,1,3,5,3,1,NA,NA,5,4,5,1
"54",33,6,NA,5,1,5,1,1,NA,2,1,NA,NA,3,5,4,1
"62",17,6,2,4,3,3,3,3,4,4,2,NA,NA,3,2,3,2
"45",33,6,NA,5,5,5,2,1,NA,4,2,NA,NA,4,3,3,4
"53",33,6,NA,4,4,4,2,2,NA,4,2,NA,NA,4,3,3,2
"48",45,6,3,3,5,5,1,3,4,3,1,NA,NA,5,4,3,1
"32",53,4,1,5,2,3,2,3,4,4,2,NA,NA,4,3,4,2
"59",9,4,1,5,1,2,1,1,1,5,3,NA,NA,5,4,3,1
"60",25,4,1,3,1,2,3,3,5,5,4,NA,NA,3,3,3,2
"53",25,4,1,4,3,3,3,3,3,4,2,NA,NA,4,3,3,2
"45",25,4,2,4,3,2,4,2,2,2,5,NA,NA,4,2,2,3
"52",9,4,1,2,2,4,2,3,4,4,2,NA,NA,3,4,4,2
"41",53,4,1,1,1,5,1,4,5,4,1,NA,NA,4,4,5,1
"44",37,4,2,3,2,3,2,3,3,3,2,NA,NA,4,3,4,3
"61",25,4,2,2,4,5,1,5,3,4,1,NA,NA,5,4,5,1
"54",25,4,1,5,1,1,1,1,3,4,3,NA,NA,5,5,3,1
"12",9,4,NA,5,4,3,4,2,NA,3,3,NA,NA,4,2,2,4
"48",37,4,NA,4,3,4,1,1,NA,4,1,NA,NA,5,5,5,1
"51",25,4,1,4,1,4,1,3,5,5,2,NA,NA,4,4,5,1
"18",37,4,1,4,1,4,1,1,4,4,2,NA,NA,4,4,4,1
"45",21,3,2,3,2,2,3,2,3,4,5,NA,NA,4,3,2,2
"61",21,3,1,3,2,3,1,4,3,4,2,NA,NA,4,3,3,1
"52",5,3,1,3,2,4,1,3,4,4,2,NA,NA,4,4,4,1
"32",49,3,1,5,3,2,3,4,4,3,2,NA,NA,3,4,3,3
"47",17,3,NA,4,3,4,1,3,NA,4,2,NA,NA,3,4,4,1
"48",33,3,1,5,4,3,1,1,1,3,3,NA,NA,5,3,2,1
"18",33,3,1,3,2,4,1,4,4,5,3,NA,NA,5,4,4,1
"12",5,3,NA,5,2,3,3,2,NA,3,2,NA,NA,4,3,3,2
"51",21,3,1,5,1,3,1,2,5,3,2,NA,NA,4,5,4,1
"62",5,3,2,5,3,4,2,3,4,4,3,NA,NA,2,2,4,1
"54",21,3,1,5,1,3,1,1,3,3,1,NA,NA,3,5,4,1
"41",49,3,NA,5,1,5,1,1,NA,5,2,NA,NA,5,5,5,1
"59",5,3,1,5,1,3,1,1,2,5,3,NA,NA,5,4,4,1
"44",33,3,3,4,4,3,1,3,3,4,2,NA,NA,4,3,3,3
"32",45,2,1,3,2,3,2,3,3,4,2,NA,NA,5,4,4,2
"18",29,2,1,4,1,4,2,2,4,4,2,NA,NA,4,4,4,1
"60",17,2,2,3,1,1,1,3,4,5,2,NA,NA,3,4,5,1
"61",17,2,1,2,2,4,1,5,3,4,1,NA,NA,5,4,4,1
"53",17,2,1,4,2,3,2,2,4,4,3,NA,NA,4,4,4,2
"48",29,2,1,5,5,5,1,1,1,3,2,NA,NA,5,5,3,1
"37",45,2,1,5,1,1,3,2,3,2,5,NA,NA,5,1,1,1
"51",17,2,1,4,2,4,1,3,4,4,2,NA,NA,4,4,4,1
"45",17,2,1,2,2,2,2,4,4,4,4,NA,NA,4,4,3,1
"54",17,2,NA,4,1,5,1,2,NA,3,2,NA,NA,3,5,4,1
"44",25,1,1,5,1,2,1,1,3,4,4,NA,NA,4,2,2,1
"45",13,1,2,3,1,1,2,3,2,4,5,NA,NA,3,3,2,2
"47",9,1,NA,5,1,2,2,1,NA,5,3,NA,NA,3,3,2,4
"26",53,1,NA,3,3,3,2,2,NA,4,4,NA,NA,4,3,4,3
"18",25,1,1,4,3,5,1,2,3,4,2,NA,NA,3,4,4,1
"37",41,1,3,5,3,2,4,1,5,2,5,NA,NA,3,1,2,2
"48",25,1,1,5,4,3,2,1,1,3,1,NA,NA,5,4,3,1
"60",13,1,3,5,1,3,4,1,2,3,3,NA,NA,3,3,2,2
"53",13,1,2,5,2,2,4,2,3,3,4,NA,NA,4,2,2,3
"32",41,1,1,5,2,5,3,2,3,4,4,NA,NA,5,3,4,3
"54",13,1,1,3,1,3,1,3,3,5,1,NA,NA,5,5,4,1
"51",13,1,1,4,1,4,1,2,4,4,2,NA,NA,4,4,3,1
"61",13,1,1,5,1,3,2,2,2,3,3,NA,NA,4,4,3,1
"32",37,7,1,2,2,3,2,2,4,4,3,NA,NA,5,4,3,2
"60",9,7,1,3,1,4,1,3,4,3,1,NA,NA,3,2,4,1
"44",21,7,1,2,2,3,1,3,4,3,3,NA,NA,4,4,4,1
"36",37,7,NA,3,3,3,3,3,NA,3,3,NA,NA,3,3,3,3
"61",9,7,1,3,3,4,1,3,4,4,2,NA,NA,4,4,4,1
"45",9,7,1,5,2,3,3,2,3,4,3,NA,NA,5,3,2,3
"18",21,7,1,3,2,4,1,3,4,4,2,NA,NA,4,3,4,1
"53",9,7,NA,5,4,2,5,1,NA,2,4,NA,NA,4,1,1,5
"54",9,7,1,1,1,5,1,2,4,5,1,NA,NA,5,5,4,1
"51",9,7,1,3,2,3,1,3,5,4,3,NA,NA,4,5,5,1
"26",45,6,2,3,3,3,1,3,3,4,2,NA,NA,3,4,3,3
"41",33,6,NA,3,1,2,4,1,NA,2,5,NA,NA,5,2,2,1
"48",17,6,1,3,3,4,1,2,1,3,1,NA,NA,4,3,3,1
"18",17,6,1,1,1,5,1,4,3,4,2,NA,NA,5,4,5,1
"32",33,6,1,5,1,5,1,4,4,4,1,NA,NA,5,3,4,1
"45",5,6,1,1,1,3,1,4,4,5,3,NA,NA,5,4,5,1
"53",5,6,1,2,3,4,1,4,4,4,2,NA,NA,4,4,4,1
"61",5,6,NA,3,2,4,1,2,NA,2,1,NA,NA,5,4,4,1
"54",5,6,1,1,1,4,1,5,5,5,1,NA,NA,5,5,5,1
"51",5,6,1,3,3,5,1,2,5,4,1,NA,NA,5,5,5,1
"36",29,5,3,3,3,3,3,3,3,3,3,NA,NA,3,3,3,3
"26",41,5,2,2,2,4,1,4,3,4,2,NA,NA,5,4,4,2
"32",29,5,1,3,2,3,1,4,4,4,1,NA,NA,5,4,4,2
"35",57,5,2,5,2,4,2,1,4,3,3,NA,NA,3,3,3,1
"49",13,5,2,3,3,3,2,2,2,3,3,NA,NA,3,3,3,3
"37",29,5,NA,5,5,5,1,1,NA,2,2,NA,NA,5,3,3,5
"44",13,5,1,3,5,5,2,1,1,3,1,NA,NA,3,3,3,1
"48",13,5,3,5,4,4,1,3,4,3,1,NA,NA,3,3,4,1
"18",13,5,1,3,3,4,1,2,2,4,3,NA,NA,4,3,4,1
"26",37,4,1,4,3,4,1,2,3,3,2,NA,NA,4,4,3,1
"32",25,4,1,4,2,2,2,3,4,4,2,NA,NA,4,3,4,1
"36",25,4,1,3,3,2,3,2,3,3,2,NA,NA,2,3,2,3
"18",9,4,1,4,2,3,2,2,3,4,4,NA,NA,4,3,3,1
"44",9,4,1,4,2,3,2,3,2,3,2,NA,NA,4,3,4,3
"35",53,4,NA,5,3,3,3,1,NA,4,3,NA,NA,5,3,3,4
"41",25,4,1,2,2,3,4,3,4,4,3,NA,NA,3,3,4,1
"37",25,4,2,4,4,3,2,2,3,5,5,NA,NA,2,2,3,4
"48",9,4,NA,2,1,5,1,1,NA,3,1,NA,NA,5,3,4,1
"18",5,3,1,3,3,4,1,4,4,4,1,NA,NA,4,3,4,2
"26",33,3,2,3,2,3,1,4,4,4,4,NA,NA,4,4,4,2
"44",5,3,1,3,2,3,1,2,3,4,2,NA,NA,4,4,4,1
"41",21,3,NA,1,3,4,1,4,NA,4,2,NA,NA,4,4,5,1
"36",21,3,3,3,3,3,3,3,3,3,3,NA,NA,3,3,3,3
"35",49,3,2,5,1,3,2,1,4,4,3,NA,NA,4,3,3,2
"48",5,3,1,5,2,3,1,3,1,3,1,NA,NA,5,3,3,1
"32",21,3,1,5,1,3,2,3,4,4,5,NA,NA,4,4,3,1
"49",5,3,2,3,2,2,3,3,2,3,3,NA,NA,3,3,2,3
"36",17,2,3,3,3,3,3,3,3,3,3,NA,NA,3,3,3,3
"32",17,2,1,1,1,4,1,4,4,4,2,NA,NA,5,4,5,2
"35",45,2,2,2,1,4,2,4,4,4,2,NA,NA,4,4,4,1
"37",17,2,NA,2,2,5,1,4,NA,4,2,NA,NA,4,4,4,2
"40",45,2,2,4,3,2,2,1,1,2,2,NA,NA,3,1,1,1
"26",25,1,2,2,2,3,2,4,3,3,2,NA,NA,4,3,3,1
"22",29,1,1,4,1,2,3,3,5,5,3,NA,NA,4,3,2,1
"32",13,1,1,2,1,4,1,2,3,4,2,NA,NA,3,3,4,2
"37",13,1,3,5,2,1,4,1,3,1,5,NA,NA,3,2,2,4
"35",41,1,2,5,1,3,2,1,4,4,4,NA,NA,3,3,3,1
"19",53,1,2,4,3,4,2,3,4,4,2,NA,NA,4,3,3,2
"41",13,1,1,4,4,4,1,2,4,4,2,NA,NA,3,2,2,1
"27",57,1,1,5,1,3,1,1,1,5,3,NA,NA,5,4,3,1
"40",41,1,3,5,5,2,4,1,1,1,4,NA,NA,4,1,1,1
"22",25,7,1,3,2,3,2,4,4,4,2,NA,NA,4,4,4,2
"27",53,7,NA,5,5,5,1,1,NA,5,1,NA,NA,5,3,5,1
"32",9,7,1,3,2,2,1,3,4,4,2,NA,NA,3,3,3,4
"36",9,7,NA,5,5,5,1,1,NA,5,1,NA,NA,5,3,3,1
"35",37,7,NA,5,2,3,2,1,NA,3,3,NA,NA,3,3,2,1
"40",37,7,2,5,5,3,1,1,1,1,3,NA,NA,3,1,1,1
"32",5,6,1,3,1,5,1,3,4,2,2,NA,NA,5,4,4,1
"35",33,6,NA,5,2,3,3,1,NA,4,3,NA,NA,3,3,3,2
"37",5,6,1,2,1,2,2,5,4,5,3,NA,NA,5,4,4,1
"36",5,6,NA,5,5,3,1,1,NA,3,1,NA,NA,5,3,1,1
"31",45,6,1,1,3,5,1,5,4,4,1,NA,NA,4,4,5,1
"22",21,6,1,1,1,3,1,5,5,5,1,NA,NA,5,5,5,1
"40",33,6,NA,5,5,2,3,1,NA,1,3,NA,NA,4,1,1,2
"26",13,5,2,2,1,3,1,4,3,4,2,NA,NA,4,4,4,1
"22",17,5,1,4,1,4,1,4,5,5,3,NA,NA,5,4,4,1
"19",41,5,2,4,2,4,2,3,3,3,4,NA,NA,3,3,3,2
"27",45,5,1,3,1,4,1,3,4,5,2,NA,NA,5,4,4,1
"35",29,5,2,5,2,3,2,1,4,4,4,NA,NA,3,3,3,1
"31",41,5,1,3,1,5,1,3,3,3,1,NA,NA,4,5,4,1
"40",29,5,2,5,3,2,2,1,1,2,4,NA,NA,3,1,1,1
"26",9,4,2,1,2,5,1,4,4,4,2,NA,NA,4,4,4,2
"27",41,4,3,1,1,5,1,3,1,5,1,NA,NA,5,5,4,1
"35",25,4,2,4,2,4,2,2,4,5,2,NA,NA,4,3,3,2
"22",13,4,1,4,1,4,1,3,5,5,3,NA,NA,5,5,4,1
"19",37,4,2,3,3,4,2,3,4,3,2,NA,NA,4,3,4,2
"40",25,4,2,3,3,3,2,2,1,1,3,NA,NA,3,1,1,1
"19",33,3,NA,4,3,4,2,2,NA,3,2,NA,NA,4,3,3,3
"35",21,3,1,5,3,3,3,1,4,3,3,NA,NA,3,3,3,1
"26",5,3,1,2,2,4,1,3,4,4,3,NA,NA,4,4,4,1
"22",9,3,1,3,1,4,1,3,5,5,1,NA,NA,5,4,4,1
"40",21,3,3,3,4,2,3,1,1,1,3,NA,NA,3,1,1,1
"17",57,2,1,3,3,3,1,3,2,5,3,NA,NA,4,4,4,2
"19",29,2,NA,5,2,4,2,2,NA,4,2,NA,NA,3,4,4,2
"35",17,2,NA,5,1,3,2,1,NA,4,3,NA,NA,3,3,3,3
"40",17,2,2,3,3,3,1,2,1,2,3,NA,NA,3,1,1,1
"22",5,2,1,4,1,4,1,3,4,5,2,NA,NA,5,5,4,2
"27",33,2,1,4,1,3,1,1,3,5,2,NA,NA,5,5,4,1
"17",53,1,1,4,2,4,2,2,4,4,1,NA,NA,4,4,3,3
"27",29,1,1,2,2,4,1,3,1,4,2,NA,NA,3,4,3,1
"35",13,1,1,5,1,2,3,1,4,3,4,NA,NA,3,3,1,2
"19",25,1,2,4,3,4,2,2,3,3,2,NA,NA,3,4,3,2
"40",13,1,2,3,2,2,2,2,2,2,2,NA,NA,3,1,1,1
"31",21,7,1,2,2,4,2,5,4,3,3,NA,NA,3,4,5,1
"17",49,7,2,2,1,3,1,4,3,5,2,NA,NA,5,3,3,1
"20",21,7,NA,4,2,5,1,2,NA,5,2,NA,NA,3,5,5,1
"19",21,7,2,3,3,4,2,4,3,4,2,NA,NA,4,4,5,2
"40",9,7,2,4,3,3,2,1,1,2,2,NA,NA,3,1,1,2
"35",9,7,1,2,3,5,1,5,5,5,1,NA,NA,5,5,5,1
"19",17,6,2,4,4,4,3,2,3,4,2,NA,NA,3,3,3,3
"35",5,6,NA,5,1,5,1,1,NA,5,1,NA,NA,5,4,4,5
"8",57,6,NA,4,1,4,1,2,NA,5,2,NA,NA,4,4,3,1
"17",45,6,NA,5,2,3,1,1,NA,5,2,NA,NA,5,4,4,3
"40",5,6,NA,4,3,3,2,1,NA,2,3,NA,NA,3,1,1,2
"11",57,5,1,3,1,3,1,3,2,4,1,NA,NA,3,3,4,1
"8",53,5,1,3,2,3,1,2,4,5,1,NA,NA,2,3,3,1
"19",13,5,1,4,3,4,2,3,3,3,2,NA,NA,3,3,3,2
"20",13,5,1,5,4,3,1,2,3,3,2,NA,NA,3,2,3,3
"17",41,5,NA,5,3,5,1,1,NA,3,1,NA,NA,5,5,5,1
"31",13,5,1,1,1,5,1,4,4,4,1,NA,NA,3,5,5,1
"5",57,5,2,3,3,3,2,3,4,3,3,NA,NA,3,3,4,3
"27",17,5,1,3,1,4,1,3,1,3,1,NA,NA,4,4,4,1
"20",9,4,1,4,1,5,1,1,2,4,1,NA,NA,3,4,4,1
"31",9,4,NA,5,4,5,1,1,NA,2,1,NA,NA,3,4,5,1
"17",37,4,1,5,5,5,1,2,4,4,1,NA,NA,5,4,4,2
"19",9,4,2,3,3,4,2,4,4,5,2,NA,NA,4,3,3,3
"5",53,4,3,3,4,3,4,2,3,4,4,NA,NA,4,2,3,3
"27",13,4,1,4,3,4,1,1,4,5,1,NA,NA,5,4,4,1
"20",5,3,1,3,3,2,3,1,3,3,2,NA,NA,3,1,2,3
"8",45,3,1,3,1,3,1,3,3,5,1,NA,NA,5,3,3,1
"27",9,3,1,2,2,3,1,4,1,3,1,NA,NA,1,4,3,1
"17",33,3,1,3,2,2,1,5,5,5,1,NA,NA,4,5,3,1
"5",49,3,2,4,1,1,2,3,2,4,5,NA,NA,3,2,3,3
"19",5,3,2,3,4,5,1,3,3,3,2,NA,NA,4,4,3,2
"31",5,3,NA,4,2,4,1,2,NA,3,1,NA,NA,3,4,4,2
"4",57,2,NA,3,3,3,1,1,NA,3,1,NA,NA,3,3,3,1
"8",41,2,NA,5,4,3,1,1,NA,3,1,NA,NA,3,3,3,1
"27",5,2,1,3,2,4,1,2,3,3,1,NA,NA,2,4,3,1
"8",37,1,1,5,2,3,1,3,3,5,2,NA,NA,5,3,4,1
"17",25,1,1,4,2,3,1,2,3,3,2,NA,NA,3,3,3,3
"1",53,1,1,5,3,3,1,1,3,5,2,NA,NA,4,4,3,3
"8",33,7,NA,3,1,2,1,3,NA,5,1,NA,NA,4,4,3,1
"17",21,7,NA,5,5,5,2,1,NA,1,2,NA,NA,5,4,4,3
"8",29,6,NA,5,1,3,2,2,NA,5,3,NA,NA,3,3,3,1
"5",33,6,2,2,4,1,3,5,4,4,1,NA,NA,4,5,5,1
"1",45,6,NA,5,5,5,1,1,NA,5,2,NA,NA,4,1,3,4
"17",17,6,2,1,3,3,1,5,3,3,1,NA,NA,4,4,5,1
"17",9,4,1,2,1,4,1,4,3,4,3,NA,NA,2,4,3,2
"1",37,4,1,5,5,3,2,1,3,4,4,NA,NA,3,4,4,4
"11",25,4,1,2,1,4,1,2,3,4,2,NA,NA,5,4,4,1
"5",25,4,NA,4,3,5,1,4,NA,3,1,NA,NA,3,4,5,2
"8",21,4,NA,5,4,2,2,1,NA,2,3,NA,NA,3,3,3,2
