"ts.IDnum.w4","ts.DEM02.w4","ts.DEM03.w4","ts.DEM05.w4","ts.DEM14.w4","ts.DEM16.w4","ts.RP02.w4","ts.RP03.w4","ts.RP04.w4","ts.i1.NOM04.w4","ts.i1.NOM05.w4","ts.BFI01.w4","ts.BFI02.w4","ts.BFI03.w4","ts.BFI04.w4","ts.BFI05.w4","ts.BFI06.w4","ts.BFI07.w4","ts.BFI08.w4","ts.BFI09.w4","ts.BFI10.w4","ts.BFI11.w4","ts.BFI12.w4","ts.BFI13.w4","ts.BFI14.w4","ts.BFI15.w4","ts.BFI16.w4","ts.BFI17.w4","ts.BFI18.w4","ts.BFI19.w4","ts.BFI20.w4","ts.BFI21.w4","ts.BFI22.w4","ts.BFI23.w4","ts.BFI24.w4","ts.BFI25.w4","ts.BFI26.w4","ts.BFI27.w4","ts.BFI28.w4","ts.BFI29.w4","ts.BFI30.w4","ts.BFI31.w4","ts.BFI32.w4","ts.BFI33.w4","ts.BFI34.w4","ts.BFI35.w4","ts.BFI36.w4","ts.BFI37.w4","ts.BFI38.w4","ts.BFI39.w4","ts.BFI40.w4","ts.BFI41.w4","ts.BFI42.w4","ts.BFI43.w4","ts.BFI44.w4","ts.NQ01.w4","ts.NQ02.w4","ts.NQ03.w4","ts.NQ04.w4","ts.NQ05.w4","ts.NQ06.w4","ts.NQ07.w4","ts.NQ08.w4","ts.NQ09.w4","ts.NQ10.w4","ts.NQ11.w4","ts.NQ12.w4","ts.NQ13.w4","ts.NQ14.w4","ts.NQ15.w4","ts.NQ16.w4","ts.NQ17.w4","ts.NQ18.w4","ts.NQ19.w4","ts.NQ20.rr.w4","ts.NQ21.w4","ts.NQ22.w4","ts.NQ23.w4","ts.NQ24.w4","ts.NQ25.w4","ts.NQ26.w4","ts.NQ27.w4","ts.NQ28.w4","ts.NQ29.w4","ts.NQ30.w4","ts.NQ31.w4","ts.NQ32.w4","ts.NQ33.w4","ts.NQ34.w4","ts.NQ35.w4","ts.NQ36.w4","ts.SPC01.w4","ts.ECR01.w4","ts.ECR02.w4","ts.ECR03.w4","ts.ECR04.w4","ts.ECR05.w4","ts.ECR06.w4","ts.ECR07.w4","ts.ECR08.w4","ts.ECR09.w4","ts.ERQ01.w4","ts.ERQ02.w4","ts.ERQ03.w4","ts.ERQ04.w4","ts.ERQ05.w4","ts.ERQ06.w4","ts.ERQ07.w4","ts.ERQ08.w4","ts.ERQ09.w4","ts.ERQ10.w4","ts.NPI01.w4","ts.NPI02.w4","ts.NPI03.w4","ts.NPI04.w4","ts.NPI05.w4","ts.NPI06.w4","ts.NPI07.w4","ts.NPI08.w4","ts.NPI09.w4","ts.NPI10.w4","ts.NPI11.w4","ts.NPI12.w4","ts.NPI13.w4","ts.NPI14.w4","ts.NPI15.w4","ts.NPI16.w4","ts.LE01.w4","ts.LE02.w4","ts.LE03.w4","ts.LE04.w4","ts.LE05.w4","ts.LE06.w4","ts.LE07.w4","ts.LE08.w4","ts.LE09.w4","ts.LE10_1.w4","ts.LE11_1.w4","ts.LE12_1.w4","ts.LE13_1.w4","ts.LE14_1.w4","ts.LE15_1.w4","ts.LE16_1.w4","ts.LE17_1.w4","ts.LE18_1.w4","ts.LE20_1.w4","ts.LE21_1.w4","ts.LE22_1.w4","ts.LE23_1.w4","ts.LE01.n.w4","ts.LE02.n.w4","ts.LE03.n.w4","ts.LE04.n.w4","ts.LE05.n.w4","ts.LE06.n.w4","ts.LE07.n.w4","ts.LE08.n.w4","ts.LE09.n.w4","ts.LE10.n.w4","ts.LE11.n.w4","ts.LE12.n.w4","ts.LE14.n.w4","ts.LE16.n.w4","ts.LE17.n.w4","ts.LE18.n.w4","ts.LE23.n.w4","ts.LE22.n.w4","ts.LE21.n.w4","ts.LE20.n.w4","ts.SNLE01.n.w4","ts.SNLE02.n.w4","ts.SNLE03.n.w4","ts.SNLE04.n.w4","ts.SNLE05.n.w4","ts.LE01.gb.w4","ts.LE02.gb.w4","ts.LE03.gb.w4","ts.LE04.gb.w4","ts.LE05.gb.w4","ts.LE06.gb.w4","ts.LE07.gb.w4","ts.LE08.gb.w4","ts.LE09.gb.w4","ts.LE10.gb.w4","ts.LE11.gb.w4","ts.LE12.gb.w4","ts.LE14.gb.w4","ts.LE16.gb.w4","ts.LE17.gb.w4","ts.LE18.gb.w4","ts.LE23.gb.w4","ts.LE22.gb.w4","ts.LE21.gb.w4","ts.LE20.gb.w4","ts.SNLE01.gb.w4","ts.SNLE02.gb.w4","ts.SNLE03.gb.w4","ts.SNLE04.gb.w4","ts.SNLE05.gb.w4","ts.LE01.al.w4","ts.LE02.al.w4","ts.LE03.al.w4","ts.LE04.al.w4","ts.LE05.al.w4","ts.LE06.al.w4","ts.LE07.al.w4","ts.LE08.al.w4","ts.LE09.al.w4","ts.LE10.al.w4","ts.LE11.al.w4","ts.LE12.al.w4","ts.LE14.al.w4","ts.LE15.al.w4","ts.LE16.al.w4","ts.LE17.al.w4","ts.LE18.al.w4","ts.LE23.al.w4","ts.LE22.al.w4","ts.LE21.al.w4","ts.LE20.al.w4","ts.SNLE01.al.w4","ts.SNLE02.al.w4","ts.SNLE03.al.w4","ts.SNLE04.al.w4","ts.SNLE05.al.w4","ts.VQ01.w4","ts.VQ02.w4","ts.VQ03.w4","ts.VQ04.w4","ts.VQ05.w4","ts.VQ06.w4","ts.VQ07.w4","ts.VQ08.w4","ts.VQ09.w4","ts.VQ10.w4","ts.VQ11.w4","ts.VQ12.w4","ts.VQ13.w4","ts.VQ14.w4","ts.VQ15.w4","ts.VQ16.w4","ts.VQ17.w4","ts.SQ01.w4","ts.SQ02.w4","ts.SQ03.w4","ts.SQ04.w4","ts.SQ05.w4","ts.SQ06.w4","ts.SQ07.w4","ts.SQ08.w4","ts.SQ09.w4","ts.SQ10.w4","ts.HQ01.w4","ts.HQ02.w4","ts.HQ03.w4","ts.HQ04.w4","ts.HQ05.w4","ts.HQ06.w4","ts.HQ07.w4","ts.HQ08.w4","ts.HQ09.w4","ts.HQ10.w4","ts.ACT01.w4","ts.ACT02.w4","ts.ACT03.w4","ts.ACT04.w4","ts.ACT05.w4","ts.ACT06.w4","ts.ACT07.w4","ts.ACT08.w4","ts.ACT09.w4","ts.ACT10.w4","ts.ACT11.w4","ts.ACT12.w4","ts.ACT13.w4","ts.ACT14.w4","ts.ACT15.w4","ts.ACT16.w4","ts.ACT17.w4","ts.ACT18.w4","ts.ACT19.w4","ts.ACT20.w4","ts.ACT21.w4","ts.ACT22.w4","ts.ACT23.w4","ts.ACT24.w4","ts.ACT25.w4","ts.ACT26.w4","ts.PH.w4","ts.CESD01.w4","ts.CESD02.w4","ts.CESD03.w4","ts.CESD04.w4","ts.CESD05.w4","ts.CESD06.w4","ts.CESD07.w4","ts.CESD08.w4","ts.CESD09.w4","ts.CESD10.w4","ts.PF.BFI01.p.w4","ts.PF.BFI01.f.w4","ts.PF.BFI02.p.w4","ts.PF.BFI02.f.w4","ts.PF.BFI03.p.w4","ts.PF.BFI03.f.w4","ts.PF.BFI04.p.w4","ts.PF.BFI04.f.w4","ts.PF.BFI05.p.w4","ts.PF.BFI05.f.w4","ts.PF.BFI06.p.w4","ts.PF.BFI06.f.w4","ts.PF.BFI08.p.w4","ts.PF.BFI08.f.w4","ts.PF.BFI11.p.w4","ts.PF.BFI11.f.w4","ts.PF.BFI12.p.w4","ts.PF.BFI12.f.w4","ts.PF.BFI14.p.w4","ts.PF.BFI14.f.w4","ts.PF.BFI15.p.w4","ts.PF.BFI15.f.w4","ts.PF.BFI16.p.w4","ts.PF.BFI16.f.w4","ts.PF.BFI17.f.w4","ts.PF.BFI18.p.w4","ts.PF.BFI18.f.w4","ts.PF.BFI22.p.w4","ts.PF.BFI22.f.w4","ts.PF.BFI24.p.w4","ts.PF.BFI24.f.w4","ts.PF.BFI25.p.w4","ts.PF.BFI25.f.w4","ts.PF.BFI26.p.w4","ts.PF.BFI26.f.w4","ts.PF.BFI019.p.w4","ts.PF.BFI019.f.w4","ts.PF.BFI28.p.w4","ts.PF.BFI28.f.w4","ts.PF.NQ17.p.w4","ts.PF.NQ17.f.w4","ts.PF.BFI29.p.w4","ts.PF.BFI29.f.w4","ts.PF.BFI30.p.w4","ts.PF.BFI30.f.w4","ts.PF.BFI31.p.w4","ts.PF.BFI31.f.w4","ts.PF.BFI33.p.w4","ts.PF.BFI33.f.w4","ts.PF.BFI34.p.w4","ts.PF.BFI34.f.w4","ts.PF.BFI35.p.w4","ts.PF.BFI35.f.w4","ts.PF.BFI38.p.w4","ts.PF.BFI38.f.w4","ts.PF.BFI39.p.w4","ts.PF.BFI39.f.w4","ts.PF.BFI40.p.w4","ts.PF.BFI40.f.w4","ts.PF.BFI41.p.w4","ts.PF.BFI41.f.w4","ts.PF.BFI42.p.w4","ts.PF.BFI42.f.w4","ts.PF.BFI43.p.w4","ts.PF.BFI43.f.w4","ts.PF.BFI44.p.w4","ts.PF.BFI44.f.w4","ts.PF.BFI07.p.w4","ts.PF.BFI07.f.w4","ts.PF.BFI09.p.w4","ts.PF.BFI09.f.w4","ts.PF.BFI10.p.w4","ts.PF.BFI10.f.w4","ts.PF.BFI13.p.w4","ts.PF.BFI13.f.w4","ts.PF.BFI19.p.w4","ts.PF.BFI19.f.w4","ts.PF.BFI20.p.w4","ts.PF.BFI20.f.w4","ts.PF.BFI21.p.w4","ts.PF.BFI21.f.w4","ts.PF.BFI22.p.w4.1","ts.PF.BFI22.f.w4.1","ts.PF.BFI32.p.w4","ts.PF.BFI32.f.w4","ts.PF.BFI36.p.w4","ts.PF.BFI36.f.w4","ts.PF.BFI37.p.w4","ts.PF.BFI37.f.w4","ts.PF.NQ02.p.w4","ts.PF.NQ02.f.w4","ts.PF.NQ03.p.w4","ts.PF.NQ03.f.w4","ts.PF.NQ06.p.w4","ts.PF.NQ06.f.w4","ts.PF.NQ04.p.w4","ts.PF.NQ04.f.w4","ts.PF.NQ36.p.w4","ts.PF.NQ36.f.w4","ts.PF.NQ05.p.w4","ts.PF.NQ05.f.w4","ts.PF.NQ07.p.w4","ts.PF.NQ07.f.w4","ts.PF.NQ09.p.w4","ts.PF.NQ09.f.w4","ts.PF.NQ33.p.w4","ts.PF.NQ33.f.w4","ts.PF.NQ35.p.w4","ts.PF.NQ35.f.w4","ts.PF.NQ01.p.w4","ts.PF.NQ01.f.w4","ts.PF.NQ34.p.w4","ts.PF.NQ34.f.w4","ts.PF.NQ19.p.w4","ts.PF.NQ19.f.w4","ts.PF.NQ10.p.w4","ts.PF.NQ10.f.w4","ts.PF.NQ08.p.w4","ts.PF.NQ08.f.w4","ts.PF.NQ22.p.w4","ts.PF.NQ22.f.w4","ts.PF.NQ23.p.w4","ts.PF.NQ23.f.w4","ts.PF.NQ24.p.w4","ts.PF.NQ24.f.w4","ts.PF.NQ25.p.w4","ts.PF.NQ25.f.w4","ts.PF.NQ14.p.w4","ts.PF.NQ14.f.w4","ts.PF.NQ15.p.w4","ts.PF.NQ15.f.w4","ts.PF.NQ32.p.w4","ts.PF.NQ32.f.w4","ts.PF01.w4","ts.PF02.w4","ts.AGQ01.w4","ts.AGQ04.w4","ts.AGQ05.w4","ts.AGQ06.w4","ts.AGQ07.w4","ts.AGQ08.w4","ts.AGQ09.w4","ts.AGQ10.w4","ts.AGQ11.w4","ts.AGQ12.w4","ts.AGQ13.w4","ts.AGQ14.w4","ts.AGQ15.w4","ts.AGQ16.w4","ts.AGQ17.w4","ts.AGQ18.w4","ts.ASQ01.w4","ts.ASQ02.w4","ts.ASQ03.w4","ts.ASQ04.w4","ts.ASQ05.w4","ts.ASQ06.w4","ts.ASQ07.w4","ts.ASQ08.w4","ts.ASQ09.w4","ts.ASQ10.w4","ts.ASQ11.w4","ts.ASQ12.w4","ts.ASQ13.w4","ts.ASQ14.w4","ts.ASQ15.w4","ts.ASQ16.w4","ts.ASQ17.w4","ts.ASQ18.w4","ts.ASQ19.w4","ts.ASQ20.w4","ts.ITDstu.w4","ts.ITDfac.w4","ts.MC01.w4","ts.MC02.w4","ts.MC03.w4","ts.MC04.w4","ts.MC05.w4","ts.MC06.w4","ts.MC07.w4","ts.MC08.w4","ts.MC09.w4","ts.MC10.w4","ts.MC11.w4","ts.MC12.w4","ts.MC13.w4","ts.MC14.w4","ts.MC15.w4","ts.BC01.w4","ts.BC02.w4","ts.BC03.w4","ts.BC04.w4","ts.BC05.w4","ts.BC06.w4","ts.BC07.w4","ts.BC08.w4","ts.BC09.w4","ts.BC10.w4","ts.BC11.w4","ts.BC12.w4","ts.BC13.w4","ts.BC14.w4","ts.BC15.w4","ts.BSall.w4","ts.BS.BFI32.w4","ts.BS.NQ02.w4","ts.BS.NQ03.w4","ts.BS.NQ06.w4","ts.BS.NQ04.w4","ts.BS.NQ36.w4","ts.BS.NQ14.w4","ts.PC01.w4","ts.PC02.w4","ts.PC03.w4"
39688,3,1,3,4,3,2,4,NA,NA,NA,10,9,9,5,9,7,7,9,11,10,10,7,9,7,8,9,9,9,6,9,7,7,11,12,7,7,9,9,9,11,9,7,9,9,10,9,11,10,7,9,10,10,10,10,9,9,10,9,9,9,10,9,10,9,8,9,8,9,7,10,9,9,9,NA,9,9,10,11,9,9,9,9,8,9,9,7,10,9,9,9,2,5,4,5,4,5,5,5,3,3,5,3,5,5,5,4,5,5,3,4,1,2,2,1,1,2,1,1,1,1,2,2,1,2,2,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,4,5,3,5,4,5,5,4,4,5,3,4,5,3,4,3,4,8,9,6,8,9,11,11,9,7,7,9,10,10,9,9,11,9,7,9,9,4,5,3,4,5,4,4,3,4,4,5,3,4,3,4,5,5,3,3,5,5,4,5,3,3,5,5,2,3,2,2,2,3,3,2,2,2,8,10,8,10,8,9,4,3,8,9,7,6,7,10,9,9,9,10,8,9,8,9,7,10,9,7,8,9,8,10,9,8,9,7,7,8,7,6,9,8,7,8,10,9,12,8,7,9,8,8,9,10,11,11,10,9,8,7,9,12,11,11,9,8,7,10,8,7,9,8,7,8,7,9,7,6,8,7,8,9,6,8,9,7,9,8,7,9,8,7,9,9,11,10,11,9,8,10,8,8,9,9,8,8,10,11,7,8,7,6,8,9,8,7,8,6,8,7,8,6,8,10,8,8,10,8,7,8,10,8,7,9,8,3,3,1,2,2,1,5,4,3,4,4,5,5,4,4,5,1,4,3,4,4,4,3,4,4,4,3,2,4,5,3,3,4,5,3,3,4,4,5,4,4,3,4,4,4,5,5,5,3,4,4,3,4,4,3,4,5,4,4,3,4,5,4,4,4,4,3,4,5,5,6,6,4,6,6,6,6,6,4,3,4
87314,2,1,3,2,2,1,3,1,4,2,9,6,13,4,12,12,11,9,10,15,11,5,15,11,12,7,5,5,11,15,11,10,4,8,11,11,11,12,12,12,8,11,12,12,8,12,12,12,8,12,3,13,4,8,12,15,11,14,11,12,12,12,11,11,12,12,10,12,12,12,8,11,5,12,10,12,4,11,5,11,8,12,11,11,9,9,4,10,10,12,1,6,6,6,5,5,2,5,5,5,5,6,5,5,5,2,5,5,5,5,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,3,5,1,7,6,5,6,6,5,6,6,1,4,6,1,6,5,15,4,11,14,14,11,11,11,8,11,14,14,14,8,14,9,11,15,9,15,5,4,6,4,5,5,4,3,3,3,4,6,4,4,5,4,5,4,4,4,3,4,3,4,4,4,6,2,1,2,1,2,4,1,1,1,2,12,10,6,6,14,13,4,4,13,12,10,12,9,9,14,11,5,5,11,11,12,12,14,9,10,5,5,10,10,8,8,11,11,11,11,9,11,12,12,13,10,10,10,12,12,8,8,12,12,12,12,8,8,12,12,8,8,12,12,3,3,13,13,3,4,8,8,11,11,10,10,15,15,15,15,11,11,15,15,8,11,4,5,11,11,14,12,12,12,15,15,11,11,12,12,14,14,12,12,11,11,12,12,11,10,4,5,10,10,12,12,10,10,5,8,11,11,12,12,12,12,4,4,11,14,8,5,12,12,12,12,9,9,3,3,1,1,2,2,7,7,2,2,2,5,7,7,5,7,1,5,6,6,2,2,4,4,4,4,7,6,4,5,5,5,5,2,5,6,6,7,5,5,4,5,6,6,6,6,6,6,4,5,5,5,5,6,6,7,5,2,2,6,6,6,6,6,4,5,6,6,6,6,5,6,6,5,5,5,5,5,2,2,2
43778,2,1,3,1,1,2,1,1,2,1,13,3,13,1,12,7,15,7,13,13,12,1,14,3,8,15,15,8,11,13,11,15,14,14,9,11,1,12,7,10,9,15,11,14,8,13,1,12,10,11,7,15,12,11,15,14,14,15,14,13,15,12,15,14,15,10,9,15,15,15,15,8,13,15,14,14,1,7,12,4,14,15,15,15,3,1,1,15,1,13,2,7,7,7,7,1,1,1,2,2,6,7,3,6,6,1,7,6,NA,6,2,2,2,1,1,2,1,2,2,1,2,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,3,3,NA,NA,NA,NA,5,7,1,7,7,4,5,7,6,6,6,2,6,7,7,7,5,15,15,15,14,14,13,13,15,13,15,15,15,15,13,13,12,12,14,10,15,6,6,6,6,5,4,1,6,6,1,7,6,1,6,6,2,6,7,7,1,6,7,6,6,7,7,6,1,1,4,2,1,4,1,1,2,1,12,13,3,3,12,13,1,1,12,12,6,10,6,7,12,13,1,1,3,3,8,8,15,15,15,8,6,15,15,14,14,9,10,11,13,1,1,12,13,15,15,7,7,10,11,9,7,11,12,14,15,8,7,12,13,10,9,11,11,7,7,15,15,12,12,11,12,15,15,13,14,12,13,13,15,11,11,13,13,11,9,14,12,15,15,14,15,1,1,14,14,14,14,13,13,15,15,12,13,14,14,15,15,15,15,1,1,1,1,15,15,14,15,12,14,14,14,12,13,12,14,1,1,7,8,12,12,15,15,15,15,1,1,3,3,1,2,2,2,7,6,1,1,1,2,7,7,4,7,1,7,6,5,6,5,6,5,6,6,7,7,7,6,4,6,7,7,6,6,7,6,5,5,5,5,6,5,7,6,7,6,5,5,5,6,6,7,7,6,6,6,5,5,6,6,5,6,5,7,6,6,7,7,4,5,4,4,3,5,6,5,4,4,5
47951,3,1,4,5,6,1,5,NA,NA,NA,10,2,13,2,3,10,10,8,10,9,11,1,12,6,6,11,14,2,12,11,11,14,11,12,3,4,2,11,3,12,12,12,12,10,14,9,4,12,12,4,3,12,13,11,10,12,5,10,4,8,14,8,11,6,13,2,4,12,11,12,11,5,10,14,2,6,2,1,6,3,14,13,12,12,9,2,2,14,4,11,2,6,6,7,7,3,4,2,2,3,5,6,6,6,6,1,6,6,7,6,2,1,2,1,1,2,1,2,2,1,2,1,1,2,1,2,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,2,6,6,7,6,5,3,7,5,4,4,2,5,7,7,6,6,15,14,15,13,14,15,12,14,12,15,15,15,14,10,13,6,9,15,7,15,5,3,5,5,3,2,1,3,5,3,5,7,2,3,5,4,4,5,5,2,5,6,3,2,6,6,6,3,3,2,2,2,2,1,1,2,1,8,10,1,3,14,13,1,2,3,3,12,8,9,7,14,9,1,1,4,8,6,6,13,10,14,2,2,14,14,14,12,3,3,5,5,2,2,11,11,13,11,3,3,12,12,14,11,13,12,11,11,14,13,12,12,14,11,4,4,2,3,13,12,14,12,12,11,12,9,12,10,10,8,12,12,10,13,13,11,13,11,9,10,13,12,10,8,4,4,12,12,5,5,8,8,11,10,12,10,4,4,15,14,12,11,3,2,4,4,10,10,15,14,9,9,6,6,7,9,7,7,1,2,1,1,7,6,12,12,13,11,1,2,2,2,1,2,1,NA,6,6,1,1,1,2,7,7,6,7,2,NA,5,6,4,4,5,5,3,6,6,6,6,6,6,5,5,3,3,7,6,6,6,4,4,4,7,6,7,7,7,6,1,2,6,7,7,7,7,5,1,6,6,4,7,4,5,6,5,7,6,6,5,5,6,3,4,6,5,6,6,3,3,3,4
3194,3,1,4,5,4,1,2,NA,NA,NA,11,12,13,9,10,9,12,10,9,12,6,8,14,11,10,10,11,3,13,12,8,11,6,9,10,6,12,14,12,14,11,10,14,15,12,9,13,15,9,11,4,14,4,13,12,13,12,6,3,11,9,13,2,14,12,11,11,9,13,10,6,13,12,NA,11,10,3,3,7,12,11,12,10,13,13,9,7,12,12,11,1,6,6,6,6,1,3,6,5,7,3,6,5,5,6,1,5,5,6,6,1,2,2,1,1,2,2,2,1,1,2,2,1,2,1,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,1,1,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,4,4,NA,NA,NA,NA,4,6,3,6,7,7,7,6,5,7,6,3,6,7,1,7,6,13,12,8,12,11,12,12,9,13,12,9,14,13,8,14,6,12,12,9,12,5,5,6,4,7,2,1,4,5,6,6,7,5,7,4,6,6,7,7,4,7,7,2,5,5,6,6,1,2,3,4,1,4,2,1,2,2,10,12,12,12,14,14,11,9,10,11,10,9,8,9,5,7,5,5,13,12,11,11,10,10,12,2,2,11,11,9,9,10,10,5,6,13,12,14,14,5,7,12,12,14,14,11,11,14,14,15,15,11,12,15,15,10,9,11,11,4,4,13,14,2,3,13,13,13,13,9,10,12,12,14,14,13,13,12,12,10,8,4,4,12,11,8,9,11,13,12,13,11,12,10,11,5,6,11,11,3,3,8,10,3,4,8,7,11,12,12,12,12,12,13,12,14,14,13,13,9,10,3,3,3,3,6,7,11,10,14,14,6,9,3,3,1,1,1,NA,6,6,2,4,3,2,7,7,6,7,1,6,6,6,5,4,2,3,4,6,7,6,7,7,6,5,6,6,6,6,6,6,6,4,6,6,4,6,7,7,7,5,2,6,4,6,6,6,5,7,7,6,6,7,7,7,6,2,6,6,7,7,7,7,3,3,4,5,3,2,4,3,4,3,3
53655,2,1,3,5,6,1,5,NA,NA,NA,9,4,12,2,9,13,11,2,12,12,9,2,14,9,10,10,14,2,4,12,14,15,3,15,10,5,3,11,7,11,13,15,12,12,12,13,4,13,9,12,4,13,10,8,13,13,12,14,12,13,15,13,7,13,14,5,10,14,14,13,12,11,13,14,12,10,3,1,3,7,14,14,14,14,2,7,2,14,2,12,2,7,7,7,6,2,2,2,1,3,6,5,5,6,6,1,6,6,6,6,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,6,6,6,7,6,5,5,7,5,5,5,5,5,6,6,6,5,14,14,14,14,9,7,8,10,11,14,15,15,15,12,14,11,13,11,11,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,2,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,2,1,7,5,1,2,2,2,7,6,4,7,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,3,3,3
