"esm.IDnum.w4","esm.PRO01.w4","esm.PRO03.w4","esm.PRO04.w4","esm.PRO05.w4","esm.BFI37.w4","esm.BFI21.w4","esm.BFI23.w4","esm.BFI09.w4","esm.BFI04.w4","esm.BFI36.w4","esm.BFI32.w4","esm.BFI13.w4","esm.BFI19.w4"
68714,55,1,12,45,1,3,1,5,1,3,4,4,1
68714,55,2,12,46,2,5,2,5,1,1,4,3,1
68714,55,3,12,47,1,4,2,5,1,2,5,5,1
68714,55,4,12,48,NA,3,5,5,1,3,NA,4,1
68714,55,1,13,49,2,4,3,5,1,3,4,4,1
68714,55,2,13,50,NA,4,2,5,1,1,NA,4,1
68714,55,3,13,51,1,2,4,5,1,4,5,4,1
68714,55,4,13,52,3,3,5,5,1,4,3,4,2
68714,55,1,14,53,2,4,1,1,2,1,3,2,5
68714,55,2,14,54,1,3,3,4,1,3,5,3,1
68714,55,3,14,55,2,4,2,3,1,1,4,4,2
68714,55,4,14,56,2,3,1,5,1,3,4,4,1
68714,55,1,15,57,1,4,1,3,1,2,4,5,2
68714,55,2,15,58,1,5,1,3,1,2,5,4,1
20707,40,1,1,1,2,4,4,3,2,2,3,4,3
20707,40,2,1,2,1,4,4,3,2,3,3,3,3
20707,40,4,1,4,2,4,3,4,2,2,3,3,2
20707,40,1,2,5,2,3,2,3,2,3,4,4,2
20707,40,3,2,7,2,3,4,3,2,3,4,3,3
20707,40,4,2,8,2,4,2,3,2,3,4,3,3
20707,40,2,3,10,2,4,2,3,2,2,3,4,3
20707,40,3,3,11,2,3,3,3,2,3,4,3,2
20707,40,4,3,12,2,2,2,4,2,4,4,4,2
20707,40,2,4,14,2,3,2,3,2,3,3,3,3
20707,40,3,4,15,2,4,3,4,2,2,4,3,3
20707,40,4,4,16,2,2,3,4,2,3,3,3,2
20707,40,2,5,18,2,2,4,4,2,3,4,3,2
20707,40,3,5,19,2,3,2,3,2,3,4,3,2
20707,40,4,5,20,2,3,2,3,2,3,4,4,2
20707,40,3,6,23,2,3,2,3,2,2,4,4,3
20707,40,4,6,24,2,3,2,4,2,3,4,4,2
20707,40,1,7,25,NA,4,3,3,2,2,NA,3,3
20707,40,2,7,26,3,4,2,3,2,2,3,3,3
20707,40,3,7,27,2,3,2,4,2,3,3,4,3
20707,40,1,8,29,2,4,3,3,2,2,3,3,3
20707,40,3,8,31,2,3,2,3,2,4,4,4,2
20707,40,4,8,32,2,3,2,3,2,3,4,4,2
20707,40,1,9,33,1,3,2,4,1,4,4,4,2
20707,40,2,9,34,1,3,2,2,2,3,3,3,3
20707,40,3,9,35,2,3,3,4,3,3,3,4,3
20707,40,2,10,38,2,3,3,3,2,3,3,3,3
20707,40,3,10,39,2,3,3,4,2,3,4,4,3
20707,40,4,10,40,3,2,2,4,2,4,3,4,3
20707,40,1,11,41,2,3,2,3,1,4,4,4,3
20707,40,3,11,43,2,3,2,4,1,3,4,4,2
20707,40,4,11,44,3,2,2,4,2,4,3,4,3
20707,40,3,12,47,2,3,2,3,2,3,3,4,2
20707,40,1,13,49,2,4,2,4,2,2,3,4,2
20707,40,2,13,50,2,3,2,3,2,2,3,3,3
20707,40,3,13,51,2,3,4,4,2,3,3,3,2
20707,40,1,14,53,2,3,2,4,2,3,4,4,2
20707,40,3,14,55,2,3,2,4,2,3,3,3,2
20707,40,4,14,56,3,4,4,4,3,2,3,3,3
20707,40,1,15,57,2,3,2,3,2,3,3,3,2
35850,47,3,1,3,1,1,1,5,1,4,4,5,1
35850,47,3,1,3,1,3,1,5,1,3,4,5,1
35850,47,4,1,4,1,3,1,5,1,3,4,4,1
35850,47,1,2,5,1,3,1,3,1,3,3,4,2
35850,47,2,2,6,1,3,1,4,1,4,4,4,1
35850,47,3,2,7,1,3,1,4,1,4,5,5,1
35850,47,4,2,8,NA,3,1,5,1,2,NA,4,1
35850,47,1,3,9,1,3,1,4,1,3,4,3,2
35850,47,3,3,11,1,2,1,3,1,3,3,5,4
35850,47,4,3,12,1,3,2,4,1,3,3,3,2
35850,47,2,4,14,1,3,2,5,1,4,4,4,1
35850,47,3,4,15,1,3,2,3,1,3,4,4,2
35850,47,4,4,16,1,5,1,1,1,1,2,3,3
35850,47,1,5,17,1,2,1,5,1,4,5,5,1
35850,47,2,5,18,NA,3,2,3,1,1,NA,4,3
35850,47,3,5,19,1,2,1,4,1,4,5,4,1
35850,47,4,5,20,1,2,1,4,1,4,4,4,1
35850,47,1,6,21,1,1,1,1,1,4,4,5,3
35850,47,2,6,22,1,1,1,1,1,3,4,5,1
35850,47,3,6,23,1,1,2,3,1,3,3,5,1
35850,47,4,6,24,1,2,1,4,1,5,4,5,1
35850,47,1,7,25,2,1,1,1,1,4,4,5,1
35850,47,2,7,26,1,1,1,5,1,4,5,5,1
35850,47,3,7,27,1,4,1,4,1,3,3,5,1
35850,47,4,7,28,1,4,1,3,1,4,5,4,1
35850,47,3,8,31,NA,2,1,4,1,2,NA,5,1
35850,47,4,8,32,NA,4,2,4,1,2,NA,3,1
35850,47,1,9,33,1,1,1,2,1,4,4,4,3
35850,47,2,9,34,NA,5,1,4,1,2,NA,5,1
35850,47,3,9,35,1,4,2,3,1,3,3,5,1
35850,47,4,9,36,1,4,2,3,1,2,3,4,1
35850,47,1,10,37,1,2,1,3,1,3,3,4,1
35850,47,3,10,39,1,4,2,4,1,3,3,4,1
35850,47,4,10,40,1,3,2,3,1,3,3,5,1
35850,47,2,11,42,1,2,1,4,1,3,4,5,1
35850,47,3,11,43,1,1,1,3,1,4,4,5,1
35850,47,4,11,44,1,3,1,4,1,4,5,5,1
35850,47,1,12,45,1,2,1,3,1,4,4,5,1
35850,47,3,12,47,1,1,1,4,1,4,4,4,1
35850,47,1,13,49,1,3,1,3,1,1,3,5,1
35850,47,3,13,51,1,1,1,3,1,4,3,5,1
35850,47,4,13,52,1,3,1,4,1,3,4,5,1
35850,47,1,14,53,1,3,1,3,1,2,3,5,2
35850,47,2,14,54,1,3,2,3,1,3,3,3,2
35850,47,3,14,55,1,2,1,3,1,3,4,5,2
35850,47,1,15,57,1,3,1,3,1,3,4,5,1
35850,47,2,15,58,1,3,1,4,1,4,4,5,1
21701,90,2,1,2,2,2,3,4,4,4,4,4,2
21701,90,3,1,3,1,2,3,2,1,3,3,4,3
21701,90,4,1,4,1,5,3,3,1,2,2,2,1
21701,90,1,2,5,NA,5,3,2,3,2,NA,2,2
21701,90,2,2,6,2,2,4,3,3,4,4,3,2
21701,90,3,2,7,NA,5,2,3,2,1,NA,3,2
21701,90,4,2,8,1,1,2,3,1,4,4,5,2
21701,90,2,3,10,3,3,4,2,3,2,2,2,2
21701,90,3,3,11,1,2,3,3,1,3,4,3,1
21701,90,4,3,12,NA,4,2,2,2,1,NA,3,3
21701,90,1,4,13,2,3,2,3,2,3,4,3,3
21701,90,2,4,14,1,4,2,3,2,2,3,4,3
21701,90,3,4,15,NA,5,2,2,2,1,NA,3,3
21701,90,4,4,16,1,1,4,4,1,5,4,3,1
21701,90,1,5,17,1,3,2,1,3,3,3,2,2
21701,90,2,5,18,1,3,4,3,2,3,3,2,2
21701,90,3,5,19,1,1,2,4,1,4,4,4,2
21701,90,4,5,20,NA,5,2,3,1,1,NA,3,2
21701,90,1,6,21,2,1,4,3,1,4,4,3,2
21701,90,2,6,22,1,4,3,3,1,3,4,3,1
21701,90,3,6,23,NA,4,3,4,1,1,NA,3,2
21701,90,4,6,24,1,2,3,4,1,3,4,4,2
21701,90,1,7,25,1,3,2,1,2,2,3,3,2
21701,90,2,7,26,NA,4,4,3,1,1,NA,3,2
21701,90,3,7,27,2,1,2,4,1,5,4,4,1
21701,90,4,7,28,1,1,3,5,1,4,4,4,1
21701,90,1,8,29,1,3,4,1,2,2,3,3,2
21701,90,2,8,30,1,5,3,2,2,1,3,2,3
21701,90,3,8,31,1,3,4,4,1,3,4,3,2
21701,90,4,8,32,1,1,4,5,1,5,4,2,1
21701,90,1,9,33,1,5,5,4,1,2,4,3,2
21701,90,2,9,34,1,5,3,4,1,2,4,4,1
21701,90,3,9,35,1,2,4,4,1,4,4,4,1
21701,90,4,9,36,2,3,4,3,1,4,3,3,2
21701,90,1,10,37,1,3,5,3,1,3,4,3,2
21701,90,2,10,38,1,2,4,2,2,2,4,3,2
21701,90,3,10,39,1,4,5,3,2,2,3,3,2
21701,90,4,10,40,NA,4,5,3,2,1,NA,2,3
21701,90,1,11,41,1,2,2,3,1,4,4,3,2
21701,90,2,11,42,1,4,2,1,1,2,3,3,3
21701,90,3,11,43,NA,4,2,2,2,2,NA,3,3
21701,90,4,11,44,NA,4,2,2,2,1,NA,3,4
21701,90,2,12,46,1,1,3,2,1,3,4,3,3
21701,90,3,12,47,NA,5,3,1,2,1,NA,2,3
21701,90,4,12,48,1,5,2,1,2,1,3,2,3
21701,90,1,13,49,1,2,3,3,1,3,4,3,2
21701,90,2,13,50,1,3,3,2,1,2,3,4,2
21701,90,3,13,51,1,2,3,3,1,4,4,4,2
21701,90,4,13,52,1,2,3,4,1,4,4,4,1
21701,90,1,14,53,1,3,2,1,1,4,4,3,2
21701,90,2,14,54,NA,4,4,3,1,2,NA,3,2
21701,90,3,14,55,1,1,2,3,1,4,4,4,1
21701,90,4,14,56,NA,1,4,4,1,2,NA,3,2
21701,90,1,15,57,1,2,2,3,1,5,4,4,1
21701,90,2,15,58,1,4,3,2,1,5,3,3,1
21701,90,3,15,59,1,2,2,3,1,3,4,4,2
21701,90,4,15,60,3,1,4,3,1,3,3,3,1
21701,90,1,16,61,NA,5,5,4,1,1,NA,2,1
21701,90,2,16,62,1,3,2,4,1,3,4,3,1
21701,90,3,16,63,1,5,2,2,1,1,4,3,3
21701,90,4,16,64,3,3,2,1,2,2,2,2,4
21701,90,1,17,65,NA,5,5,3,1,1,NA,1,2
21701,90,2,17,66,2,1,1,4,1,5,4,4,1
21701,90,3,17,67,3,4,2,2,2,2,2,3,2
21701,90,4,17,68,1,2,3,4,2,4,4,4,3
21701,90,1,18,69,1,2,1,1,1,3,4,3,3
21701,90,2,18,70,1,5,2,3,1,2,4,3,3
21701,90,3,18,71,NA,4,2,2,2,2,NA,2,3
21701,90,4,18,72,2,4,2,3,2,2,3,4,3
21701,90,1,19,73,1,3,2,1,2,4,3,3,3
21701,90,2,19,74,2,2,3,1,2,2,3,2,3
21701,90,3,19,75,1,1,2,4,1,4,4,3,2
21701,90,4,19,76,2,4,1,1,2,2,3,3,3
21701,90,1,20,77,2,2,3,3,1,3,3,3,3
21701,90,2,20,78,1,4,2,2,1,3,3,3,3
21701,90,3,20,79,NA,3,5,1,2,1,NA,2,4
21701,90,4,20,80,1,5,2,2,1,1,2,2,5
21701,90,1,21,81,1,4,2,1,1,2,3,3,1
21701,90,2,21,82,NA,4,5,4,1,1,NA,1,1
21701,90,3,21,83,2,1,2,3,1,3,4,3,1
21701,90,4,21,84,1,1,4,4,1,3,4,4,1
21701,90,1,22,85,2,2,3,3,1,4,4,4,1
21701,90,2,22,86,1,1,3,3,1,4,4,4,1
21701,90,3,22,87,1,2,3,3,1,4,4,3,1
21701,90,4,22,88,1,2,2,4,1,4,5,4,1
21701,90,1,23,89,NA,5,5,3,1,1,NA,1,1
21701,90,2,23,90,1,1,5,5,1,5,4,4,1
21701,90,3,23,91,NA,4,5,5,1,1,NA,3,1
21701,90,4,23,92,NA,4,5,4,1,1,NA,3,2
21701,90,1,24,93,NA,3,4,4,1,1,NA,2,1
41038,25,2,1,2,1,3,1,3,1,3,4,4,2
41038,25,4,1,4,1,2,1,5,1,5,4,4,1
41038,25,2,2,6,1,1,1,5,1,5,5,5,1
41038,25,3,2,7,NA,5,2,3,2,1,NA,3,3
41038,25,1,3,9,NA,3,3,4,1,2,NA,3,1
41038,25,2,3,10,1,3,3,5,1,3,4,5,1
41038,25,4,3,12,1,2,2,5,1,4,4,4,1
41038,25,2,4,14,1,3,3,3,1,2,4,3,1
41038,25,3,4,15,1,1,1,4,1,4,5,5,1
41038,25,4,4,16,1,1,2,4,1,3,4,4,1
41038,25,3,5,19,1,5,1,1,3,1,4,2,4
41038,25,4,5,20,1,2,1,4,1,3,4,5,1
41038,25,3,6,23,NA,3,1,3,2,2,NA,5,3
41038,25,1,7,25,1,2,2,4,1,3,4,4,1
41038,25,2,8,30,1,2,1,3,1,3,4,4,1
41038,25,4,8,32,1,3,1,2,2,2,4,4,1
41038,25,1,9,33,1,4,1,2,3,2,4,5,3
41038,25,2,9,34,NA,4,4,3,2,2,NA,3,2
41038,25,2,10,38,1,1,1,5,1,4,4,5,1
41038,25,4,10,40,1,2,2,4,2,3,4,3,1
41038,25,1,11,41,NA,3,1,1,1,2,NA,2,3
41038,25,2,11,42,1,1,2,4,1,4,4,4,2
41038,25,3,12,47,1,2,1,3,2,3,4,3,3
41038,25,1,15,57,1,5,1,2,2,2,4,5,4
41038,25,3,15,59,1,3,3,3,1,2,4,3,3
59057,32,3,1,3,2,2,1,3,3,4,4,5,2
59057,32,4,1,4,2,4,3,3,2,3,4,3,2
59057,32,1,2,5,1,2,2,3,1,4,4,4,2
59057,32,2,2,6,1,2,1,2,1,3,4,5,2
59057,32,3,2,7,1,2,1,5,1,4,5,5,1
59057,32,4,2,8,1,2,1,3,1,4,4,5,2
59057,32,1,3,9,1,2,1,3,1,4,4,5,1
59057,32,2,3,10,1,4,1,3,1,2,4,5,1
59057,32,3,3,11,NA,5,1,3,1,3,NA,3,2
59057,32,4,3,12,1,3,3,3,3,3,3,5,3
59057,32,1,4,13,NA,2,1,3,1,2,NA,4,3
59057,32,2,4,14,1,3,3,3,1,4,4,5,2
59057,32,3,4,15,2,1,2,4,1,5,4,4,2
59057,32,4,4,16,1,2,4,2,1,4,4,4,3
59057,32,2,5,18,3,3,1,2,3,2,3,3,3
59057,32,3,5,19,1,3,4,3,2,3,4,3,2
59057,32,4,5,20,1,1,3,4,2,5,4,4,2
59057,32,4,6,24,1,2,4,3,1,4,5,4,2
59057,32,3,7,27,2,3,3,3,3,2,4,4,4
59057,32,4,7,28,1,3,4,4,2,4,4,4,2
59057,32,2,8,30,1,3,1,3,2,4,4,5,2
59057,32,3,8,31,2,1,2,3,2,4,4,4,3
59057,32,4,8,32,2,2,3,4,2,4,4,4,2
59057,32,1,9,33,1,2,1,4,2,3,5,5,2
59057,32,4,9,36,2,3,1,2,1,4,4,5,2
59057,32,1,10,37,1,2,1,4,1,4,4,5,2
59057,32,2,10,38,1,2,2,3,1,4,4,5,2
59057,32,4,10,40,NA,5,3,3,2,1,NA,4,4
59057,32,1,11,41,2,1,1,3,1,4,4,5,2
59057,32,2,11,42,2,2,2,2,1,3,4,5,2
59057,32,1,12,45,2,2,2,2,1,4,4,5,4
59057,32,1,14,53,2,5,1,3,1,2,4,5,2
49485,1,1,1,1,1,3,3,2,2,4,3,5,4
87829,40,1,1,1,1,2,2,1,1,3,4,4,4
87829,40,1,5,17,2,3,1,3,1,3,2,5,2
87829,40,2,5,18,3,2,1,2,2,3,2,5,2
87829,40,3,5,19,NA,5,1,4,1,1,NA,3,1
87829,40,4,5,20,1,2,4,4,1,4,4,3,1
87829,40,1,6,21,NA,5,2,4,1,1,NA,3,3
87829,40,2,6,22,2,2,1,4,1,4,3,4,2
87829,40,3,6,23,2,5,4,4,1,1,4,3,2
87829,40,4,6,24,3,4,4,4,3,3,3,3,2
87829,40,1,7,25,NA,5,3,4,1,1,NA,3,1
87829,40,2,7,26,2,3,2,4,2,4,3,3,1
87829,40,3,7,27,3,3,4,4,1,4,5,3,3
87829,40,4,7,28,NA,5,4,4,1,1,NA,3,2
87829,40,1,8,29,1,3,2,3,1,3,4,4,3
87829,40,2,8,30,1,5,3,2,1,2,5,3,3
87829,40,3,8,31,2,5,1,3,1,2,4,4,3
87829,40,4,8,32,2,3,4,4,1,4,4,3,2
87829,40,1,9,33,1,2,2,4,1,4,4,3,2
87829,40,2,9,34,1,2,1,2,1,4,4,3,4
87829,40,3,9,35,1,3,2,1,1,3,4,3,4
87829,40,4,9,36,1,3,3,4,3,3,3,3,1
87829,40,1,10,37,3,2,3,4,2,3,3,3,1
87829,40,2,10,38,2,4,1,2,1,3,3,5,2
87829,40,3,10,39,1,4,3,4,1,2,4,3,2
87829,40,4,10,40,3,3,4,4,2,3,4,3,2
87829,40,1,11,41,3,3,3,4,4,4,3,3,2
87829,40,3,11,43,NA,5,1,4,2,1,NA,3,1
87829,40,1,12,45,1,2,2,2,1,4,4,4,2
87829,40,2,12,46,1,2,2,3,1,4,4,4,1
87829,40,3,12,47,NA,5,2,4,2,1,NA,3,1
87829,40,4,12,48,2,2,4,4,1,4,4,3,1
87829,40,1,13,49,2,2,3,2,1,4,5,3,2
87829,40,2,13,50,2,4,4,3,1,4,5,3,3
87829,40,3,13,51,3,2,2,5,1,4,4,3,1
87829,40,4,13,52,2,3,5,5,1,3,4,3,1
87829,40,2,14,54,1,5,5,4,1,1,3,3,1
87829,40,3,14,55,3,3,5,4,1,3,2,3,2
87829,40,4,14,56,2,3,4,4,1,3,4,3,2
87829,40,1,15,57,2,3,2,3,1,3,3,4,3
87829,40,2,15,58,2,3,1,3,1,4,4,4,2
71074,1,2,1,2,1,4,2,3,1,1,1,5,4
26296,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
50006,2,1,1,1,2,3,1,2,1,4,4,5,2
50006,2,1,8,29,NA,3,3,4,1,1,NA,3,2
60759,17,1,1,1,1,2,1,1,1,2,1,4,2
60759,17,1,11,41,1,NA,NA,NA,NA,3,2,5,1
60759,17,2,11,42,1,3,1,4,1,3,4,5,3
60759,17,3,11,43,1,3,1,4,1,4,5,5,1
60759,17,4,11,44,1,5,3,2,1,1,3,5,1
60759,17,1,12,45,2,3,2,3,1,2,3,4,3
60759,17,2,12,46,1,3,3,2,1,3,3,4,1
60759,17,1,13,49,1,4,3,2,1,1,2,5,3
60759,17,2,13,50,1,5,2,2,2,1,1,2,4
60759,17,3,13,51,1,5,3,2,1,1,1,2,3
60759,17,4,13,52,1,5,1,4,1,1,4,5,2
60759,17,1,14,53,1,5,1,4,1,1,2,4,3
60759,17,2,14,54,1,5,1,3,1,1,3,4,2
60759,17,4,15,60,2,3,1,4,1,1,4,4,1
60759,17,1,16,61,2,5,2,3,1,1,2,3,3
60759,17,1,18,69,1,2,2,2,1,1,4,5,3
60759,17,1,19,73,1,3,1,NA,1,1,4,3,2
1960,23,2,1,2,1,2,2,2,2,2,3,4,2
1960,23,3,1,3,2,4,4,4,1,2,4,2,2
1960,23,4,1,4,3,2,2,4,2,5,3,3,2
1960,23,3,2,7,2,3,2,3,1,4,3,2,2
1960,23,4,2,8,2,1,2,4,1,4,3,3,2
1960,23,2,3,10,2,2,2,4,1,4,3,4,2
1960,23,3,3,11,2,5,3,3,2,2,3,5,3
1960,23,4,3,12,3,2,2,2,2,5,3,5,4
1960,23,1,4,13,2,3,2,3,2,4,4,2,4
1960,23,2,4,14,2,2,1,2,3,3,4,4,4
1960,23,3,4,15,3,3,4,4,1,4,3,2,3
1960,23,4,4,16,1,4,2,3,1,2,5,4,2
1960,23,1,5,17,4,3,2,2,2,3,3,3,4
1960,23,2,5,18,3,4,1,3,2,2,3,4,4
1960,23,2,6,22,1,3,1,2,4,3,3,4,5
1960,23,3,6,23,1,1,1,3,1,5,5,3,3
1960,23,4,6,24,2,4,4,2,2,2,4,3,4
1960,23,2,7,26,2,2,1,1,2,3,4,4,3
1960,23,3,7,27,1,2,2,3,1,4,4,3,2
1960,23,1,8,29,2,2,1,4,2,4,3,3,2
1960,23,4,9,36,1,2,3,4,1,5,4,3,2
1960,23,2,13,50,3,3,3,3,2,3,3,3,3
1960,23,2,17,66,2,4,2,3,2,1,4,3,3
36103,59,1,1,0,1,5,3,2,1,2,3,2,4
36103,59,2,1,2,1,4,2,4,2,4,4,4,2
36103,59,3,1,3,2,2,4,4,2,4,4,4,2
36103,59,1,2,5,2,4,1,2,2,2,3,4,4
36103,59,2,2,6,2,2,3,4,1,4,4,4,1
36103,59,3,2,7,2,3,4,3,2,4,3,4,3
36103,59,4,2,8,2,2,3,3,2,4,4,4,3
36103,59,1,3,9,NA,4,3,4,2,2,NA,3,2
36103,59,3,3,11,2,2,3,4,2,4,4,4,2
36103,59,4,3,12,2,2,3,4,2,5,4,4,2
36103,59,2,4,14,2,1,3,4,2,4,4,3,2
36103,59,4,4,16,2,2,3,4,2,5,4,4,2
36103,59,1,5,17,2,2,4,3,2,4,4,4,4
36103,59,2,5,18,NA,4,2,2,2,1,NA,4,4
36103,59,3,5,19,2,1,3,4,1,4,4,5,4
36103,59,4,5,20,NA,5,2,2,1,1,NA,4,4
36103,59,1,6,21,2,2,3,3,3,3,4,4,4
36103,59,2,6,22,2,5,1,2,3,2,4,4,4
36103,59,3,6,23,2,5,2,2,2,1,3,4,2
36103,59,4,6,24,NA,4,3,4,2,1,NA,3,4
36103,59,1,7,25,2,3,3,3,2,2,4,4,4
36103,59,2,7,26,NA,5,3,3,2,2,NA,3,3
36103,59,4,7,28,2,3,2,3,2,4,3,4,4
36103,59,1,8,29,2,5,2,2,3,2,3,4,5
36103,59,2,8,30,2,4,2,3,2,2,3,4,1
36103,59,4,8,32,2,4,4,4,2,2,4,4,2
36103,59,1,9,33,2,3,3,4,2,4,4,4,2
36103,59,3,9,35,2,2,3,4,1,4,4,3,2
36103,59,1,10,37,2,2,4,4,1,4,4,3,1
36103,59,2,10,38,2,2,2,4,1,4,4,3,1
36103,59,3,10,39,2,1,4,4,1,4,4,4,2
36103,59,4,10,40,2,2,2,4,2,4,4,4,2
36103,59,1,11,41,2,2,4,4,1,4,4,4,2
36103,59,2,11,42,NA,4,4,4,2,4,NA,4,2
36103,59,4,11,44,2,1,3,4,1,5,4,4,1
36103,59,2,12,46,2,1,2,4,2,5,4,4,1
36103,59,3,12,47,2,1,2,4,1,4,4,4,1
36103,59,4,12,48,NA,4,2,4,1,1,NA,3,2
36103,59,1,13,49,NA,5,4,3,2,2,NA,3,2
36103,59,3,13,51,2,1,3,4,1,4,5,4,1
36103,59,4,13,52,2,2,4,5,2,4,4,4,2
36103,59,1,14,53,NA,4,2,2,2,2,NA,4,3
36103,59,3,14,55,2,1,2,4,2,5,4,3,2
36103,59,4,14,56,3,2,2,4,2,3,3,3,2
36103,59,1,15,57,NA,5,4,5,1,1,NA,2,2
36103,59,2,15,58,NA,5,1,3,1,1,NA,4,3
36103,59,3,15,59,3,4,5,4,2,2,2,3,2
36103,59,4,15,60,1,1,4,4,2,5,5,3,2
36103,59,1,16,61,NA,4,4,3,2,2,NA,2,2
36103,59,2,16,62,2,4,3,4,2,2,3,4,2
36103,59,3,16,63,3,3,3,4,1,4,3,4,1
36103,59,4,16,64,NA,4,5,3,1,2,NA,3,2
36103,59,1,17,65,4,4,4,3,2,2,3,2,2
36103,59,2,17,66,2,2,3,4,2,4,4,3,2
36103,59,3,17,67,2,1,3,3,1,5,4,3,1
36103,59,4,17,68,3,2,3,4,3,5,4,3,2
36103,59,4,18,72,2,1,3,4,1,4,5,4,1
36103,59,3,19,75,2,NA,NA,NA,NA,NA,4,NA,NA
36103,59,2,20,78,2,2,4,4,2,4,4,4,2
12715,13,2,1,2,2,1,2,4,1,NA,4,4,2
12715,13,3,11,43,2,5,3,4,2,2,3,3,2
12715,13,1,12,45,2,5,4,4,2,1,3,3,4
12715,13,2,12,46,2,4,3,2,2,2,2,3,4
12715,13,3,12,47,2,NA,NA,NA,NA,NA,4,NA,2
12715,13,4,12,48,2,3,2,4,1,3,4,2,2
12715,13,1,13,49,2,4,4,3,1,2,3,3,2
12715,13,2,13,50,2,4,4,2,3,2,2,2,5
12715,13,3,13,51,2,3,2,4,2,2,3,3,2
12715,13,4,13,52,4,2,3,2,5,1,2,2,5
12715,13,1,14,53,2,3,3,3,1,2,3,4,4
12715,13,2,14,54,2,5,4,4,2,1,3,2,4
12715,13,3,14,55,4,4,5,2,3,2,2,2,4
47284,44,1,1,0,3,2,1,3,1,4,3,4,1
47284,44,1,1,1,2,3,3,4,1,3,3,5,1
47284,44,2,1,2,1,3,1,3,1,3,3,3,2
47284,44,3,1,3,2,3,1,2,2,2,2,2,4
47284,44,4,1,4,1,4,4,4,1,3,3,3,1
47284,44,1,2,5,2,3,1,2,1,4,3,4,2
47284,44,3,2,7,1,3,2,4,1,3,3,5,1
47284,44,4,2,8,1,5,4,4,1,2,4,4,1
47284,44,1,3,9,2,2,1,3,1,5,4,4,2
47284,44,3,3,11,1,2,1,4,1,4,4,4,1
47284,44,4,3,12,2,4,2,4,1,5,4,4,1
47284,44,1,4,13,1,5,1,4,1,4,4,4,1
47284,44,3,4,15,1,2,1,5,1,5,5,5,1
47284,44,4,4,16,NA,5,2,4,1,1,NA,4,1
47284,44,1,5,17,NA,5,1,5,1,2,NA,5,2
47284,44,2,5,18,1,5,2,4,1,1,5,3,1
47284,44,3,5,19,1,5,1,4,2,2,2,4,1
47284,44,4,5,20,1,4,1,5,1,3,4,4,1
47284,44,1,6,21,2,5,1,3,1,3,3,4,1
47284,44,3,6,23,2,5,2,4,1,2,2,3,1
47284,44,4,6,24,1,5,2,5,1,3,4,4,1
47284,44,1,7,25,2,3,1,3,1,4,3,4,3
47284,44,2,7,26,2,5,2,4,1,3,3,4,1
47284,44,3,7,27,2,2,4,4,1,5,3,5,1
47284,44,4,8,32,3,2,3,5,1,5,3,4,1
47284,44,1,9,33,3,2,1,4,1,4,3,3,2
47284,44,2,9,34,3,5,3,5,1,1,3,4,1
47284,44,3,9,35,2,3,3,5,1,4,3,4,2
47284,44,4,9,36,2,2,1,4,1,4,3,5,1
47284,44,2,10,38,2,4,2,4,1,4,4,4,2
47284,44,3,10,39,2,3,3,4,1,2,2,3,1
47284,44,4,10,40,3,3,1,4,2,3,2,3,1
47284,44,1,12,45,2,3,4,3,1,3,3,4,1
47284,44,3,13,51,2,5,2,4,1,1,2,4,2
47284,44,3,14,55,3,3,4,4,1,4,3,4,1
47284,44,1,15,57,2,5,2,4,1,2,2,4,2
47284,44,2,15,58,2,3,3,4,1,2,4,4,1
47284,44,3,15,59,2,4,1,4,1,2,3,4,1
47284,44,4,15,60,2,2,2,4,1,4,3,4,1
47284,44,2,16,62,2,3,3,4,1,2,2,4,1
47284,44,3,16,63,3,2,3,4,1,4,4,4,1
47284,44,3,17,67,NA,5,3,4,1,2,NA,4,2
47284,44,4,17,68,1,4,3,4,1,2,4,4,2
47284,44,2,18,70,3,5,3,4,1,2,3,4,2
17656,16,2,1,2,1,5,3,5,1,1,1,5,3
17656,16,1,2,5,1,4,3,3,2,2,4,4,2
17656,16,3,2,7,1,4,2,3,1,2,2,4,1
17656,16,4,2,8,NA,4,3,2,3,1,NA,3,4
17656,16,2,3,10,1,4,2,4,1,1,3,4,2
17656,16,3,3,11,1,3,3,4,1,2,3,4,2
17656,16,4,3,12,1,2,1,2,1,2,3,4,1
17656,16,1,4,13,2,4,3,4,1,2,4,4,2
17656,16,2,4,14,1,3,2,4,1,1,3,4,2
17656,16,3,4,15,2,3,2,3,1,3,3,4,2
17656,16,1,5,17,2,3,2,2,3,2,3,3,3
17656,16,2,6,22,NA,5,3,3,1,1,NA,4,3
17656,16,2,7,26,3,3,2,3,1,2,4,4,3
17656,16,3,7,27,NA,5,4,3,1,1,NA,4,4
17656,16,1,9,33,1,4,2,3,1,1,3,4,3
17656,16,2,9,34,NA,5,2,3,1,1,NA,4,3
50556,8,1,1,0,NA,5,1,4,1,1,NA,4,1
50556,8,1,1,1,1,3,1,3,1,4,4,4,2
50556,8,2,1,2,1,2,1,4,1,3,3,4,1
50556,8,3,1,3,1,2,1,3,1,5,4,4,1
50556,8,1,3,9,1,2,1,4,1,4,4,4,1
50556,8,3,3,11,1,3,2,2,4,3,3,4,2
