"esm.IDnum.w7","esm.PRO01.w7","esm.PRO03.w7","esm.PRO04.w7","esm.PRO05.w7","esm.BFI37.w7","esm.BFI21.w7","esm.BFI23.w7","esm.BFI09.w7","esm.BFI04.w7","esm.BFI36.w7","esm.BFI32.w7","esm.BFI13.w7","esm.BFI19.w7"
53836,7,1,7,25,2,3,3,1,1,3,5,5,3
53836,7,1,8,29,1,5,2,2,1,2,5,4,5
53836,7,1,13,49,2,2,2,5,1,3,5,5,3
53836,7,1,14,53,NA,4,1,5,1,2,NA,5,1
13674,2,2,1,2,2,3,4,4,1,3,4,2,4
13674,2,1,6,21,2,3,3,3,2,4,4,3,2
34821,2,1,1,1,2,4,4,3,4,2,3,3,3
34821,2,1,3,9,1,3,2,3,1,3,4,4,1
79243,13,2,1,2,2,4,3,4,2,1,3,2,1
79243,13,1,2,5,2,2,3,4,2,3,3,3,2
79243,13,1,3,9,1,3,2,4,1,3,4,4,1
79243,13,1,5,17,3,3,2,2,3,2,3,4,3
79243,13,1,6,21,2,4,3,3,2,3,4,3,2
79243,13,1,7,25,2,4,2,4,1,2,4,4,1
79243,13,1,9,33,1,3,4,5,1,3,4,4,2
79243,13,1,10,37,1,3,3,4,1,4,4,4,1
79243,13,1,11,41,NA,4,5,4,2,1,NA,2,2
79243,13,1,12,45,2,5,3,3,1,2,4,3,2
79243,13,1,13,49,2,5,2,2,2,2,3,4,3
79243,13,1,14,53,2,4,4,4,1,3,3,3,2
79243,13,1,15,57,3,4,3,2,2,3,3,3,3
31829,1,1,1,1,3,3,2,2,4,3,5,3,4
32492,2,2,1,2,2,5,3,5,3,1,5,3,1
32492,2,1,13,49,NA,5,1,1,3,1,NA,4,3
6777,5,2,1,2,4,3,1,3,1,4,1,5,3
6777,5,1,2,5,1,4,3,3,1,3,2,3,3
6777,5,1,4,13,1,2,2,3,1,3,3,4,1
6777,5,1,7,25,2,1,3,4,1,5,3,3,3
6777,5,1,9,33,2,4,2,3,2,2,2,3,2
63927,6,1,1,0,2,4,3,2,4,2,5,3,5
63927,6,1,1,1,1,3,2,3,2,3,4,3,3
63927,6,1,6,21,1,5,2,2,1,1,1,3,4
63927,6,1,7,25,1,5,3,2,2,1,1,3,4
63927,6,1,8,29,1,5,1,2,2,1,2,5,3
63927,6,1,14,53,1,2,2,2,1,1,1,3,3
85435,4,1,1,0,5,2,3,5,1,4,3,5,1
85435,4,1,1,1,1,2,2,5,1,5,4,5,1
85435,4,1,3,9,NA,5,2,5,1,3,NA,5,1
85435,4,1,147,585,1,2,1,5,1,4,4,5,1
47525,1,1,1,1,1,5,5,3,1,1,5,1,1
70533,8,1,1,1,3,3,2,3,1,3,4,5,2
70533,8,1,5,17,NA,5,2,2,2,2,NA,4,4
70533,8,1,7,25,1,4,1,5,1,3,5,5,1
70533,8,1,8,29,1,3,1,3,2,3,5,5,2
70533,8,1,11,41,1,2,1,4,1,4,4,5,2
70533,8,1,12,45,1,2,2,4,1,4,4,3,2
70533,8,1,167,665,NA,5,4,4,1,1,NA,3,1
70533,8,1,168,669,2,3,3,4,1,2,3,2,1
66840,13,1,1,1,3,4,1,3,1,1,5,4,3
66840,13,1,3,9,2,3,3,5,1,3,3,3,1
66840,13,1,6,21,3,4,1,3,1,2,3,4,3
66840,13,1,8,29,3,5,1,5,1,1,3,4,1
66840,13,1,9,33,3,5,1,3,1,2,3,5,1
66840,13,1,10,37,2,2,1,5,1,5,4,3,2
66840,13,1,11,41,NA,5,4,4,1,3,NA,3,2
66840,13,1,12,45,2,4,1,5,1,4,2,4,1
66840,13,1,13,49,2,4,1,4,1,2,3,3,2
66840,13,1,15,57,2,4,2,3,1,2,3,4,1
66840,13,1,16,61,3,5,3,5,1,1,3,3,2
66840,13,1,17,65,2,5,1,3,1,2,3,5,1
66840,13,1,20,77,2,5,1,4,1,2,3,4,2
20039,1,1,1,1,3,2,3,4,1,4,3,4,2
51291,2,2,1,2,1,3,2,3,4,3,3,4,3
51291,2,1,11,41,1,3,4,3,2,2,3,3,2
64603,25,1,1,1,2,2,2,3,1,1,1,3,2
64603,25,1,6,21,1,3,2,3,2,2,3,3,3
64603,25,1,10,37,NA,4,2,3,1,1,NA,4,3
64603,25,1,12,45,NA,3,2,3,3,1,NA,3,2
64603,25,1,16,61,NA,4,3,2,1,1,NA,3,3
64603,25,1,17,65,NA,4,3,3,3,1,NA,3,3
64603,25,1,19,73,NA,5,4,5,2,1,NA,4,4
64603,25,1,20,77,NA,3,2,4,3,1,NA,3,3
64603,25,1,21,81,NA,2,3,3,2,3,NA,3,3
64603,25,1,22,85,NA,4,3,3,4,1,NA,3,3
64603,25,1,23,89,NA,3,3,4,1,4,NA,2,4
64603,25,1,24,93,NA,4,3,3,4,1,NA,3,3
64603,25,1,25,97,NA,4,3,3,2,1,NA,3,1
64603,25,1,28,109,NA,3,3,4,3,1,NA,3,3
64603,25,1,29,113,NA,4,4,2,3,1,NA,3,3
64603,25,1,30,117,NA,3,3,3,3,1,NA,3,4
64603,25,1,31,121,NA,3,2,4,3,1,NA,3,3
64603,25,1,32,125,NA,3,2,2,2,1,NA,2,2
64603,25,1,34,133,NA,3,4,4,3,1,NA,3,3
64603,25,1,36,141,NA,4,3,3,3,1,NA,4,3
64603,25,1,38,149,NA,3,2,3,3,1,NA,3,2
64603,25,1,39,153,NA,3,3,3,3,1,NA,2,3
64603,25,1,40,157,NA,3,3,3,2,1,NA,2,2
64603,25,4,40,160,NA,3,2,3,2,1,NA,3,2
64603,25,1,41,161,NA,3,2,3,3,1,NA,3,3
98181,7,2,1,2,3,2,2,3,1,3,1,4,4
98181,7,1,2,5,1,3,4,3,1,3,3,4,2
98181,7,1,3,9,1,2,3,3,1,3,4,4,1
98181,7,1,4,13,1,3,3,4,2,3,3,4,3
98181,7,1,5,17,1,1,3,4,1,4,4,4,1
98181,7,1,6,21,1,3,3,2,3,1,2,3,3
98181,7,1,7,25,1,4,3,3,2,2,3,3,2
9676,1,2,1,2,3,4,2,2,3,4,2,4,3
59665,9,2,1,2,2,2,3,2,1,2,2,4,3
59665,9,4,1,4,2,2,4,3,2,3,3,3,3
59665,9,1,2,5,1,5,5,3,2,2,3,4,2
59665,9,2,2,6,3,5,2,2,2,1,2,2,2
59665,9,3,2,7,3,3,4,3,3,3,3,2,4
59665,9,4,2,8,2,5,1,3,2,4,3,5,1
59665,9,2,4,14,2,4,3,1,3,2,2,3,2
59665,9,1,6,21,2,3,1,2,2,2,3,3,3
59665,9,1,8,29,NA,5,5,2,1,1,NA,1,1
60031,24,1,1,1,4,3,2,5,1,3,4,5,1
60031,24,1,2,5,1,4,1,4,1,2,3,5,2
60031,24,1,4,13,1,4,2,5,1,1,3,5,2
60031,24,1,6,21,NA,5,2,1,3,1,NA,3,5
60031,24,1,7,25,NA,5,3,5,2,1,NA,3,1
60031,24,1,8,29,1,5,1,4,1,1,1,3,1
60031,24,1,9,33,NA,5,1,5,1,1,NA,3,1
60031,24,1,10,37,NA,5,1,5,1,1,NA,4,1
60031,24,1,13,49,NA,5,1,4,2,1,NA,4,1
60031,24,1,14,53,2,4,1,2,1,2,3,5,2
60031,24,1,16,61,1,1,1,5,1,4,4,5,1
60031,24,1,18,69,NA,5,4,3,3,1,NA,1,3
60031,24,1,19,73,2,5,1,2,2,1,2,3,3
60031,24,1,20,77,NA,5,3,5,3,1,NA,1,1
60031,24,1,21,81,1,4,1,2,1,1,1,5,3
60031,24,1,22,85,1,3,2,4,1,3,2,5,1
60031,24,1,24,93,1,2,1,4,1,3,3,3,1
60031,24,1,25,97,1,4,1,5,1,3,2,5,1
60031,24,4,25,100,1,5,1,5,1,1,1,5,1
60031,24,1,26,101,2,4,1,4,1,2,2,5,1
60031,24,4,26,104,1,3,1,5,1,3,3,5,1
60031,24,1,27,105,1,5,2,3,1,2,1,3,3
60031,24,1,28,109,1,3,2,3,2,2,2,5,1
60031,24,1,29,113,1,4,1,3,1,1,1,4,1
91339,10,2,1,2,3,3,2,3,1,3,3,5,2
91339,10,1,2,5,1,3,5,4,1,2,2,3,2
91339,10,1,4,13,NA,5,2,3,1,1,NA,3,2
91339,10,1,8,29,1,1,4,3,1,2,5,5,1
91339,10,1,10,37,1,1,2,2,2,3,4,3,4
91339,10,1,13,49,1,2,2,4,2,2,4,4,2
91339,10,1,14,53,1,3,4,3,1,3,4,3,3
91339,10,1,18,69,1,5,4,3,2,1,3,2,2
91339,10,4,19,76,1,3,1,2,1,3,5,4,3
91339,10,1,22,85,3,2,5,4,1,2,5,5,1
60311,1,1,1,1,2,3,3,4,2,2,3,3,2
77407,6,1,1,1,5,2,4,5,1,5,1,3,1
77407,6,1,9,33,1,5,2,5,1,2,5,5,1
77407,6,1,16,61,2,2,2,5,1,4,5,5,1
77407,6,1,20,77,1,3,1,5,1,3,3,4,1
77407,6,1,27,105,2,3,2,4,1,4,4,4,1
77407,6,4,27,108,2,3,2,4,1,3,4,4,2
37024,28,1,1,1,2,4,4,3,2,3,5,3,3
37024,28,1,2,5,1,2,1,3,1,5,5,5,1
37024,28,1,4,13,1,3,1,3,2,2,2,4,2
37024,28,1,5,17,1,5,1,4,1,2,1,5,1
37024,28,4,5,20,NA,3,2,3,1,1,NA,1,1
37024,28,1,7,25,1,3,1,3,1,2,1,5,2
37024,28,4,8,32,1,1,2,5,1,5,1,5,1
37024,28,1,9,33,1,2,5,4,1,2,1,2,1
37024,28,1,11,41,1,3,5,4,1,2,1,4,1
37024,28,1,12,45,1,3,1,5,1,2,2,5,1
37024,28,1,13,49,NA,5,2,3,1,1,NA,3,1
37024,28,4,13,52,1,2,4,4,1,4,1,3,1
37024,28,1,14,53,1,2,1,4,1,4,3,4,1
37024,28,4,14,56,NA,5,3,3,3,1,NA,4,3
37024,28,4,15,60,1,2,2,2,1,4,3,3,1
37024,28,1,16,61,NA,5,1,3,1,1,NA,2,1
37024,28,1,18,69,NA,5,1,5,1,1,NA,5,1
37024,28,4,18,72,1,5,1,2,1,2,1,5,2
37024,28,1,19,73,1,4,2,3,1,2,1,5,1
37024,28,4,19,76,NA,5,1,2,3,1,NA,5,5
37024,28,1,20,77,NA,5,1,1,3,1,NA,5,5
37024,28,4,20,80,NA,4,1,1,1,1,NA,5,5
37024,28,1,26,101,3,4,3,2,2,2,3,3,2
37024,28,4,26,104,1,1,5,5,1,3,3,2,1
37024,28,1,27,105,1,4,1,2,1,1,1,5,2
37024,28,3,27,107,1,2,1,2,1,3,1,5,2
37024,28,1,29,113,1,4,3,4,1,2,1,3,1
37024,28,1,30,117,1,2,2,4,1,2,3,4,1
25645,52,2,1,2,4,2,2,3,1,4,2,4,2
25645,52,1,2,5,1,4,5,3,2,3,3,3,1
25645,52,1,3,9,1,5,1,4,1,3,4,5,1
25645,52,1,6,21,1,3,2,2,1,4,4,4,3
25645,52,4,6,24,1,5,1,2,1,2,3,5,3
25645,52,1,8,29,1,5,3,4,1,2,4,4,1
25645,52,4,8,32,1,2,5,4,1,4,5,4,2
25645,52,1,9,33,1,2,3,5,1,5,4,4,1
25645,52,4,9,36,1,3,5,5,1,5,4,5,1
25645,52,1,10,37,1,5,3,4,1,1,2,2,1
25645,52,4,10,40,1,4,5,5,1,3,3,4,1
25645,52,1,11,41,1,3,4,4,4,2,3,2,3
25645,52,4,11,44,1,3,4,4,2,3,4,4,1
25645,52,4,12,48,1,3,5,5,1,3,3,3,1
25645,52,1,13,49,1,4,2,4,1,2,3,4,2
25645,52,4,13,52,1,4,1,2,2,3,5,4,2
25645,52,1,14,53,1,3,3,5,1,4,4,4,2
25645,52,4,14,56,1,5,2,3,1,2,3,4,2
25645,52,1,15,57,1,4,3,2,1,2,3,4,3
25645,52,4,16,64,1,2,1,1,1,4,2,5,1
25645,52,4,17,68,2,3,2,5,1,4,4,5,1
25645,52,4,18,72,2,2,3,4,1,4,3,5,1
25645,52,1,19,73,1,2,2,4,1,3,5,5,1
25645,52,4,19,76,1,1,5,5,1,5,4,4,1
25645,52,1,20,77,1,5,2,3,1,2,2,4,1
25645,52,4,21,84,2,4,3,5,1,2,2,4,1
25645,52,1,22,85,1,4,2,4,1,2,3,5,1
25645,52,1,23,89,1,3,3,4,1,3,3,3,1
25645,52,4,23,92,1,4,3,4,3,2,2,3,1
25645,52,1,24,93,1,4,2,4,1,2,1,5,1
25645,52,4,24,96,1,2,4,5,1,5,4,4,1
25645,52,1,25,97,NA,3,5,5,1,1,NA,2,1
25645,52,1,26,101,1,3,5,5,1,4,3,1,1
25645,52,3,26,103,1,2,3,5,1,3,3,4,1
25645,52,1,27,105,1,4,1,5,1,2,1,5,1
25645,52,2,28,110,2,2,2,4,1,4,4,5,1
25645,52,1,29,113,1,4,1,5,1,2,2,5,1
25645,52,2,29,114,1,5,2,5,1,1,1,4,1
25645,52,3,29,115,1,4,1,4,1,2,2,4,2
25645,52,2,30,118,1,2,1,3,1,3,3,5,3
25645,52,1,31,121,NA,4,5,5,1,1,NA,1,2
25645,52,2,31,122,1,4,5,5,1,2,2,2,1
25645,52,4,32,128,1,2,3,5,1,5,3,5,1
25645,52,2,33,130,1,1,4,5,1,5,4,5,1
25645,52,1,34,133,2,2,5,5,1,4,3,4,1
25645,52,3,34,135,1,3,3,5,1,3,3,5,1
25645,52,1,35,137,1,2,5,5,1,5,4,2,1
25645,52,3,35,139,1,3,3,5,1,5,3,5,1
25645,52,2,37,146,1,3,5,5,1,3,2,3,1
25645,52,1,38,149,1,4,5,5,1,2,1,2,1
25645,52,3,38,151,NA,5,3,4,1,1,NA,3,1
25645,52,1,41,161,1,4,2,4,1,2,2,4,1
44871,32,1,1,1,4,5,1,3,1,1,4,5,3
44871,32,1,5,17,1,5,1,5,1,2,4,5,2
44871,32,1,6,21,2,2,3,3,1,4,4,3,3
44871,32,1,7,25,NA,5,1,3,1,1,NA,4,3
44871,32,1,8,29,1,3,1,4,1,3,5,5,3
44871,32,1,9,33,NA,4,1,4,1,2,NA,5,2
44871,32,1,10,37,NA,5,3,4,1,1,NA,3,3
44871,32,1,11,41,2,3,1,4,1,3,4,5,2
44871,32,1,12,45,1,3,1,4,1,5,4,5,2
44871,32,1,13,49,1,2,2,4,1,5,4,4,1
44871,32,1,14,53,NA,5,1,3,1,1,NA,5,3
44871,32,1,15,57,1,3,1,4,1,3,4,5,2
44871,32,1,16,61,NA,5,2,4,1,1,NA,3,2
44871,32,1,18,69,NA,5,3,4,1,1,NA,4,2
44871,32,1,21,81,NA,5,4,5,1,1,NA,3,2
44871,32,1,22,85,1,4,1,4,1,1,4,5,2
44871,32,1,23,89,NA,5,1,5,1,1,NA,5,1
44871,32,1,24,93,1,2,3,4,1,4,4,4,1
44871,32,1,25,97,2,3,1,2,2,3,4,5,3
44871,32,1,26,101,1,1,1,4,1,4,5,5,2
44871,32,1,27,105,1,4,1,4,1,2,3,4,2
44871,32,1,28,109,NA,5,1,3,1,1,NA,5,1
44871,32,1,29,113,1,4,2,4,1,2,4,5,1
44871,32,1,30,117,NA,5,1,3,1,1,NA,5,2
44871,32,1,32,125,1,2,1,3,1,4,4,5,2
44871,32,1,33,129,NA,4,3,4,1,1,NA,3,1
44871,32,1,34,133,2,5,2,4,1,3,3,4,2
44871,32,1,35,137,NA,5,1,4,1,1,NA,5,2
44871,32,4,35,140,2,3,1,3,1,3,4,4,1
44871,32,1,36,141,1,4,1,4,1,3,4,5,2
44871,32,4,36,144,1,3,1,4,1,3,4,5,2
44871,32,4,37,148,1,2,3,5,1,3,4,4,1
57323,16,2,1,2,1,5,4,4,2,1,3,3,1
57323,16,1,7,25,1,5,1,2,1,2,2,3,1
57323,16,1,10,37,NA,2,3,2,2,4,2,2,2
57323,16,1,39,153,NA,5,3,4,1,2,NA,2,2
57323,16,4,46,184,2,5,2,2,1,2,2,3,3
57323,16,1,48,189,NA,5,4,5,1,1,NA,2,1
57323,16,1,50,197,2,3,2,2,1,3,2,4,2
57323,16,3,53,211,2,5,2,3,2,2,2,3,2
57323,16,4,53,212,2,5,2,2,2,2,2,3,3
57323,16,2,60,238,2,2,2,3,1,3,2,3,2
57323,16,3,60,239,2,5,2,2,2,2,2,3,2
57323,16,4,60,240,2,5,2,2,1,2,2,2,2
57323,16,2,67,266,2,4,2,3,2,2,2,3,2
57323,16,2,69,274,2,2,2,2,2,4,2,3,2
57323,16,4,69,276,2,5,2,2,2,2,2,3,2
57323,16,2,78,310,2,5,2,2,2,2,2,3,3
81362,9,1,1,1,1,1,1,2,1,4,5,4,2
81362,9,1,2,5,1,5,3,1,5,1,3,5,4
81362,9,1,3,9,1,5,2,2,1,2,2,4,3
81362,9,1,4,13,1,3,1,2,3,2,3,5,3
81362,9,1,6,21,1,2,3,3,3,1,4,4,3
81362,9,1,7,25,1,5,1,1,3,1,4,4,5
81362,9,4,7,28,1,2,2,2,1,2,5,4,2
81362,9,1,10,37,1,5,3,1,2,1,3,3,5
81362,9,1,14,53,1,3,1,2,2,2,4,5,5
49155,28,1,1,1,2,4,3,3,1,2,4,4,3
49155,28,1,3,9,NA,5,3,5,2,1,NA,4,2
49155,28,1,4,13,1,3,2,5,1,3,5,4,1
49155,28,1,5,17,2,4,2,3,3,2,4,3,3
49155,28,1,6,21,2,5,1,1,3,1,3,3,3
49155,28,1,7,25,1,2,4,5,1,5,5,4,1
49155,28,1,8,29,3,4,2,4,3,2,3,4,3
49155,28,1,9,33,2,2,1,4,1,4,4,4,1
49155,28,1,10,37,1,3,1,5,1,3,5,3,1
49155,28,1,11,41,1,3,4,4,2,3,5,3,1
49155,28,1,12,45,1,5,3,3,2,1,5,4,2
49155,28,1,13,49,3,5,2,3,3,1,3,3,3
49155,28,1,14,53,1,3,1,4,1,3,5,4,1
49155,28,1,15,57,1,3,3,4,1,4,5,3,2
49155,28,1,16,61,1,2,4,5,1,4,5,3,1
49155,28,1,17,65,3,3,1,3,4,3,3,4,3
49155,28,1,18,69,NA,5,1,3,3,1,NA,5,4
49155,28,1,19,73,1,4,2,2,2,2,5,5,3
49155,28,1,20,77,1,2,1,5,1,4,5,5,1
49155,28,1,21,81,1,3,3,5,1,5,5,3,1
49155,28,1,22,85,1,4,1,4,2,1,5,4,1
49155,28,1,23,89,1,2,1,4,1,4,5,4,1
49155,28,1,24,93,1,2,1,5,1,5,5,4,1
49155,28,1,25,97,1,3,1,5,1,3,5,3,1
49155,28,1,26,101,1,4,1,4,1,2,5,5,2
49155,28,1,27,105,1,5,5,5,2,2,4,1,1
49155,28,1,28,109,1,2,4,5,1,5,5,4,1
49155,28,1,29,113,1,3,3,5,1,3,5,3,1
62367,16,1,1,1,4,3,1,2,1,3,3,5,3
62367,16,1,2,5,1,2,2,2,1,3,3,5,2
62367,16,1,3,9,1,4,1,4,2,2,3,5,2
62367,16,1,4,13,1,2,1,4,1,4,3,5,2
62367,16,1,5,17,2,4,1,4,2,2,3,4,3
62367,16,1,6,21,2,2,2,3,2,3,3,5,3
62367,16,1,7,25,3,4,2,3,2,3,2,4,3
62367,16,1,8,29,3,4,1,2,3,2,2,5,3
62367,16,1,9,33,1,1,2,4,1,2,4,4,2
62367,16,1,10,37,1,5,1,4,1,2,3,5,1
62367,16,1,11,41,1,2,1,4,1,3,3,5,1
62367,16,1,12,45,1,5,2,2,1,3,3,5,4
62367,16,1,13,49,3,5,2,2,5,1,2,5,4
62367,16,1,14,53,1,5,1,2,2,3,4,5,3
62367,16,1,15,57,1,2,2,4,1,4,4,5,3
62367,16,1,17,65,1,4,2,4,1,3,4,4,2
49914,11,1,1,1,2,4,3,3,3,3,4,3,2
49914,11,1,4,13,2,4,1,3,1,3,2,4,2
49914,11,2,6,22,1,2,2,4,1,5,4,4,2
49914,11,2,10,38,NA,3,3,4,2,2,NA,3,2
49914,11,3,11,43,2,3,3,3,1,3,3,5,2
49914,11,1,12,45,1,3,5,5,1,3,4,4,2
49914,11,4,19,76,3,3,1,2,3,2,2,2,3
49914,11,1,20,77,1,4,1,2,2,3,4,4,2
49914,11,2,21,82,2,3,2,2,2,3,2,3,3
49914,11,4,21,84,2,3,3,4,2,2,2,4,3
49914,11,2,23,90,1,4,2,2,2,3,4,4,3
90116,16,1,1,0,2,2,2,4,1,4,1,5,1
90116,16,1,1,1,NA,5,1,5,1,1,NA,5,1
90116,16,1,2,5,1,1,3,5,1,5,4,5,1
90116,16,1,3,9,1,2,1,3,1,4,3,5,1
90116,16,1,4,13,1,1,1,5,1,5,4,5,1
90116,16,4,4,16,1,2,1,4,1,5,4,5,1
90116,16,1,5,17,1,5,1,3,1,1,3,5,2
90116,16,1,6,21,1,3,1,5,1,3,3,5,1
90116,16,4,6,24,1,2,1,5,1,4,4,5,1
90116,16,4,7,28,NA,3,1,5,1,2,NA,5,1
90116,16,1,8,29,1,3,1,5,1,1,4,5,1
90116,16,4,8,32,1,1,1,5,1,5,4,4,1
90116,16,4,9,36,1,2,1,5,1,5,4,5,1
90116,16,1,10,37,1,1,1,5,1,5,3,5,1
90116,16,4,10,40,NA,3,1,5,1,1,NA,5,1
90116,16,4,11,44,1,3,1,4,1,4,4,5,3
67931,32,1,1,1,3,1,1,3,2,4,2,5,5
67931,32,1,2,5,1,1,1,4,1,5,5,4,3
67931,32,1,3,9,2,3,1,4,1,5,4,5,5
67931,32,1,4,13,1,4,1,3,2,3,4,4,4
67931,32,1,5,17,1,3,1,4,1,5,5,5,4
67931,32,1,6,21,1,3,1,3,1,3,4,3,5
67931,32,1,7,25,1,3,1,4,1,5,5,4,4
67931,32,1,8,29,NA,4,1,4,1,3,NA,5,3
67931,32,1,9,33,1,3,1,3,3,3,4,4,5
67931,32,1,10,37,1,4,1,3,1,4,5,3,5
67931,32,1,11,41,2,2,1,4,1,5,5,5,3
67931,32,1,13,49,1,4,1,4,1,3,5,5,2
67931,32,1,14,53,1,5,1,1,4,1,4,4,4
67931,32,1,15,57,1,1,1,4,1,5,5,5,1
67931,32,1,16,61,1,1,1,5,1,4,4,4,3
67931,32,1,17,65,1,1,2,4,1,5,5,5,4
67931,32,1,18,69,1,2,1,4,1,4,5,5,3
67931,32,1,20,77,1,2,1,4,1,4,5,5,1
67931,32,1,21,81,1,2,1,5,1,5,5,5,1
67931,32,1,22,85,1,2,1,5,2,4,5,5,1
67931,32,1,23,89,NA,5,1,5,1,1,NA,5,1
67931,32,1,24,93,1,2,1,5,1,4,4,5,1
67931,32,1,25,97,1,2,1,5,1,4,5,5,1
67931,32,1,26,101,1,2,1,5,1,4,5,5,3
67931,32,1,27,105,1,3,1,3,1,4,5,5,5
67931,32,1,28,109,1,4,1,3,1,4,5,5,3
67931,32,1,29,113,1,2,1,5,1,5,4,5,2
67931,32,1,30,117,1,3,1,5,1,2,5,5,2
67931,32,1,31,121,1,1,1,4,1,5,5,5,1
67931,32,1,32,125,1,3,1,5,1,4,5,5,1
67931,32,4,32,128,NA,5,1,4,1,1,NA,5,3
67931,32,1,33,129,1,4,1,4,1,4,5,5,3
73712,1,1,1,1,2,5,2,4,1,3,4,5,2
26333,9,1,1,1,3,5,3,2,1,1,1,2,4
26333,9,1,7,25,3,4,3,3,1,4,2,2,3
26333,9,1,9,33,2,4,3,5,1,4,2,3,2
26333,9,1,10,37,2,2,2,5,1,4,2,4,2
26333,9,1,11,41,3,5,2,5,3,2,2,3,4
26333,9,1,15,57,2,3,3,4,2,3,2,2,4
26333,9,1,17,65,2,3,3,3,2,5,2,3,2
26333,9,1,20,77,NA,4,4,5,2,2,NA,2,2
26333,9,1,25,97,3,3,3,4,2,4,2,3,4
94923,10,2,1,2,3,3,2,3,2,2,2,4,2
94923,10,1,2,5,2,4,2,3,1,3,4,4,3
94923,10,1,3,9,1,3,2,3,2,3,4,3,2
94923,10,1,4,13,2,3,2,4,2,2,4,4,3
94923,10,1,5,17,2,2,2,3,2,3,4,3,2
94923,10,1,6,21,1,2,1,4,2,3,3,2,1
94923,10,1,8,29,1,3,2,4,3,3,4,3,2
94923,10,1,9,33,1,2,3,3,3,3,4,4,2
94923,10,1,11,41,NA,3,2,3,2,2,NA,3,2
94923,10,1,12,45,2,2,2,3,3,3,4,2,3
44421,3,2,1,2,3,4,2,3,1,2,3,5,3
44421,3,1,6,21,1,5,3,3,2,1,3,3,3
44421,3,1,13,49,1,5,2,3,1,1,3,4,2
56782,5,1,1,0,4,1,2,2,1,5,1,5,4
56782,5,1,1,1,2,2,2,4,1,5,3,4,2
56782,5,3,1,3,1,3,4,3,1,3,3,3,4
56782,5,4,1,4,2,2,4,3,2,3,3,3,2
56782,5,1,10,37,1,3,3,2,2,3,4,5,1
79375,6,1,1,1,1,3,1,4,1,3,3,3,3
79375,6,1,4,13,1,5,3,2,3,1,3,3,5
79375,6,1,5,17,1,5,4,3,1,2,3,3,3
79375,6,1,9,33,NA,4,3,4,1,2,NA,3,1
79375,6,1,21,81,1,5,3,3,1,1,3,3,1
79375,6,1,23,89,1,4,3,3,1,3,3,3,1
77364,2,1,1,1,3,3,3,5,1,2,4,4,1
77364,2,1,10,37,1,4,5,5,1,1,2,5,1
76636,3,1,1,1,3,4,2,2,4,1,5,4,5
76636,3,1,3,9,2,5,2,2,3,1,4,3,4
76636,3,1,4,13,NA,5,2,3,2,1,NA,4,3
65562,30,1,1,1,3,4,3,2,1,1,1,3,1
65562,30,1,2,5,2,4,4,2,4,2,4,1,3
65562,30,1,3,9,1,3,5,5,1,4,5,3,3
65562,30,1,4,13,NA,3,3,3,1,1,NA,3,1
65562,30,1,5,17,1,2,1,3,1,4,3,5,3
65562,30,1,8,29,2,3,3,3,1,3,3,3,1
65562,30,1,18,69,1,3,3,3,3,3,4,3,4
65562,30,1,23,89,3,3,1,2,3,2,3,2,3
65562,30,1,29,113,1,4,2,2,3,2,1,3,5
65562,30,4,29,116,1,3,3,3,2,5,5,3,3
65562,30,4,30,120,1,5,1,1,1,1,1,1,5
65562,30,1,32,125,3,5,1,2,3,1,3,3,5
65562,30,1,35,137,1,4,3,2,3,3,3,3,2
65562,30,1,36,141,3,1,3,4,1,5,5,5,2
65562,30,1,37,145,1,4,2,4,1,3,3,3,2
65562,30,1,38,149,1,5,3,3,2,1,3,3,2
65562,30,1,39,153,1,2,3,5,1,3,5,3,2
65562,30,2,51,202,1,5,3,3,4,2,3,2,4
65562,30,2,56,222,1,2,5,3,1,3,5,3,1
65562,30,2,57,226,1,3,3,3,3,2,3,3,1
65562,30,1,58,229,1,3,3,2,3,2,3,3,3
65562,30,4,60,240,1,3,3,5,2,4,5,4,3
65562,30,2,62,246,1,5,3,3,3,2,5,3,3
65562,30,1,66,261,1,4,5,2,1,2,3,3,2
65562,30,2,67,266,1,2,2,4,1,4,4,4,1
65562,30,4,70,280,1,1,5,5,1,5,5,3,1
65562,30,4,72,288,3,5,1,1,2,1,3,3,5
65562,30,2,74,294,NA,4,4,2,4,1,NA,2,4
65562,30,1,83,329,1,4,3,3,2,2,3,3,2
65562,30,4,88,352,1,5,3,3,5,2,5,4,2
1996,5,2,1,2,1,5,4,2,1,1,3,3,4
1996,5,1,3,9,1,5,2,3,2,1,2,4,3
1996,5,1,5,17,NA,2,1,3,1,4,NA,4,3
1996,5,1,12,45,NA,3,2,5,1,3,NA,3,1
1996,5,1,14,53,1,3,3,3,2,2,3,3,4
71951,2,1,1,1,NA,4,3,4,1,2,NA,4,1
71951,2,4,7,28,1,2,2,2,1,3,1,NA,1
58117,22,1,1,1,3,4,2,3,3,3,5,5,2
58117,22,4,1,4,1,4,3,4,2,3,5,5,3
58117,22,1,2,5,1,5,2,1,1,1,3,4,2
58117,22,4,2,8,NA,5,2,3,1,1,NA,5,3
58117,22,1,3,9,1,3,4,3,1,3,3,3,2
58117,22,4,3,12,1,1,2,5,1,5,5,5,1
58117,22,4,4,16,1,2,2,4,1,5,NA,5,1
58117,22,1,7,25,1,2,3,2,1,3,2,4,3
