"SID","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","pos_emotion","neg_emotion","authentic","SE","Happy","Lonely","day","real_order"
"10107",-0.155555555555555,-1.19565217391304,1.41304347826087,0.695652173913043,-0.304347826086957,0.804347826086957,2.51111111111111,0.282608695652174,0.5,0.304347826086957,0.866666666666667,-0.195652173913044,-0.695652173913043,-0.608695652173913,0.934782608695652,21,7
"10107",0.844444444444445,-0.195652173913043,-0.58695652173913,-1.30434782608696,1.69565217391304,-0.195652173913043,0.511111111111111,-0.717391304347826,1.5,0.304347826086957,1.86666666666667,-0.195652173913044,-1.69565217391304,-1.60869565217391,-0.0652173913043477,9,7
"10107",-0.155555555555555,1.80434782608696,-1.58695652173913,-1.30434782608696,0.695652173913043,-1.19565217391304,-1.48888888888889,0.282608695652174,2.5,-1.69565217391304,1.86666666666667,-0.195652173913044,-0.695652173913043,-1.60869565217391,1.93478260869565,9,7
"10107",0.844444444444445,-0.195652173913043,0.41304347826087,0.695652173913043,-0.304347826086957,-0.195652173913043,0.511111111111111,0.282608695652174,0.5,0.304347826086957,-0.133333333333333,-0.195652173913044,0.304347826086957,0.391304347826087,0.934782608695652,9,7
"10107",0.844444444444445,-1.19565217391304,-0.58695652173913,0.695652173913043,-0.304347826086957,0.804347826086957,1.51111111111111,0.282608695652174,-1.5,1.30434782608696,-0.133333333333333,0.804347826086956,1.30434782608696,0.391304347826087,-0.0652173913043477,45,6
"10107",-0.155555555555555,-2.19565217391304,-0.58695652173913,1.69565217391304,-0.304347826086957,1.80434782608696,-0.488888888888889,1.28260869565217,-1.5,0.304347826086957,-0.133333333333333,-0.195652173913044,1.30434782608696,1.39130434782609,-1.06521739130435,33,6
"10107",-0.155555555555555,0.804347826086957,1.41304347826087,-0.304347826086957,1.69565217391304,0.804347826086957,1.51111111111111,1.28260869565217,0.5,-0.695652173913043,1.86666666666667,-0.195652173913044,0.304347826086957,-1.60869565217391,1.93478260869565,17,6
"10107",-0.155555555555555,0.804347826086957,-0.58695652173913,1.69565217391304,-0.304347826086957,-1.19565217391304,-0.488888888888889,1.28260869565217,-1.5,0.304347826086957,-1.13333333333333,0.804347826086956,0.304347826086957,0.391304347826087,-1.06521739130435,17,6
"10108",0.2,0.03125,0.59375,0.0625,-0.46875,1,0.9,-0.375,-0.9375,0,NA,0.53125,0.0625,0.03125,-0.53125,33,6
"10108",-0.8,-0.96875,-1.40625,1.0625,-0.46875,1,-0.1,-0.375,-0.9375,1,-0.806451612903226,-0.46875,0.0625,-0.96875,-0.53125,5,6
"10108",-0.8,1.03125,0.59375,0.0625,-0.46875,0,-0.1,-0.375,2.0625,-1,-0.806451612903226,-0.46875,-0.9375,-0.96875,-0.53125,5,6
"10108",NA,1.03125,-1.40625,0.0625,-0.46875,-2,NA,-1.375,3.0625,-2,3.19354838709677,1.53125,-0.9375,-1.96875,-0.53125,5,6
"10108",-0.8,-1.96875,0.59375,0.0625,-0.46875,1,-0.1,-0.375,2.0625,1,0.193548387096774,0.53125,1.0625,1.03125,-0.53125,5,6
"10108",0.2,-0.96875,-0.40625,0.0625,-0.46875,-1,-0.1,-0.375,0.0625,0,-0.806451612903226,0.53125,0.0625,1.03125,1.46875,5,6
"10108",1.2,2.03125,2.59375,-0.9375,3.53125,-2,-0.1,-2.375,1.0625,-1,3.19354838709677,-2.46875,-0.9375,-2.96875,1.46875,29,5
"10108",-0.8,2.03125,-0.40625,1.0625,-0.46875,-1,1.9,-0.375,-0.9375,-1,1.19354838709677,-0.46875,-0.9375,-0.96875,-0.53125,41,5
"10108",-0.8,-0.96875,-1.40625,0.0625,-0.46875,1,-0.1,1.625,-0.9375,0,-0.806451612903226,0.53125,-0.9375,1.03125,-0.53125,29,5
"10108",-0.8,-0.96875,-1.40625,1.0625,-0.46875,1,0.9,0.625,-0.9375,1,-0.806451612903226,1.53125,1.0625,1.03125,-0.53125,57,5
"10108",-0.8,-1.96875,0.59375,1.0625,-0.46875,0,0.9,-0.375,-0.9375,1,-0.806451612903226,1.53125,1.0625,1.03125,-0.53125,13,5
"10108",3.2,0.03125,2.59375,-0.9375,1.53125,0,-2.1,-0.375,1.0625,0,1.19354838709677,-1.46875,-0.9375,-0.96875,3.46875,29,5
"10108",0.2,0.03125,2.59375,-0.9375,-0.46875,0,-0.1,-1.375,-0.9375,0,1.19354838709677,-0.46875,1.0625,1.03125,-0.53125,13,5
"10108",2.2,0.03125,-0.40625,1.0625,-0.46875,-2,-1.1,-0.375,-0.9375,1,-0.806451612903226,-0.46875,1.0625,1.03125,1.46875,13,5
"10108",-0.8,0.03125,-1.40625,-1.9375,0.53125,0,-0.1,-0.375,0.0625,-2,0.193548387096774,-0.46875,0.0625,-0.96875,-0.53125,13,5
"10108",-0.8,2.03125,-1.40625,0.0625,-0.46875,-1,-0.1,1.625,0.0625,0,-0.806451612903226,1.53125,0.0625,0.03125,-0.53125,37,4
"10108",-0.8,2.03125,0.59375,-0.9375,1.53125,-2,-1.1,-0.375,2.0625,-1,2.19354838709677,-0.46875,-1.9375,-0.96875,2.46875,25,4
"10108",NA,1.03125,0.59375,-0.9375,-0.46875,0,NA,-0.375,-0.9375,-1,-0.806451612903226,-0.46875,1.0625,-0.96875,-0.53125,25,4
"10108",-0.8,2.03125,-0.40625,-1.9375,3.53125,-2,-1.1,-0.375,2.0625,-2,2.19354838709677,-0.46875,-1.9375,-1.96875,2.46875,9,4
"10108",-0.8,0.03125,-1.40625,1.0625,-0.46875,0,0.9,0.625,0.0625,1,-0.806451612903226,0.53125,1.0625,1.03125,-0.53125,9,4
"10108",0.2,0.03125,0.59375,0.0625,-0.46875,1,-1.1,-0.375,-0.9375,1,-0.806451612903226,-0.46875,1.0625,0.03125,-0.53125,53,4
"10108",-0.8,-0.96875,-0.40625,1.0625,-0.46875,0,-0.1,0.625,-0.9375,0,-0.806451612903226,-0.46875,-0.9375,0.03125,-0.53125,25,4
"10108",1.2,-1.96875,0.59375,1.0625,-0.46875,1,-0.1,1.625,-0.9375,1,-0.806451612903226,-0.46875,1.0625,1.03125,-0.53125,25,4
"10108",-0.8,-1.96875,-1.40625,1.0625,-0.46875,1,-0.1,1.625,-0.9375,1,-0.806451612903226,1.53125,0.0625,1.03125,-0.53125,9,4
"10108",3.2,-1.96875,2.59375,-1.9375,-0.46875,0,-0.1,-0.375,3.0625,-2,1.19354838709677,-2.46875,-0.9375,-0.96875,0.46875,5,3
"10108",1.2,2.03125,2.59375,-0.9375,1.53125,-2,-0.1,-0.375,1.0625,1,-0.806451612903226,-2.46875,-0.9375,1.03125,-0.53125,33,3
"10108",-0.8,0.03125,0.59375,1.0625,-0.46875,1,1.9,0.625,-0.9375,-1,-0.806451612903226,1.53125,1.0625,0.03125,-0.53125,5,3
"10108",0.2,2.03125,-1.40625,1.0625,-0.46875,2,-0.1,-0.375,-0.9375,1,-0.806451612903226,1.53125,0.0625,1.03125,-0.53125,21,3
"10108",0.2,0.03125,0.59375,0.0625,-0.46875,0,0.9,-0.375,-0.9375,1,-0.806451612903226,-0.46875,0.0625,1.03125,-0.53125,21,3
"10108",0.2,0.03125,-1.40625,-0.9375,-0.46875,1,-1.1,0.625,-0.9375,0,0.193548387096774,-1.46875,-0.9375,-0.96875,-0.53125,49,3
"10108",-0.8,-1.96875,-1.40625,1.0625,-0.46875,2,-0.1,1.625,-0.9375,1,-0.806451612903226,1.53125,1.0625,1.03125,-0.53125,5,3
"10108",-0.8,-0.96875,-1.40625,-0.9375,-0.46875,1,0.9,0.625,-0.9375,1,-0.806451612903226,1.53125,1.0625,1.03125,-0.53125,21,3
"10109",-0.0227272727272727,-0.666666666666667,-0.0625,-0.041666666666667,-0.0416666666666667,0.208333333333333,-0.181818181818182,0.270833333333333,-0.375,0.0416666666666665,0.583333333333333,0.083333333333333,-0.0625,-0.125,-0.0625,5,3
"10109",-0.0227272727272727,-1.66666666666667,-0.0625,0.958333333333333,-0.0416666666666667,1.20833333333333,0.818181818181818,0.270833333333333,-0.375,1.04166666666667,-0.416666666666667,0.083333333333333,0.9375,0.875,-0.0625,17,2
"10109",-0.0227272727272727,0.333333333333333,0.9375,-0.041666666666667,-0.0416666666666667,0.208333333333333,-0.181818181818182,0.270833333333333,-0.375,0.0416666666666665,-0.416666666666667,0.083333333333333,-0.0625,-0.125,-0.0625,17,2
"10109",-0.0227272727272727,-0.666666666666667,-1.0625,-0.041666666666667,-0.0416666666666667,0.208333333333333,-0.181818181818182,0.270833333333333,-0.375,0.0416666666666665,-0.416666666666667,0.083333333333333,0.9375,0.875,-0.0625,45,2
"10109",-0.0227272727272727,0.333333333333333,-0.0625,-0.041666666666667,-0.0416666666666667,0.208333333333333,-0.181818181818182,0.270833333333333,-0.375,0.0416666666666665,0.583333333333333,0.083333333333333,0.9375,0.875,-0.0625,17,2
"10109",-0.0227272727272727,0.333333333333333,-1.0625,-1.04166666666667,-0.0416666666666667,0.208333333333333,0.818181818181818,0.270833333333333,-0.375,0.0416666666666665,-0.416666666666667,0.083333333333333,-0.0625,-0.125,-0.0625,45,2
"10109",-0.0227272727272727,0.333333333333333,-1.0625,-0.041666666666667,-0.0416666666666667,-0.791666666666667,-0.181818181818182,0.270833333333333,-0.375,0.0416666666666665,-0.416666666666667,0.083333333333333,-0.0625,0.875,-0.0625,25,1
"10109",-0.0227272727272727,-0.666666666666667,-0.0625,-0.041666666666667,-0.0416666666666667,0.208333333333333,-0.181818181818182,0.270833333333333,-0.375,-0.958333333333333,-0.416666666666667,0.083333333333333,-0.0625,-1.125,-0.0625,29,1
"10109",-0.0227272727272727,-0.666666666666667,-1.0625,-1.04166666666667,-0.0416666666666667,0.208333333333333,-1.18181818181818,0.270833333333333,-0.375,0.0416666666666665,-0.416666666666667,0.083333333333333,-0.0625,0.875,-0.0625,13,1
"10109",-0.0227272727272727,-0.666666666666667,-1.0625,-2.04166666666667,-0.0416666666666667,0.208333333333333,-0.181818181818182,0.270833333333333,2.625,-0.958333333333333,1.58333333333333,0.083333333333333,-0.0625,-0.125,-0.0625,13,1
"10109",-0.0227272727272727,0.333333333333333,-1.0625,-0.041666666666667,-0.0416666666666667,0.208333333333333,-0.181818181818182,0.270833333333333,-0.375,0.0416666666666665,-0.416666666666667,0.083333333333333,-0.0625,-0.125,-0.0625,41,1
"10109",-0.0227272727272727,-0.666666666666667,-0.0625,-0.041666666666667,-0.0416666666666667,1.20833333333333,0.818181818181818,0.270833333333333,-0.375,1.04166666666667,-0.416666666666667,0.083333333333333,0.9375,0.875,-0.0625,53,1
"10109",-0.0227272727272727,-1.66666666666667,-1.0625,-2.04166666666667,-0.0416666666666667,1.20833333333333,-1.18181818181818,0.270833333333333,2.625,-0.958333333333333,2.58333333333333,0.083333333333333,-0.0625,-1.125,-0.0625,13,1
"10109",-0.0227272727272727,0.333333333333333,-0.0625,-1.04166666666667,-0.0416666666666667,0.208333333333333,0.818181818181818,0.270833333333333,1.625,0.0416666666666665,0.583333333333333,0.083333333333333,-0.0625,-0.125,-0.0625,57,1
"10109",-0.0227272727272727,1.33333333333333,0.9375,-0.041666666666667,-0.0416666666666667,0.208333333333333,-0.181818181818182,0.270833333333333,-0.375,-0.958333333333333,1.58333333333333,0.083333333333333,-0.0625,-1.125,-0.0625,41,1
"10109",-0.0227272727272727,-0.666666666666667,-1.0625,0.958333333333333,-0.0416666666666667,1.20833333333333,0.818181818181818,0.270833333333333,-0.375,0.0416666666666665,-0.416666666666667,0.083333333333333,-0.0625,-0.125,-0.0625,25,7
"10109",NA,2.33333333333333,1.9375,0.958333333333333,-0.0416666666666667,-1.79166666666667,NA,-0.729166666666667,-0.375,-0.958333333333333,-0.416666666666667,-0.916666666666667,-0.0625,-0.125,-0.0625,53,7
"10109",-0.0227272727272727,-0.666666666666667,-1.0625,-0.041666666666667,-0.0416666666666667,0.208333333333333,0.818181818181818,0.270833333333333,-0.375,-0.958333333333333,-0.416666666666667,0.083333333333333,-0.0625,-0.125,-0.0625,9,7
"10109",-0.0227272727272727,1.33333333333333,2.9375,0.958333333333333,-0.0416666666666667,-1.79166666666667,-0.181818181818182,-0.729166666666667,-0.375,0.0416666666666665,-0.416666666666667,0.083333333333333,-1.0625,-0.125,-0.0625,9,7
"10109",-0.0227272727272727,-1.66666666666667,-1.0625,-1.04166666666667,-0.0416666666666667,0.208333333333333,-0.181818181818182,0.270833333333333,1.625,0.0416666666666665,-0.416666666666667,0.083333333333333,-0.0625,-0.125,-0.0625,37,7
"10109",-0.0227272727272727,2.33333333333333,-0.0625,-0.041666666666667,-0.0416666666666667,-2.79166666666667,0.818181818181818,-0.729166666666667,0.625,0.0416666666666665,-0.416666666666667,0.083333333333333,-1.0625,-1.125,-0.0625,37,7
"10109",-0.0227272727272727,-0.666666666666667,-0.0625,-0.041666666666667,-0.0416666666666667,1.20833333333333,-0.181818181818182,0.270833333333333,-0.375,0.0416666666666665,0.583333333333333,0.083333333333333,-0.0625,-0.125,-0.0625,5,6
"10109",NA,0.333333333333333,-0.0625,-0.041666666666667,-0.0416666666666667,1.20833333333333,NA,0.270833333333333,-0.375,0.0416666666666665,-0.416666666666667,0.083333333333333,-0.0625,0.875,-0.0625,33,6
"10109",0.977272727272727,-1.66666666666667,-1.0625,-2.04166666666667,0.958333333333333,0.208333333333333,-1.18181818181818,0.270833333333333,2.625,-0.958333333333333,2.58333333333333,0.083333333333333,-1.0625,-2.125,-0.0625,5,6
"10109",NA,2.33333333333333,-0.0625,-0.041666666666667,-0.0416666666666667,-1.79166666666667,NA,0.270833333333333,-0.375,-0.958333333333333,0.583333333333333,0.083333333333333,-0.0625,-1.125,-0.0625,5,6
"10109",-0.0227272727272727,-0.666666666666667,-0.0625,0.958333333333333,-0.0416666666666667,1.20833333333333,0.818181818181818,0.270833333333333,-0.375,1.04166666666667,-0.416666666666667,0.083333333333333,-0.0625,0.875,-0.0625,45,6
"10109",-0.0227272727272727,-0.666666666666667,0.9375,0.958333333333333,-0.0416666666666667,0.208333333333333,-0.181818181818182,-0.729166666666667,-0.375,0.0416666666666665,-0.416666666666667,0.083333333333333,-0.0625,-0.125,-0.0625,21,6
"10109",-0.0227272727272727,2.33333333333333,0.9375,-0.041666666666667,0.958333333333333,-0.791666666666667,-1.18181818181818,0.270833333333333,0.625,-0.958333333333333,1.58333333333333,0.083333333333333,-1.0625,-0.125,-0.0625,33,6
"10109",-0.0227272727272727,-1.66666666666667,0.9375,-0.041666666666667,-0.0416666666666667,0.208333333333333,-0.181818181818182,0.270833333333333,0.625,0.0416666666666665,-0.416666666666667,0.083333333333333,-0.0625,-0.125,-0.0625,13,5
"10109",-0.0227272727272727,2.33333333333333,1.9375,-0.041666666666667,-0.0416666666666667,-1.79166666666667,-0.181818181818182,0.270833333333333,-0.375,-0.958333333333333,0.583333333333333,0.083333333333333,-0.0625,-1.125,-0.0625,17,5
"10109",-0.0227272727272727,-1.66666666666667,-0.0625,-0.041666666666667,-0.0416666666666667,1.20833333333333,0.818181818181818,0.270833333333333,-0.375,0.0416666666666665,-0.416666666666667,0.083333333333333,-0.0625,-0.125,-0.0625,41,5
"10109",-0.0227272727272727,2.33333333333333,-0.0625,0.958333333333333,-0.0416666666666667,-1.79166666666667,-0.181818181818182,0.270833333333333,-0.375,-0.958333333333333,-0.416666666666667,0.083333333333333,-0.0625,-1.125,-0.0625,45,5
"10109",-0.0227272727272727,-0.666666666666667,-0.0625,0.958333333333333,-0.0416666666666667,1.20833333333333,-0.181818181818182,0.270833333333333,-0.375,0.0416666666666665,-0.416666666666667,0.083333333333333,-0.0625,0.875,-0.0625,29,5
"10109",-0.0227272727272727,-0.666666666666667,0.9375,-0.041666666666667,-0.0416666666666667,0.208333333333333,0.818181818181818,0.270833333333333,-0.375,1.04166666666667,-0.416666666666667,0.083333333333333,-0.0625,-0.125,-0.0625,41,5
"10109",-0.0227272727272727,2.33333333333333,1.9375,0.958333333333333,-0.0416666666666667,-1.79166666666667,-1.18181818181818,-0.729166666666667,-0.375,-0.958333333333333,-0.416666666666667,-0.916666666666667,-1.0625,-0.125,-0.0625,29,5
"10109",-0.0227272727272727,-1.66666666666667,-1.0625,-1.04166666666667,-0.0416666666666667,0.208333333333333,-0.181818181818182,0.270833333333333,-0.375,1.04166666666667,-0.416666666666667,0.083333333333333,0.9375,0.875,-0.0625,9,4
"10109",-0.0227272727272727,-0.666666666666667,0.9375,0.958333333333333,-0.0416666666666667,1.20833333333333,-1.18181818181818,-0.729166666666667,-0.375,0.0416666666666665,0.583333333333333,0.083333333333333,0.9375,-0.125,-0.0625,41,4
"10109",-0.0227272727272727,-1.66666666666667,-1.0625,-0.041666666666667,-0.0416666666666667,1.20833333333333,-0.181818181818182,-0.729166666666667,-0.375,0.0416666666666665,-0.416666666666667,0.083333333333333,-0.0625,-0.125,-0.0625,25,4
"10109",-0.0227272727272727,-0.666666666666667,-0.0625,0.958333333333333,-0.0416666666666667,0.208333333333333,0.818181818181818,0.270833333333333,-0.375,0.0416666666666665,-0.416666666666667,0.083333333333333,-0.0625,0.875,-0.0625,13,4
"10109",-0.0227272727272727,0.333333333333333,1.9375,0.958333333333333,-0.0416666666666667,-0.791666666666667,-0.181818181818182,-0.729166666666667,-0.375,1.04166666666667,-0.416666666666667,0.083333333333333,-0.0625,-0.125,-0.0625,37,4
"10109",-0.0227272727272727,1.33333333333333,-1.0625,-1.04166666666667,-0.0416666666666667,-0.791666666666667,0.818181818181818,0.270833333333333,-0.375,0.0416666666666665,-0.416666666666667,0.083333333333333,-0.0625,-0.125,-0.0625,25,4
"10109",-0.0227272727272727,-1.66666666666667,0.9375,0.958333333333333,-0.0416666666666667,1.20833333333333,0.818181818181818,0.270833333333333,-0.375,1.04166666666667,-0.416666666666667,0.083333333333333,0.9375,0.875,-0.0625,33,3
"10109",-0.0227272727272727,-0.666666666666667,-0.0625,-1.04166666666667,-0.0416666666666667,1.20833333333333,0.818181818181818,0.270833333333333,0.625,1.04166666666667,0.583333333333333,0.083333333333333,0.9375,-0.125,-0.0625,21,3
"10109",-0.0227272727272727,1.33333333333333,-1.0625,-1.04166666666667,-0.0416666666666667,-0.791666666666667,-0.181818181818182,-0.729166666666667,-0.375,0.0416666666666665,-0.416666666666667,0.083333333333333,-0.0625,-0.125,0.9375,5,3
"10109",NA,2.33333333333333,-1.0625,0.958333333333333,-0.0416666666666667,-1.79166666666667,NA,-1.72916666666667,-0.375,0.0416666666666665,-0.416666666666667,-1.91666666666667,-0.0625,-0.125,0.9375,9,3
"10109",-0.0227272727272727,-1.66666666666667,-0.0625,0.958333333333333,-0.0416666666666667,0.208333333333333,-0.181818181818182,0.270833333333333,0.625,0.0416666666666665,-0.416666666666667,0.083333333333333,-0.0625,0.875,-0.0625,21,3
"10109",-0.0227272727272727,-1.66666666666667,0.9375,-0.041666666666667,-0.0416666666666667,1.20833333333333,-0.181818181818182,-0.729166666666667,-0.375,1.04166666666667,-0.416666666666667,0.083333333333333,-0.0625,0.875,-0.0625,57,2
"10109",-0.0227272727272727,2.33333333333333,-1.0625,0.958333333333333,-0.0416666666666667,-1.79166666666667,-0.181818181818182,-0.729166666666667,-0.375,1.04166666666667,-0.416666666666667,0.083333333333333,-0.0625,0.875,0.9375,29,2
"10111",0,-0.148148148148148,0.277777777777778,1.14814814814815,-0.222222222222222,0.0185185185185186,0.240740740740741,0.0555555555555554,-1.05555555555556,0.962962962962963,-0.462962962962963,-0.0370370370370372,0.12962962962963,0.462962962962963,-0.240740740740741,17,2
"10111",0,-0.148148148148148,1.27777777777778,1.14814814814815,-0.222222222222222,0.0185185185185186,-0.759259259259259,0.0555555555555554,-1.05555555555556,-0.0370370370370372,-0.462962962962963,-0.0370370370370372,0.12962962962963,0.462962962962963,-0.240740740740741,17,2
"10111",0,1.85185185185185,0.277777777777778,1.14814814814815,-0.222222222222222,-0.981481481481481,0.240740740740741,0.0555555555555554,-0.0555555555555554,-0.0370370370370372,-0.462962962962963,-0.0370370370370372,0.12962962962963,0.462962962962963,0.759259259259259,5,2
"10111",0,-0.148148148148148,1.27777777777778,1.14814814814815,-0.222222222222222,-0.981481481481481,0.240740740740741,0.0555555555555554,-1.05555555555556,-0.0370370370370372,-0.462962962962963,-0.0370370370370372,0.12962962962963,0.462962962962963,-0.240740740740741,33,2
"10111",0,1.85185185185185,-0.722222222222222,-2.85185185185185,1.77777777777778,-0.981481481481481,0.240740740740741,0.0555555555555554,1.94444444444444,-2.03703703703704,2.53703703703704,-0.0370370370370372,-0.87037037037037,-0.537037037037037,0.759259259259259,53,1
"10111",0,-1.14814814814815,0.277777777777778,-0.851851851851852,-0.222222222222222,0.0185185185185186,0.240740740740741,0.0555555555555554,-0.0555555555555554,-0.0370370370370372,-0.462962962962963,-0.0370370370370372,0.12962962962963,0.462962962962963,-0.240740740740741,29,1
"10111",0,-0.148148148148148,-0.722222222222222,-1.85185185185185,-0.222222222222222,-0.981481481481481,0.240740740740741,0.0555555555555554,1.94444444444444,-1.03703703703704,0.537037037037037,-0.0370370370370372,0.12962962962963,-0.537037037037037,0.759259259259259,13,1
"10111",0,-0.148148148148148,-0.722222222222222,-0.851851851851852,-0.222222222222222,0.0185185185185186,0.240740740740741,0.0555555555555554,0.944444444444445,-0.0370370370370372,-0.462962962962963,-0.0370370370370372,0.12962962962963,0.462962962962963,-0.240740740740741,25,1
"10111",0,-1.14814814814815,1.27777777777778,0.148148148148148,-0.222222222222222,1.01851851851852,0.240740740740741,0.0555555555555554,-1.05555555555556,-0.0370370370370372,-0.462962962962963,-0.0370370370370372,0.12962962962963,-0.537037037037037,-0.240740740740741,13,1
"10111",0,-1.14814814814815,0.277777777777778,0.148148148148148,-0.222222222222222,0.0185185185185186,-0.759259259259259,0.0555555555555554,0.944444444444445,-1.03703703703704,1.53703703703704,-0.0370370370370372,-0.87037037037037,0.462962962962963,0.759259259259259,21,7
"10111",0,0.851851851851852,-0.722222222222222,-0.851851851851852,0.777777777777778,-0.981481481481481,0.240740740740741,0.0555555555555554,0.944444444444445,-1.03703703703704,0.537037037037037,-0.0370370370370372,0.12962962962963,-0.537037037037037,0.759259259259259,49,7
"10111",0,0.851851851851852,-0.722222222222222,0.148148148148148,-0.222222222222222,-0.981481481481481,0.240740740740741,0.0555555555555554,-0.0555555555555554,-1.03703703703704,0.537037037037037,-0.0370370370370372,0.12962962962963,-0.537037037037037,-0.240740740740741,21,7
"10111",0,-0.148148148148148,-0.722222222222222,-1.85185185185185,-0.222222222222222,-0.981481481481481,-0.759259259259259,0.0555555555555554,1.94444444444444,-1.03703703703704,0.537037037037037,-0.0370370370370372,0.12962962962963,-0.537037037037037,-0.240740740740741,21,7
"10111",0,-0.148148148148148,1.27777777777778,1.14814814814815,-0.222222222222222,1.01851851851852,0.240740740740741,0.0555555555555554,-1.05555555555556,0.962962962962963,-0.462962962962963,-0.0370370370370372,0.12962962962963,0.462962962962963,-0.240740740740741,9,7
"10111",0,-0.148148148148148,0.277777777777778,0.148148148148148,-0.222222222222222,-0.981481481481481,0.240740740740741,0.0555555555555554,-0.0555555555555554,0.962962962962963,0.537037037037037,-0.0370370370370372,0.12962962962963,0.462962962962963,-0.240740740740741,9,7
"10111",0,-1.14814814814815,1.27777777777778,1.14814814814815,-0.222222222222222,1.01851851851852,0.240740740740741,0.0555555555555554,-1.05555555555556,0.962962962962963,-0.462962962962963,-0.0370370370370372,0.12962962962963,0.462962962962963,-0.240740740740741,17,6
"10111",0,-1.14814814814815,-1.72222222222222,0.148148148148148,-0.222222222222222,0.0185185185185186,0.240740740740741,0.0555555555555554,-1.05555555555556,0.962962962962963,-0.462962962962963,-0.0370370370370372,0.12962962962963,0.462962962962963,-0.240740740740741,5,6
"10111",0,0.851851851851852,-0.722222222222222,0.148148148148148,-0.222222222222222,0.0185185185185186,-0.759259259259259,0.0555555555555554,0.944444444444445,-0.0370370370370372,-0.462962962962963,-0.0370370370370372,0.12962962962963,0.462962962962963,-0.240740740740741,57,6
"10111",0,1.85185185185185,-1.72222222222222,-1.85185185185185,0.777777777777778,-0.981481481481481,0.240740740740741,0.0555555555555554,1.94444444444444,-1.03703703703704,0.537037037037037,-0.0370370370370372,0.12962962962963,-0.537037037037037,0.759259259259259,45,6
"10111",0,1.85185185185185,-0.722222222222222,-0.851851851851852,-0.222222222222222,-0.981481481481481,-0.759259259259259,0.0555555555555554,0.944444444444445,-1.03703703703704,0.537037037037037,-0.0370370370370372,0.12962962962963,-0.537037037037037,0.759259259259259,5,6
"10111",0,-1.14814814814815,0.277777777777778,0.148148148148148,-0.222222222222222,1.01851851851852,0.240740740740741,0.0555555555555554,-0.0555555555555554,0.962962962962963,-0.462962962962963,0.962962962962963,0.12962962962963,0.462962962962963,-0.240740740740741,57,5
"10111",0,-0.148148148148148,1.27777777777778,1.14814814814815,-0.222222222222222,1.01851851851852,-0.759259259259259,0.0555555555555554,-1.05555555555556,0.962962962962963,-0.462962962962963,-0.0370370370370372,0.12962962962963,0.462962962962963,-0.240740740740741,53,5
"10111",0,-0.148148148148148,0.277777777777778,0.148148148148148,-0.222222222222222,0.0185185185185186,0.240740740740741,0.0555555555555554,-0.0555555555555554,-0.0370370370370372,-0.462962962962963,-0.0370370370370372,0.12962962962963,-0.537037037037037,-0.240740740740741,13,5
"10111",0,1.85185185185185,-0.722222222222222,-0.851851851851852,0.777777777777778,0.0185185185185186,-0.759259259259259,0.0555555555555554,-0.0555555555555554,-1.03703703703704,0.537037037037037,-0.0370370370370372,-0.87037037037037,-1.53703703703704,-0.240740740740741,13,5
"10111",0,-1.14814814814815,1.27777777777778,1.14814814814815,-0.222222222222222,0.0185185185185186,0.240740740740741,0.0555555555555554,-0.0555555555555554,-0.0370370370370372,-0.462962962962963,-0.0370370370370372,0.12962962962963,-0.537037037037037,-0.240740740740741,41,5
"10111",0,1.85185185185185,-1.72222222222222,-1.85185185185185,0.777777777777778,-0.981481481481481,-0.759259259259259,-0.944444444444445,0.944444444444445,-2.03703703703704,1.53703703703704,-0.0370370370370372,-1.87037037037037,-1.53703703703704,1.75925925925926,13,5
"10111",0,-1.14814814814815,-0.722222222222222,0.148148148148148,-0.222222222222222,1.01851851851852,0.240740740740741,0.0555555555555554,-0.0555555555555554,-0.0370370370370372,-0.462962962962963,-0.0370370370370372,0.12962962962963,0.462962962962963,-0.240740740740741,57,5
"10111",0,-1.14814814814815,1.27777777777778,1.14814814814815,-0.222222222222222,0.0185185185185186,0.240740740740741,0.0555555555555554,-1.05555555555556,0.962962962962963,-0.462962962962963,-0.0370370370370372,0.12962962962963,0.462962962962963,-0.240740740740741,17,5
"10111",0,-1.14814814814815,0.277777777777778,1.14814814814815,-0.222222222222222,0.0185185185185186,-0.759259259259259,0.0555555555555554,-1.05555555555556,0.962962962962963,-0.462962962962963,-0.0370370370370372,0.12962962962963,0.462962962962963,-0.240740740740741,9,4
"10111",0,-1.14814814814815,1.27777777777778,1.14814814814815,-0.222222222222222,1.01851851851852,0.240740740740741,0.0555555555555554,-1.05555555555556,-0.0370370370370372,-0.462962962962963,-0.0370370370370372,0.12962962962963,0.462962962962963,-0.240740740740741,9,4
"10111",0,-0.148148148148148,1.27777777777778,0.148148148148148,-0.222222222222222,1.01851851851852,0.240740740740741,0.0555555555555554,-0.0555555555555554,0.962962962962963,-0.462962962962963,-0.0370370370370372,0.12962962962963,0.462962962962963,-0.240740740740741,37,4
"10111",0,-0.148148148148148,-0.722222222222222,-0.851851851851852,-0.222222222222222,0.0185185185185186,0.240740740740741,0.0555555555555554,0.944444444444445,-0.0370370370370372,-0.462962962962963,-0.0370370370370372,0.12962962962963,0.462962962962963,-0.240740740740741,9,4
