1.616919,0.041680,0.022655,0.014846,-0.034250,0.128207,0.043002,0.010012,-0.009582,-0.057398
2.295913,0.012915,-0.001731,-0.015447,-0.030123,0.043353,0.041460,-0.033196,-0.000684,0.044686
2.110474,-0.034786,-0.081300,-0.006156,0.052663,0.122705,-0.042902,-0.081321,0.010056,-0.009404
1.362328,0.012452,0.016720,-0.016335,0.014716,0.042959,0.021154,-0.000962,-0.026568,0.062100
2.272652,0.002022,-0.024464,-0.023104,-0.009453,0.080065,-0.013930,0.002437,0.001356,-0.042554
2.010746,-0.047816,-0.074391,0.010510,0.070137,0.146302,-0.026091,-0.077452,-0.023302,0.010683
0.920103,0.048687,0.025438,-0.012068,0.014881,0.007936,0.020262,-0.004620,-0.009390,0.038018
3.016726,0.177947,-0.003542,-0.038948,-0.055132,0.013984,0.066604,-0.101599,0.017386,-0.015296
1.449977,-0.068027,-0.045379,0.042237,0.051750,0.099060,-0.010119,-0.078408,-0.027527,0.044830
0.968153,0.033827,0.012604,-0.001019,0.015566,0.022975,0.012939,-0.021411,-0.002948,0.028316
2.079618,0.022367,-0.022697,-0.028615,0.016417,0.051960,-0.013671,-0.020261,-0.013743,0.000905
1.473663,0.012030,-0.016920,-0.019239,0.030251,0.027812,-0.023774,-0.028365,-0.007253,0.024889
1.550166,0.012103,-0.008336,-0.010812,0.021018,0.044030,0.000089,-0.019695,-0.014416,0.022058
0.862634,0.017357,0.025295,-0.009167,0.010251,0.026233,0.007272,0.021187,-0.008142,0.020991
0.941773,0.031744,0.032723,-0.000672,-0.010704,0.047975,0.020751,0.024478,-0.002185,-0.009091
0.826497,0.011976,0.024926,-0.003119,0.009881,0.041688,0.010294,0.021179,-0.008453,0.015882
0.990684,0.006672,0.012411,-0.007911,0.016889,0.035897,-0.002769,0.010340,-0.008320,0.018525
1.217658,-0.070175,0.019282,0.052671,-0.039188,0.214238,0.059919,0.003542,-0.001063,-0.000939
2.383509,0.115294,-0.016260,-0.043562,0.018947,-0.035812,-0.016931,-0.033336,-0.030393,-0.030774
2.734666,0.066650,-0.023379,-0.032768,-0.026049,0.077890,0.014149,-0.062053,0.005150,-0.007927
1.814384,0.050460,0.065162,-0.069504,-0.111751,-0.058379,0.039294,0.068883,0.058895,0.027212
2.310492,0.054189,-0.023299,-0.044173,0.018864,-0.056848,-0.019539,-0.038472,-0.017284,0.029276
1.326134,0.030703,0.001504,-0.028733,0.016323,-0.015506,-0.023588,0.002063,-0.001846,0.010355
1.652715,-0.083554,-0.052519,-0.007516,0.050499,0.077461,-0.065966,-0.020835,-0.012846,0.019732
2.496277,0.076858,-0.045519,-0.054571,0.021190,-0.096080,-0.024625,-0.109752,0.012044,0.070757
1.685934,-0.023147,-0.033201,-0.005032,0.037037,0.076525,-0.027951,-0.025478,-0.017066,0.004173
1.528730,-0.049736,0.009481,0.001519,-0.014615,0.122030,0.009441,0.046488,-0.012248,-0.013049
1.380310,0.038257,-0.020161,-0.047770,0.078076,-0.009398,-0.040059,-0.008371,-0.035202,0.041199
2.137227,-0.016228,-0.046225,-0.014764,0.035652,0.060130,-0.028331,-0.047311,-0.017735,0.017668
0.983890,0.005555,0.001587,-0.000506,0.026137,0.056837,-0.008208,0.005103,-0.007545,-0.005453
1.320156,0.028724,0.024398,-0.021212,-0.021172,0.048961,0.010760,0.026224,0.007948,-0.006226
2.394278,0.080486,0.010981,-0.063733,-0.050669,0.110186,0.025790,0.000209,0.024033,-0.012390
0.981530,-0.000567,0.001471,0.001627,0.025487,0.046590,-0.004791,-0.009191,-0.007239,0.019448
1.970669,0.067129,-0.050305,-0.041325,0.069510,-0.071146,-0.065097,-0.070441,-0.023251,0.014246
1.202114,0.061099,0.016606,-0.038834,0.009149,0.016018,-0.010716,0.023517,0.001620,-0.011157
0.846107,0.006424,0.016591,-0.002541,0.020658,0.043681,0.003142,0.014658,-0.011648,0.017554
2.702623,-0.112201,-0.100032,0.009709,0.047400,0.087513,-0.065634,-0.074003,-0.014948,0.003212
1.353810,-0.006196,-0.026324,-0.003147,0.047026,0.041324,-0.021264,-0.036180,-0.014092,0.023960
2.385310,-0.018035,-0.045089,-0.020588,0.022950,0.068895,-0.031355,-0.030144,-0.019220,-0.002242
2.080530,0.000400,-0.025305,-0.015213,0.010590,0.062185,-0.018062,-0.021150,-0.014592,-0.006475
1.820444,0.039742,-0.022762,-0.036906,0.013356,-0.001549,-0.044529,-0.012372,0.007452,-0.030078
1.997171,0.000552,-0.042275,-0.038777,0.036333,0.027773,-0.039886,-0.043552,-0.001126,0.034152
1.291542,0.003955,-0.008941,0.001532,0.022452,0.040627,-0.006386,-0.026872,-0.007639,0.016888
2.753999,-0.025995,-0.057584,-0.027025,0.013325,0.106031,-0.016492,-0.055282,-0.005592,0.018570
1.455325,0.079446,0.058820,-0.039418,-0.069291,0.003480,0.039528,0.047681,0.023798,-0.009468
