"SID","freq","hourBlock","day","beepvar","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","beepvar3","SID2","A_rude_comp","E_quiet_comp","C_lazy_comp","N_relaxed_comp","N_depressed_comp","E_outgoing_comp","A_kind_comp","C_reliable_comp","N_worried_comp"
"10316",51,4,8,32,1,5,3,3,2,1,2,3,3,29,239,1.45454545454545,3.58823529411765,2.01960784313725,4,1.50980392156863,2.43137254901961,3.09090909090909,3.84313725490196,1.70588235294118
"10317",48,4,8,32,2,3,2,4,1,3,4,3,2,26,240,1.89189189189189,3.36170212765957,2.06382978723404,2.70212765957447,1,2.97872340425532,3.59459459459459,3.31914893617021,3.14893617021277
"10318",44,4,8,32,2,2,4,4,2,5,2,4,2,27,241,1.33333333333333,3.59090909090909,2.95454545454545,3.38636363636364,2.43181818181818,2.61363636363636,3.47222222222222,3.86363636363636,3.04545454545455
"10319",13,4,8,32,2,3,3,2,3,3,5,3,5,11,242,1.30769230769231,3.38461538461538,1.84615384615385,2.92307692307692,2.15384615384615,2.92307692307692,4.15384615384615,4.53846153846154,3.61538461538462
"10320",40,4,8,32,2,3,5,4,3,3,3,3,3,28,243,1.66666666666667,3.25,2.6,2.625,2.525,2.4,2.8,3.275,2.95
"10322",39,4,8,32,1,5,3,2,3,1,3,3,4,28,244,1.08333333333333,4.46153846153846,2.92307692307692,3.07692307692308,1.1025641025641,1.71794871794872,2.97222222222222,3.02564102564103,2.28205128205128
"10327",32,4,8,32,1.62068965517241,1,4,4,2,4,3.55172413793103,3,2,22,249,1.62068965517241,2.4375,2.09375,3.4375,1.90625,3.21875,3.55172413793103,4.125,1.96875
"10330",38,4,8,32,1,5,1,4,1,3,3,3,2,25,252,1.06224406224406,3.18918918918919,2.18918918918919,4.32432432432432,1.02702702702703,3.37837837837838,3.62653562653563,3.7027027027027,1.59459459459459
"10337",19,4,8,32,1,5,2,4,1,2,3,4,1,17,258,1,2.52631578947368,1.26315789473684,3.42105263157895,1.26315789473684,3.47368421052632,3.44444444444444,3.63157894736842,1.31578947368421
"10338",54,4,8,32,1,3,3,4,1,2,2,5,2,30,259,1.34782608695652,3.12962962962963,3.05555555555556,3.38888888888889,1.77777777777778,2.74074074074074,2.41304347826087,3.85185185185185,2.38888888888889
"10342",53,4,8,32,1,5,3,5,1,5,5,5,1,28,262,1.225,4.0377358490566,3,3.71698113207547,1.79245283018868,3.11320754716981,4,4.73584905660377,2.20754716981132
"10348",15,4,8,32,3,2,2,2,3,4,3,3,1,13,266,1.69230769230769,4,2.73333333333333,3.26666666666667,2.13333333333333,3.2,3.15384615384615,3.46666666666667,2.26666666666667
"10352",43,4,8,32,1,5,1,3,1,2,3,5,3,24,270,1.33333333333333,2.93023255813953,1.7906976744186,3.69767441860465,1.58139534883721,3.46511627906977,3.30952380952381,4.02325581395349,2.67441860465116
"10359",43,4,8,32,3,2,1,2,4,4,3,2,5,21,275,1.3044846577498,3.78048780487805,1.80487804878049,3.36585365853659,1.92682926829268,2.58536585365854,4.74146341463415,4.4390243902439,2.19512195121951
"10363",33,4,8,32,2.07407407407407,4,4,4,2,3,2.96296296296296,3,2,28,278,2.07407407407407,3.09090909090909,2.6969696969697,3.12121212121212,1.78787878787879,2.60606060606061,2.96296296296296,2.90909090909091,2.36363636363636
"10365",54,4,8,32,2,5,2,4,1,1,3,3,4,27,280,1.20408163265306,3.55555555555556,2.12962962962963,3.85185185185185,1.33333333333333,2.57407407407407,3.59183673469388,4.09259259259259,2.55555555555556
"10366",55,4,8,32,1,2,5,5,1,5,4,3,4,27,281,1,3.03636363636364,2.29090909090909,3.98181818181818,1.18181818181818,3.90909090909091,4.81481481481481,4.87272727272727,2.36363636363636
"10367",52,4,8,32,1,5,3,2,2,1,4,4,3,31,282,1.05405405405405,4.40384615384615,2.07692307692308,3.07692307692308,1.55769230769231,1.55769230769231,4.24324324324324,3.86538461538462,2.69230769230769
"10372",52,4,8,32,4,3,5,5,2,4,3,3,2,28,287,1.7027027027027,3.76923076923077,3,3.03846153846154,2.25,2.07692307692308,2.51351351351351,3.19230769230769,3.09615384615385
"10378",44,4,8,32,1,4,3,4,2,1,2,3,2,28,290,1.97368421052632,3.38636363636364,2.72727272727273,2.20454545454545,1.93181818181818,2.22727272727273,2.34210526315789,3.61363636363636,3.70454545454545
"10380",42,4,8,32,1,1,1,5,1,5,3,3,1,23,292,1.21621621621622,3.64285714285714,2.54761904761905,3.52380952380952,1.5952380952381,2.4047619047619,2.7027027027027,2.95238095238095,2.14285714285714
"10386",54,4,8,32,2,1,2,3,2,5,4,4,2,29,297,1.93478260869565,3.01851851851852,2.42592592592593,2.88888888888889,2.2962962962963,2.66666666666667,3.60869565217391,4.62962962962963,2.51851851851852
"10389",44,4,8,32,2,4,2,3,1,2,3,3,2,27,299,1.55172413793103,3.5,2.63636363636364,2.86363636363636,1.61363636363636,2.15909090909091,2.48275862068966,3.54545454545455,2.97727272727273
"10397",55,4,8,32,1.58333333333333,5,1,4,2,1,3.85416666666667,5,2,29,305,1.58333333333333,3.45454545454545,2.10909090909091,3.18181818181818,1.89090909090909,2.30909090909091,3.85416666666667,4.29090909090909,2.56363636363636
"10411",44,4,8,32,1,2,1,4,1,5,4,4,2,26,313,1.5,2.93181818181818,2,3.95454545454545,1.52272727272727,3.15909090909091,3.80952380952381,4.22727272727273,2.02272727272727
"10412",30,4,8,32,2,2,2,2,1,3,3,3,1,17,314,1.60714285714286,2.76666666666667,1.23333333333333,2.4,1.2,3.03333333333333,3.39285714285714,3.46666666666667,2.9
"10413",38,4,8,32,1,1,2,5,1,3,5,5,1,21,315,1.17117117117117,3.13513513513514,2.02702702702703,3.86486486486486,1.08108108108108,3.05405405405405,4.48648648648649,4.02702702702703,2.05405405405405
"10414",41,4,8,32,1.45945945945946,4,5,5,1,3,3.64864864864865,4,1,21,316,1.45945945945946,3.58536585365854,2.8780487804878,3.53658536585366,2.14634146341463,2.68292682926829,3.64864864864865,3.53658536585366,2.39024390243902
"10415",52,4,8,32,4,3,5,1,1,3,1,2,3,28,317,1.28260869565217,2.69230769230769,2.42307692307692,3.28846153846154,1.25,2.84615384615385,3.32608695652174,4.07692307692308,1.53846153846154
"10418",44,4,8,32,1,1,1,3,1,5,3,3,2,27,319,1.09302325581395,3.11363636363636,1.81818181818182,3.11363636363636,1.63636363636364,2.54545454545455,3.76190476190476,3.90909090909091,2.34090909090909
"10426",29,4,8,32,1,3,1,4,1,4,4,3,1,22,323,1.15,4.06896551724138,2.6551724137931,3.72413793103448,1.82758620689655,2.31034482758621,3.85,3.51724137931034,2.06896551724138
"10429",48,4,8,32,1,3,1,4,1,5,5,5,2,31,326,1.23809523809524,3.60416666666667,1.875,3.6875,1.04166666666667,3.02083333333333,4.40476190476191,4.58333333333333,1.89583333333333
"10432",59,4,8,32,1,3,2,5,1,4,4,5,1,31,328,1.14893617021277,3.25423728813559,2.3728813559322,3.67796610169492,1.06779661016949,2.77966101694915,3.91489361702128,4.71186440677966,1.64406779661017
"10436",28,4,8,32,1,2,2,3,1,3,3,4,1,26,332,1.16592592592593,2.77777777777778,2.33333333333333,3.74074074074074,1,2.59259259259259,3.75111111111111,3.96296296296296,1.59259259259259
"10437",47,4,8,32,2,2,3,2,1,4,4,4,1,28,333,1.51111111111111,3.23404255319149,2.48936170212766,3.36170212765957,2.06382978723404,3.02127659574468,3.4,3.36170212765957,2.87234042553191
"10438",57,4,8,32,1,2,1,5,1,4,4,5,1,29,334,1.11764705882353,3.01754385964912,2.10526315789474,4.21052631578947,1.71929824561404,3.3859649122807,4.11764705882353,4.31578947368421,1.7719298245614
"10442",28,4,8,32,1,5,3,3,1,2,3,3,2,18,338,1.09090909090909,3.32142857142857,2.71428571428571,3.25,1,2.46428571428571,3.18181818181818,3.21428571428571,2.17857142857143
"10448",52,4,8,32,1,1,3,3,1,4,4,4,2,30,342,1.02311111111111,3.08,2.16,2.98,1.32,2.8,3.83511111111111,4.24,2.36
"10449",47,4,8,32,1,2,2,4,3,4,4,5,3,26,343,1.20512820512821,2.25531914893617,1.87234042553191,3.21276595744681,1.36170212765957,3.46808510638298,3.94871794871795,4.38297872340426,2
"10451",25,4,8,32,1.4,5,3,5,1,5,4.4,5,1,17,345,1.4,2.6,1.96,4.68,1.4,4.28,4.4,4.6,1.68
"10452",55,4,8,32,1,2,5,5,1,2,3,5,1,31,346,1.41666666666667,3.16363636363636,2.18181818181818,4.4,1.14545454545455,3,2.97959183673469,4.6,1.72727272727273
"10453",30,4,8,32,3,1,2,4,1,4,4,4,1,23,347,2.1304347826087,3.06666666666667,2.6,3.9,1.26666666666667,2.76666666666667,3.39130434782609,3.6,1.93333333333333
"10459",43,4,8,32,1,4,4,4,5,2,4,3,3,24,352,2,3.18604651162791,2.90697674418605,2.6046511627907,2.6046511627907,2.3953488372093,3.92682926829268,3.37209302325581,3.04651162790698
"10463",25,4,8,32,1,2,1,5,1,4,5,5,1,23,356,1,2.24,1.28,4.48,1.24,3.8,4.39130434782609,5,1.12
"10466",55,4,8,32,3,5,1,3,1,1,1,5,2,30,358,1.76315789473684,3.6,3.25454545454545,3.32727272727273,1.72727272727273,2.14545454545455,2.21052631578947,3.03636363636364,2.61818181818182
"10472",59,4,8,32,1,2,1,5,1,3,4,5,3,32,362,1.04347826086957,3.22033898305085,2.13559322033898,4.42372881355932,1,2.45762711864407,1.47826086956522,4.72881355932203,1.35593220338983
"10473",30,4,8,32,2,5,4,2,4,1,3.15789473684211,2,2,18,363,2,4.03846153846154,2.73076923076923,2.61538461538462,2.65384615384615,2.19230769230769,3.15789473684211,3.5,2.23076923076923
"10475",20,4,8,32,1,4,1,1,4,1,3,5,5,11,365,1.25,3,1.85,3.9,1.5,3.5,3.84210526315789,4.3,2.55
"10477",33,4,8,32,2,3,3,4,2,3,3,3,2,24,367,1.73684210526316,3.21875,2.59375,3.4375,1.90625,2.71875,3,2.9375,2.4375
"10479",36,4,8,32,2,2,4,5,1,5,4,4,1,24,368,1.73333333333333,3,3.13888888888889,3.69444444444444,1.44444444444444,2.69444444444444,3.3,3.44444444444444,2.16666666666667
"10486",50,4,8,32,1,3,1,4,1,4,4,4,1,31,374,1.41463414634146,3.26530612244898,2.40816326530612,3.44897959183673,1.48979591836735,2.97959183673469,3.29268292682927,3.69387755102041,2
"10488",22,4,8,32,2,4,5,4,2,1,2,2,2,17,376,2.27777777777778,3.90909090909091,3.95454545454545,3.59090909090909,2.54545454545455,1.77272727272727,2.77777777777778,3.18181818181818,2.40909090909091
"10490",57,4,8,32,1.45833333333333,4,2,3,1,1,3.33333333333333,3,1,29,377,1.45833333333333,3.29824561403509,2.70175438596491,3.14035087719298,1.15789473684211,2.08771929824561,3.33333333333333,3.10526315789474,1.45614035087719
"10492",32,4,8,32,1,2,1,2,1,5,4,4,2,19,378,1.22222222222222,2.65625,2.03125,3.375,1.09375,3.5625,3.81481481481481,3.71875,1.9375
"10494",56,4,8,32,1,1,1,5,1,5,3,5,1,29,380,1.11978609625668,3.65454545454545,1.54545454545455,3.29090909090909,1.41818181818182,2.27272727272727,4.04171122994652,4.01818181818182,2.38181818181818
"10497",35,4,8,32,2,1,4,1,2,5,4,3,5,24,383,1.70967741935484,3.2,3.05714285714286,2.34285714285714,1.88571428571429,2.82857142857143,3.67741935483871,3.6,3.05714285714286
"10509",44,4,8,32,1.28947368421053,5,3,3,3,3,3.21052631578947,4,3,25,389,1.28947368421053,2.72727272727273,3.15909090909091,4.11363636363636,1.36363636363636,3.47727272727273,3.21052631578947,3.93181818181818,2.43181818181818
"10513",41,4,8,32,1,5,5,4,3,3,4,3,3,29,393,1.65853658536585,3.21951219512195,2.82926829268293,3.80487804878049,2.31707317073171,3.78048780487805,3.95121951219512,4.17073170731707,2
"10515",46,4,8,32,1,2,3,5,1,4,4,4,1,25,394,1.45161290322581,3.8695652173913,3.10869565217391,3.47826086956522,1.06521739130435,2.30434782608696,2.93548387096774,3.82608695652174,1.8695652173913
"10517",57,4,8,32,1.72727272727273,5,5,5,2,1,4.06818181818182,3,1,30,396,1.72727272727273,3.82456140350877,3.45614035087719,3.71929824561404,2.14035087719298,2.45614035087719,4.06818181818182,4.03508771929825,1.52631578947368
"10524",29,4,8,32,2,4,3,3,1,4,3,4,1,27,400,2.11111111111111,3.51724137931034,3.48275862068966,3.72413793103448,1.58620689655172,3.03448275862069,3.18518518518519,3.75862068965517,2.44827586206897
"10526",36,4,8,32,2,2,5,5,1,4,4,3,2,19,402,1.66666666666667,3.44444444444444,2.86111111111111,3.52777777777778,1.77777777777778,2.88888888888889,3.2,3.38888888888889,2.19444444444444
"10528",44,4,8,32,2,3,2,2,2,3,3,3,3,27,403,1.2,3.06818181818182,2.25,3.25,1.36363636363636,2.84090909090909,3.325,3.5,1.63636363636364
"10530",55,4,8,32,2,3,2,3,2,4,4,5,1,30,405,1.72916666666667,3.47272727272727,2.41818181818182,3.65454545454545,1.52727272727273,2.81818181818182,2.91489361702128,4.07272727272727,1.89090909090909
"10535",41,4,8,32,1,3,3,4,1,3,3,3,1,18,408,1.36666666666667,3.46341463414634,2.70731707317073,3.63414634146341,1.82926829268293,2.4390243902439,2.83333333333333,3.21951219512195,2.09756097560976
"10539",51,4,8,32,2,3,3,3,2,3,3,3,3,29,412,2.08333333333333,3.23529411764706,2.58823529411765,3.13725490196078,2.47058823529412,2.49019607843137,3.19444444444444,3.64705882352941,2.74509803921569
"10547",57,4,8,32,1,3,3,4,1,5,5,3,1,31,419,1.54545454545455,3.26315789473684,2.3859649122807,3.6140350877193,1.31578947368421,3.12280701754386,3.81818181818182,4.14035087719298,1.92982456140351
"1",40,1,9,33,1,5,1,2,3,1,4,3,4,27,1,1.0625,4.025,2.625,3.775,1.85,2.225,3.625,3.7,2.275
"4",32,1,9,33,1,2,2,4,3,4,3,4,2,21,3,1.66666666666667,2.375,2.8125,3.6875,1.8125,3.28125,3.2962962962963,3.5,1.9375
"5",47,1,9,33,2,2,4,1,3,5,4,4,1,28,4,1.82051282051282,2.80851063829787,2.27659574468085,2.91489361702128,1.68085106382979,3.14893617021277,3.82051282051282,3.76595744680851,3.02127659574468
"8",52,1,9,33,1,3,1,2,1,3,2.9,5,1,31,7,1,4.15384615384615,2.53846153846154,3.48076923076923,1.65384615384615,2.44230769230769,2.9,4,1.98076923076923
"17",54,1,9,33,1,3,2,2,1,5,5,5,1,29,11,1.34090909090909,2.68518518518519,2.62962962962963,3.46296296296296,1.2962962962963,3.44444444444444,3.22727272727273,4.22222222222222,1.51851851851852
"18",36,1,9,33,1,3,2,4,1,4,4,5,3,26,12,1.02857142857143,2.5,1.94444444444444,4.16666666666667,1.08333333333333,3.25,3.8,4,1.80555555555556
"19",40,1,9,33,1.88235294117647,4,3,4,2,2,3.61764705882353,3,2,28,13,1.88235294117647,3,2.8,3.7,2,3.175,3.61764705882353,3.5,2.175
"26",46,1,9,33,2,3,2,3,1,4,4,4,4,25,17,1.47619047619048,2.78260869565217,2.30434782608696,3.67391304347826,1.19565217391304,3.17391304347826,3.61904761904762,3.84782608695652,2.39130434782609
"27",35,1,9,33,1,4,1,3,1,1,3,5,2,25,18,1.28125,2.45714285714286,2.2,3.82857142857143,1,2.88571428571429,2.70967741935484,4.42857142857143,1.22857142857143
"32",48,1,9,33,1,5,1,5,1,4,4,4,1,26,20,1,3.66666666666667,2.47916666666667,3.9375,1.85416666666667,2.97916666666667,3.80952380952381,3.58333333333333,2.33333333333333
"35",56,1,9,33,1.86666666666667,5,2,3,3,1,4.06818181818182,4,3,31,21,1.86666666666667,3.57142857142857,2.01785714285714,3.53571428571429,2.08928571428571,2.53571428571429,4.06818181818182,4.05357142857143,2.75
"40",44,1,9,33,1.975,5,5,2,3,1,1.125,1,3,31,24,1.975,3.97727272727273,3.68181818181818,2.59090909090909,2.06818181818182,1.36363636363636,1.125,1.70454545454545,2.84090909090909
"41",24,1,9,33,1.41176470588235,3,1,2,4,1,3.70588235294118,2,5,15,25,1.41176470588235,2.625,2.08333333333333,4.04166666666667,1.54166666666667,2.83333333333333,3.70588235294118,3.5,2.125
"44",41,1,9,33,3,4,4,3,1,3,3,4,2,25,26,1.60975609756098,3.24390243902439,2.4390243902439,3.48780487804878,1.39024390243902,2.78048780487805,3.07317073170732,3.85365853658537,2.4390243902439
"45",44,1,9,33,1.675,5,5,5,2,1,3.63414634146341,4,2,29,27,1.675,2.93181818181818,2.54545454545455,3.18181818181818,2.02272727272727,3.02272727272727,3.63414634146341,3.88636363636364,2.81818181818182
"48",38,1,9,33,1,5,4,3,1,1,1,3,3,29,30,1.5,3.47368421052632,2.57894736842105,3.57894736842105,1.21052631578947,2.52631578947368,3.03333333333333,3.55263157894737,1.47368421052632
"51",45,1,9,33,1,5,1,5,1,3,5,3,1,30,32,1.34090909090909,3.93333333333333,1.68888888888889,3.93333333333333,1.08888888888889,2.37777777777778,4.52272727272727,3.95555555555556,1.91111111111111
"53",36,1,9,33,1.46666666666667,4,4,4,2,2,3.96666666666667,4,2,26,34,1.46666666666667,3.33333333333333,2.63888888888889,3.47222222222222,2.52777777777778,3,3.96666666666667,3.63888888888889,2.61111111111111
"54",45,1,9,33,1.02702702702703,5,1,5,1,1,4.05405405405405,2,1,31,35,1.02702702702703,3.26666666666667,1.17777777777778,3.62222222222222,1.02222222222222,2.82222222222222,4.05405405405405,4.4,1.31111111111111
"64",34,1,9,33,2,3,3,3,2,2,3,4,4,25,42,2.1875,2.76470588235294,2.64705882352941,2.97058823529412,1.97058823529412,3.05882352941176,2.9375,3.32352941176471,3.26470588235294
"80",30,1,9,33,2,2,1,4,2,4,4,4,2,25,52,1.88,3.16666666666667,2.56666666666667,3.06666666666667,3.2,2.36666666666667,4,3.36666666666667,3.23333333333333
"81",34,1,9,33,2.09090909090909,4,2,3,2,2,3.39393939393939,3,3,22,53,2.09090909090909,3.17647058823529,2.85294117647059,3.44117647058824,2.11764705882353,3.26470588235294,3.39393939393939,3.26470588235294,2.52941176470588
"86",46,1,9,33,1.44117647058824,4,4,3,2,1,2.94285714285714,4,4,26,56,1.44117647058824,3.30434782608696,2.93478260869565,2.84782608695652,1.5,2.47826086956522,2.94285714285714,3.58695652173913,2.54347826086957
"87",55,1,9,33,1,4,1,1,1,1,1,3,5,30,57,1.38,2.98181818181818,1.38181818181818,3.25454545454545,1.03636363636364,2.29090909090909,2.86,3.65454545454545,2.43636363636364
"88",50,1,9,33,2,3,2,2,2,2,4,4,5,31,58,1.66666666666667,3.58,2.7,3.16,1.9,2.44,3.89583333333333,3.34,3.06
"89",54,1,9,33,1,2,3,3,2,4,4,3,2,28,59,1.8,2.94444444444444,2.90740740740741,3.59259259259259,2.5,3.14814814814815,3.54,3.31481481481481,2.7037037037037
"91",35,1,9,33,3,3,3,4,1,4,4,3,1,24,61,1.90909090909091,3.17142857142857,2.2,4.2,1,3.34285714285714,3.21212121212121,3.82857142857143,1.45714285714286
"94",45,1,9,33,1.23809523809524,4,5,5,1,1,4.09523809523809,4,1,23,64,1.23809523809524,3.57777777777778,1.68888888888889,3.4,1.33333333333333,2.48888888888889,4.09523809523809,4.37777777777778,1.93333333333333
"95",29,1,9,33,3,1,2,4,1,5,4,4,1,20,65,2.66666666666667,3.17241379310345,4.24137931034483,2.27586206896552,2.3448275862069,2.75862068965517,3.18518518518519,2.24137931034483,4.06896551724138
"97",48,1,9,33,1.31034482758621,5,5,3,3,1,4.62068965517241,5,2,24,66,1.31034482758621,3.22916666666667,1.8125,4.35416666666667,1.75,2.77083333333333,4.62068965517241,4.97916666666667,1.60416666666667
"102",44,1,9,33,1,2,2,3,2,3,3,3,3,31,70,1.27027027027027,3.43181818181818,3.20454545454545,2.95454545454545,1.90909090909091,2.11363636363636,1.94594594594595,2.97727272727273,2.68181818181818
"10107",46,1,9,33,1,3,3,3,3,1,2,3,2,27,75,1.15555555555556,3.19565217391304,2.58695652173913,3.30434782608696,1.30434782608696,3.19565217391304,2.48888888888889,3.71739130434783,2.5
"10108",32,1,9,33,1,1,3,4,1,4,3,3,4,21,76,1.8,2.96875,2.40625,3.9375,1.46875,3,3.1,3.375,1.9375
"10109",48,1,9,33,1,3,2,4,1,4,4,5,1,30,77,1.02272727272727,2.66666666666667,2.0625,4.04166666666667,1.04166666666667,3.79166666666667,4.18181818181818,4.72916666666667,1.375
"10111",54,1,9,33,1,3,2,2,1,2,4,4,4,29,79,1,3.14814814814815,2.72222222222222,3.85185185185185,1.22222222222222,2.98148148148148,3.75925925925926,3.94444444444444,2.05555555555556
"10112",41,1,9,33,2,2,2,4,2,4,5,4,1,26,80,2.21416666666667,3.375,2.9,3.8,3.25,2.3,4.205,3.775,2.325
"10113",47,1,9,33,1.54285714285714,4,3,4,2,3,3.71428571428571,3,1,30,81,1.54285714285714,3.23404255319149,1.93617021276596,3.38297872340426,1.65957446808511,3.38297872340426,3.71428571428571,4.02127659574468,2.14893617021277
"10117",40,1,9,33,2,1,3,3,2,5,4,4,2,24,84,2.1025641025641,2.4,2.2,3.05,1.975,3.825,3.23076923076923,3.7,2.35
"10122",34,1,9,33,1.63636363636364,5,4,4,3,1,2.04545454545455,3,3,24,87,1.63636363636364,4.29411764705882,3.67647058823529,3.5,2.5,1.97058823529412,2.04545454545455,3.08823529411765,2.85294117647059
"10123",34,1,9,33,1,3,2,2,4,4,4,4,5,23,88,1.5625,2.76470588235294,2.61764705882353,2.61764705882353,1.55882352941176,2.91176470588235,3.45161290322581,3.76470588235294,3.23529411764706
"10124",50,1,9,33,1,5,1,3,1,2,5,5,1,32,89,1,3.56,2.54,4.2,1.2,2.54,4.3695652173913,2.96,1.3
"10125",33,1,9,33,1,4,2,4,2,2,2,4,2,24,90,1.51851851851852,2.93939393939394,2.39393939393939,2.81818181818182,2.24242424242424,2.84848484848485,3.11111111111111,3.45454545454545,2.75757575757576
"10126",19,1,9,33,1,1,3,4,1,5,5,3,1,17,91,2,2.89473684210526,2.42105263157895,2.52631578947368,2.57894736842105,3.42105263157895,3.78571428571429,3.36842105263158,3.42105263157895
"10128",36,1,9,33,1,3,2,4,1,2,3,3,2,26,93,1.29411764705882,3.27777777777778,2.16666666666667,3.91666666666667,1.05555555555556,2.33333333333333,3.02941176470588,3.16666666666667,1.94444444444444
"10133",17,1,9,33,1.28571428571429,5,5,4,1,1,2.71428571428571,1,1,14,98,1.28571428571429,4,3.47058823529412,3.64705882352941,2.05882352941176,2.35294117647059,2.71428571428571,2.29411764705882,2
"10136",50,1,9,33,2,4,2,2,3,2,4,4,3,29,100,1.71875,3.86,2.7,3.16,2.34,1.9,3.90625,3.8,2.12
"10137",42,1,9,33,3,4,3,3,2,2,2,3,3,26,101,2.16666666666667,3.21428571428571,2.64285714285714,2.95238095238095,2.07142857142857,2.76190476190476,3.38888888888889,3.23809523809524,2.28571428571429
"10141",37,1,9,33,1,5,2,1,1,1,3,5,1,27,104,1,2.67567567567568,1.7027027027027,4.13513513513514,1.02702702702703,3.86486486486486,4.14285714285714,4.89189189189189,1.24324324324324
"10143",46,1,9,33,2,4,2,3,3,2,2,3,2,29,105,2.025,3.58695652173913,2.78260869565217,3.47826086956522,2.19565217391304,2.76086956521739,3.3,3.1304347826087,2.52173913043478
"10144",38,1,9,33,2,3,2,4,3,4,3,5,3,28,106,2.08823529411765,3.07894736842105,2.07894736842105,3.31578947368421,1.28947368421053,2.89473684210526,3.11764705882353,4.31578947368421,2.31578947368421
"10145",31,1,9,33,1,3,2,3,2,2,3.51851851851852,5,1,24,107,1,2.64516129032258,2.32258064516129,3.09677419354839,1.48387096774194,3.09677419354839,3.51851851851852,4.64516129032258,1.90322580645161
"10150",48,1,9,33,1,5,1,5,3,3,5,5,1,30,111,1.02439024390244,3.29166666666667,2.83333333333333,3.8125,1.95833333333333,3.08333333333333,4.66666666666667,3.64583333333333,2.125
"10153",54,1,9,33,1,4,3,3,3,1,3,3,1,33,113,1.11428571428571,3.85185185185185,2.38888888888889,3.46296296296296,2.77777777777778,1.77777777777778,3.22857142857143,3.72222222222222,2.46296296296296
"10154",29,1,9,33,1,3,2,5,1,3,4,4,1,22,114,1.05555555555556,4.13793103448276,3.20689655172414,4.41379310344828,1.03448275862069,1.93103448275862,3.42105263157895,3.03448275862069,1.86206896551724
"10164",41,1,9,33,1,3,1,3,1,5,3,3,3,26,122,1.4375,3.31707317073171,3.02439024390244,3.19512195121951,1.68292682926829,2.75609756097561,3.625,3.02439024390244,2.4390243902439
"10167",16,1,9,33,3,3,2,2,2,2,2,4,4,12,124,1.21333333333333,3.2,2.2,3.46666666666667,1.8,3.53333333333333,3.78666666666667,3.6,2.26666666666667
"10172",50,1,9,33,1,3,2,3,1,2,3,4,1,27,126,1.92307692307692,3.52,3.28,3.56,1.3,2.32,3.20512820512821,3.5,1.76
"10173",41,1,9,33,2,5,2,4,1,1,4,5,1,32,127,1.41176470588235,2.95121951219512,2.73170731707317,4.02439024390244,1.1219512195122,2.78048780487805,3.38235294117647,4.1219512195122,1.58536585365854
"10174",35,1,9,33,2,4,4,2,3,1,4,2,4,23,128,1.25,3.31428571428571,3.2,3.17142857142857,2.11428571428571,2.54285714285714,3.42857142857143,2.91428571428571,2.45714285714286
"10176",12,1,9,33,1.11111111111111,2,3,3,2,4,2.88888888888889,1,4,11,130,1.11111111111111,3.16666666666667,2.33333333333333,3.83333333333333,1.66666666666667,3.5,2.88888888888889,2.83333333333333,2
"10177",40,1,9,33,2,2,2,4,3,2,4,3,4,26,131,2.22222222222222,2.525,2.85,2.875,2.35,3.225,3.5,3.025,3.075
"10181",53,1,9,33,2,5,2,3,3,1,2,4,4,31,134,1.54901960784314,2.88679245283019,2.37735849056604,3,1.79245283018868,2.88679245283019,2.98039215686275,3.26415094339623,2.60377358490566
"10184",53,1,9,33,1.30769230769231,5,5,4,1,1,3.97368421052632,2,2,31,135,1.30769230769231,3.39622641509434,2.69811320754717,3.58490566037736,1.18867924528302,2.43396226415094,3.97368421052632,3.9811320754717,2.49056603773585
"10187",26,1,9,33,3,4,4,4,1,2,2,2,2,21,138,1.5,3.65384615384615,3.15384615384615,4,1.19230769230769,2.88461538461538,3.31818181818182,3.73076923076923,2.19230769230769
"10188",46,1,9,33,1,3,4,3,3,2,4,3,3,28,139,1.51219512195122,3.21739130434783,2.67391304347826,2.93478260869565,2.41304347826087,2.78260869565217,3.34146341463415,3.6304347826087,2.69565217391304
"10193",44,1,9,33,2.21428571428571,3,3,3,3,3,2.53846153846154,3,3,26,142,2.1969696969697,3.33333333333333,3.09090909090909,2.87878787878788,2.75757575757576,2.60606060606061,2.55477855477855,2.81818181818182,2.84848484848485
"10198",38,1,9,33,1,5,3,2,1,1,1,4,2,24,147,1.11764705882353,3.89473684210526,2.71052631578947,3.13157894736842,1.68421052631579,2.23684210526316,3.14705882352941,4.18421052631579,2.31578947368421
"10200",22,1,9,33,1,5,3,5,1,2,3,4,1,16,149,1,3.04545454545455,1.72727272727273,3.81818181818182,1.31818181818182,2.40909090909091,3.53333333333333,4.13636363636364,1.22727272727273
"10206",38,1,9,33,1,3,2,4,1,3,4,5,2,27,155,1.48387096774194,3.28947368421053,2.39473684210526,3.78947368421053,1.28947368421053,2.97368421052632,3.32258064516129,4.13157894736842,1.89473684210526
"10208",47,1,9,33,1,3,3,4,1,4,3,4,1,27,157,1.81081081081081,3.70212765957447,2.42553191489362,4.21276595744681,1.21276595744681,2.59574468085106,3.51351351351351,3.59574468085106,1.87234042553191
"10217",59,1,9,33,1.03448275862069,4,2,2,1,1,2.24137931034483,4,3,32,165,1.03507728894174,3.31034482758621,1.74137931034483,2.55172413793103,1.46551724137931,1.67241379310345,2.2627824019025,4.8448275862069,2.62068965517241
