"","esm.IDnum.w1","esm.PRO01.w1","esm.PRO02.w1","esm.PRO03.w1","esm.startDateTime.w1","esm.PRO04.w1","esm.PRO05.w1","esm.PRO06.w1","esm.PRO07.w1","esm.endDateTime.w1","esm.OR.w1","esm.NQ11.w1","esm.NQ12.w1","esm.EXT.w1","esm.AGR.w1","esm.CON.w1","esm.NEU.w1","esm.NQ11+1.w1","esm.NQ12+1.w1","esm.EXT+1.w1","esm.AGR+1.w1","esm.CON+1.w1","esm.NEU+1.w1","esm.NQ01.w1","esm.BFI37.w1","esm.BFI21.w1","esm.BFI23.w1","esm.BFI09.w1","esm.NQ09.w1","esm.NQ07.w1","esm.BFI04.w1","esm.NQ33.w1","esm.BFI36.w1","esm.BFI32.w1","esm.BFI13.w1","esm.BFI19.w1","esm.BH01.w1","esm.BH02.w1","esm.ACT12.w1","esm.BH03.w1","esm.BH04.w1","esm.BH05.w1","esm.BH06.w1","esm.BH07.w1","esm.ACT13.w1","esm.ACT18.w1","esm.BH08.w1","esm.ACT06.w1","esm.ACT39.w1","esm.ST01.w1","esm.ST02.w1","esm.ST03.w1","esm.ST04.w1","esm.AGQ13.w1","esm.ST06.w1","esm.ST07.w1","esm.ST08.w1","esm.ST09.w1","esm.ST10.w1","esm.ST11.w1","esm.ST12.w1","esm.ST13.w1","esm.ST14.w1","esm.ST15.w1","esm.ST16.w1","esm.ST17.w1","esm.ST18.w1","esm.ST19.w1","esm.ST20.w1","esm.ST21.w1","esm.ST22.w1","esm.ST23.w1","esm.ST24.w1","esm.DY01.w1","esm.DY02.w1","esm.DY03.w1","esm.DY04.w1","esm.DY05.w1","esm.CESD01.w1","esm.CESD02.w1","esm.CESD03.w1","esm.CESD04.w1","esm.CESD05.w1","esm.CESD06.w1","esm.CESD07.w1","esm.CESD08.w1","esm.CESD09.w1","esm.CESD10.w1"
"671",10277,56,1,1,"11/1/13 12:06",8,29,5,0,"11/1/13 12:09","Talking with professors about German program",5,1,5,5,5,1,NA,NA,NA,NA,NA,NA,5,1,2,1,5,5,5,1,1,5,5,5,1,0,0,0,1,0,0,0,0,0,0,5,4,2,1,5,0,1,5,4,5,2,2,1,0,4,1,NA,NA,2,5,2,5,4,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672",10440,22,1,1,"11/1/13 12:05",2,5,5,0,"11/1/13 13:59","Trying not to fall asleep in archaeology class",2,4,1,4,3,3,NA,NA,NA,NA,NA,NA,5,1,5,3,3,3,2,3,3,1,2,2,3,0,1,0,0,0,0,0,0,0,1,5,1,1,5,1,1,1,1,1,1,5,1,0,0,5,1,NA,NA,1,3,3,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673",10429,48,1,1,"11/1/13 12:04",7,25,5,0,"11/1/13 12:05","Class",3,3,1,3,3,3,NA,NA,NA,NA,NA,NA,4,3,5,4,3,4,3,1,2,1,3,3,2,0,0,0,1,0,0,0,0,0,1,3,NA,3,5,1,1,1,3,1,3,5,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",10441,30,1,1,"11/1/13 12:02",2,5,5,0,"11/1/13 12:04","Reviewing work and walking back to dorm.",2,3,2,3,4,3,NA,NA,NA,NA,NA,NA,4,1,4,3,3,4,3,3,1,1,1,4,3,0,0,0,0,0,0,0,0,0,0,2,NA,2,4,3,1,1,3,2,2,3,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675",10372,52,1,1,"11/1/13 12:01",8,29,5,0,"11/1/13 12:06","Studying for a German quiz",2,3,1,NA,3,4,NA,NA,NA,NA,NA,NA,3,NA,5,3,2,2,2,3,2,1,NA,3,4,0,1,1,0,0,1,0,0,0,1,2,NA,2,2,2,1,0,4,1,1,5,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676",10418,44,1,1,"10/31/13 13:53",6,21,4,0,"10/31/13 13:54","Taking Ling test",3,3,1,5,5,4,NA,NA,NA,NA,NA,NA,4,1,5,1,2,3,2,2,1,1,4,4,4,0,0,0,0,0,0,0,0,0,0,5,NA,4,2,2,0,1,4,2,2,5,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677",10431,10,1,1,"10/31/13 13:17",4,13,4,0,"10/31/13 13:19","Class",3,2,3,4,4,2,NA,NA,NA,NA,NA,NA,4,1,3,3,4,3,4,2,2,3,3,4,2,0,0,0,0,0,0,0,0,0,1,4,1,2,4,3,0,1,4,3,2,3,3,0,0,4,1,NA,NA,3,3,3,3,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",10411,44,1,1,"10/31/13 13:16",9,33,4,0,"10/31/13 13:18","Class/library",4,2,3,4,4,3,NA,NA,NA,NA,NA,NA,4,2,4,2,3,5,4,2,1,3,3,4,2,0,1,0,1,0,1,0,0,0,1,4,2,2,4,2,1,1,5,4,3,4,3,0,0,2,1,NA,NA,4,4,3,4,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",10277,56,1,1,"10/31/13 13:04",7,25,4,0,"10/31/13 13:06","having lunch and doing homework",4,1,2,5,5,3,NA,NA,NA,NA,NA,NA,4,1,4,1,3,4,3,1,2,2,4,5,3,0,1,0,0,0,0,0,0,0,1,5,2,2,5,4,1,1,5,3,2,3,3,0,0,3,1,NA,NA,4,5,3,3,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",10436,28,1,1,"10/31/13 12:39",2,5,4,0,"10/31/13 12:42","Class/test",3,2,3,4,4,4,NA,NA,NA,NA,NA,NA,3,1,3,2,2,4,3,1,1,3,3,4,3,0,1,0,0,0,0,0,0,0,1,3,1,3,4,1,1,1,5,3,2,5,2,0,0,5,1,NA,NA,3,3,3,3,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",10429,48,1,1,"10/31/13 12:37",6,21,4,0,"10/31/13 12:40","Walking home and playing piano",5,1,3,5,5,1,NA,NA,NA,NA,NA,NA,5,1,3,1,5,5,5,1,2,3,5,4,1,0,0,0,0,0,0,0,0,0,1,5,3,1,4,5,0,1,5,3,3,3,5,0,0,3,1,NA,NA,5,5,3,5,4,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",10366,55,1,1,"10/31/13 12:25",8,29,4,0,"10/31/13 12:27","Homework in Whispers",3,2,2,5,5,3,NA,NA,NA,NA,NA,NA,5,1,5,1,4,3,3,1,1,3,5,5,3,0,1,1,0,0,1,0,0,0,0,4,3,1,5,3,1,1,5,3,3,3,5,0,0,3,1,NA,NA,5,5,3,4,3,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",10371,25,1,1,"10/31/13 12:13",15,57,4,0,"10/31/13 12:16","in class",4,2,3,3,4,3,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,4,2,2,3,3,4,2,0,0,1,0,0,0,0,0,0,1,2,3,3,4,3,0,1,3,3,3,2,2,0,0,2,1,NA,NA,2,4,3,4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684",10428,22,1,1,"10/31/13 12:02",4,13,4,0,"10/31/13 12:06","In class then doing homework.",4,1,2,5,4,2,NA,NA,NA,NA,NA,NA,3,1,4,2,4,4,3,1,3,2,4,4,1,0,1,1,0,0,0,1,0,0,1,3,1,2,4,4,0,1,5,3,2,3,3,0,0,2,1,NA,NA,2,4,1,2,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",10372,52,1,1,"10/31/13 12:01",7,25,4,0,"10/31/13 12:08","In class; eating lunch",3,2,3,3,3,4,NA,NA,NA,NA,NA,NA,4,2,3,3,2,3,2,2,2,2,2,3,4,0,1,1,1,1,0,0,0,0,1,3,NA,2,3,3,1,1,4,1,1,4,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",10434,20,1,1,"10/31/13 12:00",4,13,4,0,"10/31/13 12:02","Physics Lab. Lunch at Kayaks.",3,2,2,3,4,3,NA,NA,NA,NA,NA,NA,3,2,4,2,3,1,4,1,1,2,1,3,3,0,0,0,0,0,0,0,0,0,1,3,1,2,4,3,0,1,4,3,2,3,3,0,0,3,1,NA,NA,3,3,4,3,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",10434,20,1,1,"10/30/13 14:11",3,9,3,0,"10/30/13 14:16","Class",3,2,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,3,3,2,1,3,1,1,2,1,3,4,0,0,0,0,0,0,0,0,0,1,2,1,2,4,2,0,1,4,3,2,3,2,0,0,4,1,NA,NA,3,2,2,4,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",10349,29,1,1,"10/30/13 12:59",10,37,3,0,"10/30/13 13:01","at Holmes Lounge for lunch",4,1,4,4,4,1,NA,NA,NA,NA,NA,NA,5,1,3,3,5,5,4,1,1,4,3,4,1,0,0,0,0,0,0,0,0,0,0,3,5,1,5,5,0,1,3,4,4,1,4,0,0,2,1,NA,NA,5,5,3,3,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689",10366,55,1,1,"10/30/13 12:51",7,25,3,0,"10/30/13 12:56","Calc class",4,2,3,5,4,3,NA,NA,NA,NA,NA,NA,5,1,4,3,3,4,4,1,1,4,5,5,2,0,0,0,0,0,0,0,0,0,1,5,3,2,5,2,0,1,3,3,3,3,2,0,0,3,1,NA,NA,5,5,3,4,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690",10402,21,1,1,"10/30/13 12:12",14,53,3,0,"10/30/13 12:14","Psych reading in cafe",3,3,1,NA,3,2,NA,NA,NA,NA,NA,NA,4,NA,5,3,4,3,3,2,2,1,NA,3,2,0,1,0,1,0,0,0,0,0,0,2,NA,2,5,5,1,0,3,2,3,5,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691",10428,22,1,1,"10/30/13 12:11",3,9,3,0,"10/30/13 12:15","At work. Sorting through receipts in Alumni House.",3,5,3,5,5,4,NA,NA,NA,NA,NA,NA,4,1,4,2,2,4,3,2,1,3,5,5,4,0,1,1,0,0,1,1,0,0,0,4,3,4,2,3,0,1,3,3,4,3,2,0,1,2,1,NA,NA,3,4,1,5,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692",10429,48,1,1,"10/30/13 12:11",5,17,3,0,"10/30/13 12:13","Class",3,2,1,4,5,3,NA,NA,NA,NA,NA,NA,5,2,5,2,3,3,3,1,2,1,4,5,3,0,0,0,0,0,0,0,0,0,1,2,NA,2,5,3,0,1,4,2,3,5,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",10418,44,1,1,"10/30/13 12:09",5,17,3,0,"10/30/13 12:13","FWS, biking, printing",3,3,3,5,5,5,NA,NA,NA,NA,NA,NA,3,1,3,1,1,3,4,2,1,2,4,4,4,0,1,0,0,0,0,0,0,0,0,5,1,4,2,3,0,1,3,3,2,5,2,0,1,3,1,NA,NA,3,3,1,4,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694",10411,44,1,1,"10/30/13 12:02",8,29,3,0,"10/30/13 12:04","Class",4,2,2,3,3,2,NA,NA,NA,NA,NA,NA,4,3,5,4,4,4,4,2,1,2,2,3,1,0,0,0,0,0,0,0,0,0,1,3,NA,1,4,2,0,1,2,2,1,4,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",10277,56,1,1,"10/30/13 12:02",6,21,3,0,"10/30/13 12:06","having lunch and reading",5,1,2,5,5,1,NA,NA,NA,NA,NA,NA,5,1,4,1,5,5,4,1,2,2,4,5,1,0,1,0,1,0,0,0,0,0,0,5,2,1,5,5,0,1,5,3,2,2,3,0,0,4,1,NA,NA,3,5,3,3,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696",10372,52,1,1,"10/30/13 12:01",6,21,3,0,"10/30/13 12:06","Showering, homework, walking to class",1,4,1,NA,3,5,NA,NA,NA,NA,NA,NA,1,NA,5,4,1,1,1,3,2,1,NA,3,4,1,1,1,0,0,1,0,0,0,1,2,NA,3,2,1,1,0,3,1,1,5,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697",10349,29,1,1,"10/29/13 14:22",9,33,2,0,"10/29/13 14:23","calc recitation",1,1,2,4,4,2,NA,NA,NA,NA,NA,NA,3,1,5,3,4,4,3,1,1,2,3,5,2,0,0,0,0,0,0,0,0,0,1,3,NA,2,5,2,0,1,4,3,2,5,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698",10402,21,1,1,"10/29/13 13:56",13,49,2,0,"10/29/13 13:59","Hanging around Etta's with people then going to art history",3,2,3,4,4,3,NA,NA,NA,NA,NA,NA,3,2,3,2,3,3,3,1,2,3,3,4,2,0,0,0,0,1,0,0,0,0,1,3,3,2,5,3,0,1,4,3,3,3,2,0,0,4,1,NA,NA,3,4,3,4,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699",10418,44,1,1,"10/29/13 13:37",4,13,2,0,"10/29/13 13:39","Ling class- quiz",3,3,2,4,3,3,NA,NA,NA,NA,NA,NA,3,1,4,4,3,3,3,1,1,1,3,3,3,0,0,0,0,0,0,0,0,0,1,4,NA,3,5,2,0,1,3,2,2,3,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700",10277,56,1,1,"10/29/13 13:15",5,17,2,0,"10/29/13 13:18","Having lunch and taking class",5,1,4,5,5,2,NA,NA,NA,NA,NA,NA,5,1,2,1,4,5,5,1,1,4,5,5,1,0,1,0,0,0,0,0,0,0,1,5,3,1,5,5,0,1,5,5,4,2,3,0,0,5,1,NA,NA,4,5,3,3,3,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701",10434,20,1,1,"10/29/13 12:44",2,5,2,0,"10/29/13 12:50","Eating and getting ready for class",3,NA,2,3,2,2,NA,NA,NA,NA,NA,NA,4,1,4,5,5,2,4,1,1,1,1,2,2,1,0,1,0,0,0,0,0,0,0,1,1,2,5,3,0,0,2,2,1,4,5,0,0,2,1,NA,NA,1,4,3,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702",10415,52,1,1,"10/29/13 12:44",15,57,2,0,"10/29/13 12:46","Listening to a guest speaker",4,1,2,5,3,1,NA,NA,NA,NA,NA,NA,4,1,5,4,5,3,4,1,1,3,5,3,1,0,0,0,0,0,0,0,0,0,0,3,NA,1,1,3,0,1,2,3,3,5,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703",10371,25,1,1,"10/29/13 12:43",13,49,2,0,"10/29/13 12:48","In class",3,2,2,4,3,3,NA,NA,NA,NA,NA,NA,2,1,4,3,3,3,3,2,4,2,2,3,2,0,1,1,0,0,0,0,0,0,1,4,NA,2,4,2,0,1,4,3,2,2,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704",10423,14,1,1,"10/29/13 12:37",5,17,2,0,"10/29/13 12:39","Homework.",4,2,3,4,3,2,NA,NA,NA,NA,NA,NA,4,1,4,1,4,5,4,1,2,3,2,1,2,1,1,0,0,0,0,0,0,0,0,4,1,3,5,2,0,1,5,4,3,5,5,0,0,2,1,NA,NA,4,3,2,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705",10366,55,1,1,"10/29/13 12:27",6,21,2,0,"10/29/13 12:29","Lunch with lauren",4,3,4,5,4,2,NA,NA,NA,NA,NA,NA,5,1,3,3,5,4,4,1,2,5,5,5,2,0,0,0,0,0,0,0,0,0,0,3,4,1,5,5,1,1,3,3,5,3,5,0,0,3,1,NA,NA,5,5,3,4,5,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",10429,48,1,1,"10/29/13 12:19",4,13,2,0,"10/29/13 12:21","Class",4,3,3,5,3,4,NA,NA,NA,NA,NA,NA,5,1,4,2,2,4,4,1,2,4,4,2,4,0,0,0,0,0,0,0,0,0,1,5,1,2,5,4,0,1,5,3,2,2,2,0,0,5,1,NA,NA,3,3,3,4,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707",10411,44,1,1,"10/29/13 12:16",7,25,2,0,"10/29/13 12:24","Class and then walked back to my room",4,2,3,5,4,2,NA,NA,NA,NA,NA,NA,5,1,3,2,4,4,4,1,1,3,4,4,2,1,0,0,0,0,0,0,0,0,1,2,2,1,5,4,0,1,4,4,3,3,3,0,0,4,1,NA,NA,3,4,3,2,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",10372,52,1,1,"10/29/13 12:05",5,17,2,0,"10/29/13 12:08","In class; eating lunch",3,3,4,4,5,3,NA,NA,NA,NA,NA,NA,5,2,2,1,4,3,3,3,2,3,3,4,4,0,1,1,0,0,0,1,0,0,1,2,2,2,5,3,1,1,4,3,3,3,2,0,0,5,1,NA,NA,3,3,1,3,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709",10366,55,1,1,"10/28/13 14:01",5,17,1,0,"10/28/13 14:03","Calc class",3,2,2,5,5,2,NA,NA,NA,NA,NA,NA,5,1,5,2,4,4,4,1,1,3,5,5,2,0,1,0,0,0,0,0,0,0,1,5,3,3,5,1,1,1,3,5,3,3,2,0,0,3,1,NA,NA,3,4,3,4,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710",10415,52,1,1,"10/28/13 12:57",14,53,1,0,"10/28/13 12:58","Worked out.",4,1,3,4,4,3,NA,NA,NA,NA,NA,NA,4,1,3,1,3,4,4,1,1,2,3,2,3,0,0,0,0,0,0,0,0,0,0,1,NA,3,5,5,0,1,1,3,1,5,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711",10426,29,1,1,"10/28/13 12:49",6,21,1,0,"10/28/13 12:53","Walking to campus, doing work in the library, interacting with two of the librarians while looking for a DVD.",4,1,4,5,5,2,NA,NA,NA,NA,NA,NA,5,1,2,1,4,4,3,1,2,3,4,4,2,0,1,0,0,0,0,0,0,1,0,3,1,1,4,4,0,1,5,3,3,3,3,0,0,4,1,NA,NA,1,3,3,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712",10411,44,1,1,"10/28/13 12:16",6,21,1,0,"10/28/13 12:19","Class",2,3,3,3,4,3,NA,NA,NA,NA,NA,NA,3,3,4,2,3,4,2,3,3,3,2,3,3,0,0,0,0,0,0,0,0,0,1,4,2,2,5,4,0,1,5,2,2,4,2,0,0,4,1,NA,NA,4,4,3,3,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713",10412,30,1,1,"10/28/13 12:08",15,57,1,0,"10/28/13 12:11","Studying in Whispers",3,2,3,4,4,5,NA,NA,NA,NA,NA,NA,5,2,3,1,1,2,4,1,1,3,3,3,5,0,1,1,1,1,1,0,0,0,0,3,3,3,5,5,1,1,5,4,3,3,4,0,0,4,1,NA,NA,3,5,3,5,4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714",10277,56,1,1,"10/28/13 12:06",4,13,1,0,"10/28/13 12:12","Eating lunch and chatting with friends",5,1,5,5,4,1,NA,NA,NA,NA,NA,NA,5,1,1,3,5,5,5,1,1,5,5,4,1,0,0,0,0,0,0,0,0,0,0,5,3,1,5,5,0,1,5,5,5,2,5,1,0,5,1,NA,NA,4,5,3,4,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715",10418,44,1,1,"10/28/13 12:02",3,9,1,0,"10/28/13 12:03","Studying in my room alone.",4,1,1,NA,5,2,NA,NA,NA,NA,NA,NA,5,NA,5,2,5,3,4,1,1,1,NA,5,2,1,1,1,1,0,0,0,0,0,0,4,NA,1,5,5,0,0,4,2,2,5,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716",10352,43,1,1,"10/28/13 12:01",15,57,1,0,"10/28/13 12:07","Spanish class",4,2,3,4,5,3,NA,NA,NA,NA,NA,NA,3,1,3,1,3,4,3,1,1,3,3,4,2,0,0,0,0,0,0,0,0,0,1,4,4,2,5,5,0,1,5,3,2,5,2,0,0,5,1,NA,NA,3,3,2,3,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717",10429,48,1,1,"10/28/13 12:00",3,9,1,0,"10/28/13 12:03","Stats class",3,3,2,5,5,3,NA,NA,NA,NA,NA,NA,5,1,5,1,3,4,4,1,1,3,5,4,2,0,0,0,0,0,0,0,0,0,1,5,1,3,5,3,0,1,5,3,2,5,3,0,0,5,1,NA,NA,3,4,3,3,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718",10372,52,1,1,"10/28/13 12:00",4,13,1,0,"10/28/13 12:04","Eating, relaxing before class",2,2,2,3,3,3,NA,NA,NA,NA,NA,NA,3,3,5,4,3,3,3,2,2,2,2,3,2,0,0,1,0,0,0,0,0,0,0,2,NA,2,4,2,1,1,4,2,2,5,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719",10352,43,1,1,"10/27/13 14:35",14,53,7,1,"10/27/13 14:41","Watching movie",5,3,3,4,3,4,NA,NA,NA,NA,NA,NA,4,1,5,4,3,4,4,2,1,4,3,4,4,0,0,0,0,0,0,0,0,0,0,5,3,4,2,5,0,1,5,2,4,4,2,0,0,4,1,NA,NA,5,5,2,5,3,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720",10388,14,1,1,"10/27/13 14:12",11,41,7,1,"10/27/13 14:17","eating lunch and studying in my room",2,2,2,NA,2,3,NA,NA,NA,NA,NA,NA,3,NA,4,4,3,3,2,2,2,2,NA,2,2,1,1,1,1,0,0,0,0,1,0,3,NA,2,3,2,0,0,3,2,2,3,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721",10426,29,1,1,"10/27/13 13:46",5,17,7,1,"10/27/13 13:47","Ate leftovers for lunch and typed up some homework.",3,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,5,NA,5,4,5,4,3,2,2,1,NA,2,1,1,1,0,1,0,0,0,0,0,0,3,NA,3,5,3,0,0,1,1,2,3,4,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722",10415,52,1,1,"10/27/13 13:36",13,49,7,1,"10/27/13 13:37","Played baseball.",3,1,4,5,5,2,NA,NA,NA,NA,NA,NA,3,1,1,1,3,5,3,1,1,3,5,5,1,0,0,0,0,0,0,0,0,0,0,3,1,1,5,4,0,1,1,4,3,3,3,0,0,5,1,NA,NA,5,5,4,1,3,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723",10418,44,1,1,"10/27/13 13:18",2,5,7,1,"10/27/13 13:20","Church",4,2,5,5,4,2,NA,NA,NA,NA,NA,NA,4,1,1,1,3,5,4,1,1,4,4,3,1,0,0,1,0,0,0,0,0,0,0,3,3,1,5,4,1,1,3,5,4,2,3,1,0,5,1,NA,NA,4,4,3,5,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724",10371,25,1,1,"10/27/13 13:16",11,41,7,1,"10/27/13 13:19","pumpkin picking!",4,2,4,4,4,3,NA,NA,NA,NA,NA,NA,4,2,2,2,4,3,4,1,1,3,3,4,3,0,0,0,0,0,0,0,0,0,0,3,3,2,3,4,0,1,4,4,3,2,4,0,0,5,1,NA,NA,2,4,2,3,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725",10429,48,1,1,"10/27/13 12:30",2,5,7,1,"10/27/13 12:32","At church",5,1,4,5,5,2,NA,NA,NA,NA,NA,NA,5,1,4,1,5,4,5,1,1,5,5,5,2,0,0,0,0,0,0,0,0,0,0,5,3,1,5,5,0,1,5,5,4,3,5,0,0,5,1,NA,NA,3,4,3,5,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726",10277,56,1,1,"10/27/13 12:24",3,9,7,1,"10/27/13 12:27","Shopping",5,1,4,5,5,1,NA,NA,NA,NA,NA,NA,5,1,1,2,5,4,5,1,1,3,5,5,1,0,0,0,0,0,0,1,0,0,0,4,1,1,4,5,0,1,5,5,4,2,4,1,0,5,1,NA,NA,1,4,3,2,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
