"","esm.IDnum.w1","esm.PRO01.w1","esm.PRO02.w1","esm.PRO03.w1","esm.startDateTime.w1","esm.PRO04.w1","esm.PRO05.w1","esm.PRO06.w1","esm.PRO07.w1","esm.endDateTime.w1","esm.OR.w1","esm.NQ11.w1","esm.NQ12.w1","esm.EXT.w1","esm.AGR.w1","esm.CON.w1","esm.NEU.w1","esm.NQ11+1.w1","esm.NQ12+1.w1","esm.EXT+1.w1","esm.AGR+1.w1","esm.CON+1.w1","esm.NEU+1.w1","esm.NQ01.w1","esm.BFI37.w1","esm.BFI21.w1","esm.BFI23.w1","esm.BFI09.w1","esm.NQ09.w1","esm.NQ07.w1","esm.BFI04.w1","esm.NQ33.w1","esm.BFI36.w1","esm.BFI32.w1","esm.BFI13.w1","esm.BFI19.w1","esm.BH01.w1","esm.BH02.w1","esm.ACT12.w1","esm.BH03.w1","esm.BH04.w1","esm.BH05.w1","esm.BH06.w1","esm.BH07.w1","esm.ACT13.w1","esm.ACT18.w1","esm.BH08.w1","esm.ACT06.w1","esm.ACT39.w1","esm.ST01.w1","esm.ST02.w1","esm.ST03.w1","esm.ST04.w1","esm.AGQ13.w1","esm.ST06.w1","esm.ST07.w1","esm.ST08.w1","esm.ST09.w1","esm.ST10.w1","esm.ST11.w1","esm.ST12.w1","esm.ST13.w1","esm.ST14.w1","esm.ST15.w1","esm.ST16.w1","esm.ST17.w1","esm.ST18.w1","esm.ST19.w1","esm.ST20.w1","esm.ST21.w1","esm.ST22.w1","esm.ST23.w1","esm.ST24.w1","esm.DY01.w1","esm.DY02.w1","esm.DY03.w1","esm.DY04.w1","esm.DY05.w1","esm.CESD01.w1","esm.CESD02.w1","esm.CESD03.w1","esm.CESD04.w1","esm.CESD05.w1","esm.CESD06.w1","esm.CESD07.w1","esm.CESD08.w1","esm.CESD09.w1","esm.CESD10.w1"
"8539",10524,29,4,4,"11/22/13 22:35",8,32,5,0,"11/22/13 22:57","Going to dinner with my girl friends",4,4,3,4,4,2,NA,NA,NA,NA,NA,NA,4,2,4,3,3,4,4,1,1,4,3,4,1,0,0,0,0,0,0,1,0,0,0,2,2,2,2,5,1,1,2,5,4,5,4,1,1,5,1,NA,NA,5,5,3,2,3,0,1,1,1,4,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8540",10497,35,4,4,"11/22/13 22:27",5,20,5,0,"11/22/13 22:47","Drinking games",4,2,5,4,3,1,NA,NA,NA,NA,NA,NA,4,1,2,4,5,5,5,1,1,5,3,4,1,0,0,0,0,0,0,0,0,0,0,2,2,1,3,4,0,1,1,5,5,3,5,0,0,5,1,NA,NA,4,4,4,3,2,0,0,0,1,3,4,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8541",10490,57,4,4,"11/22/13 21:45",15,60,5,0,"11/22/13 21:47","shopping",4,1,5,4,4,2,3,2,3,4,3,3,3,2,1,2,4,4,4,1,1,4,4,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,1,1,4,4,3,3,0,0,2,1,NA,NA,4,4,4,3,2,0,0,1,0,3,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8542",10477,33,4,4,"11/22/13 21:44",7,28,5,0,"11/22/13 21:47","getting food",3,2,4,4,4,2,4,2,4,4,4,3,4,2,2,2,4,3,4,2,2,4,3,3,2,0,0,0,0,0,0,1,0,0,0,3,3,2,4,4,0,1,2,4,4,3,4,0,0,3,1,NA,NA,NA,4,3,3,3,0,1,1,0,3,3,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8543",10494,56,4,4,"11/22/13 21:42",8,32,5,0,"11/22/13 21:48","Dinner with friends",5,1,5,4,5,1,NA,NA,NA,NA,NA,NA,5,1,1,1,5,5,5,1,1,5,3,5,1,0,0,0,0,0,0,0,0,0,0,3,5,1,3,5,0,1,1,5,5,1,5,0,0,3,1,NA,NA,5,5,3,1,5,0,0,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8544",10513,41,4,4,"11/22/13 21:40",4,16,5,0,"11/22/13 21:53","Hanging out in the room across the hall with my friends then I was FaceTiming with my family",4,3,3,4,3,1,4,2,4,4,5,3,3,2,3,4,5,3,4,3,3,3,3,4,1,1,0,0,0,0,0,0,1,1,0,4,4,1,5,5,0,1,3,5,4,4,5,0,0,5,1,NA,NA,5,5,3,5,5,1,0,1,1,3,3,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8545",10530,55,4,4,"11/22/13 21:40",1,4,5,0,"11/22/13 21:46","At a party with friends",4,2,4,5,5,2,4,2,5,4,4,2,5,1,2,1,3,4,4,2,1,4,4,5,1,0,0,0,0,0,0,0,0,0,0,4,2,2,2,4,0,1,1,5,4,3,4,1,0,5,1,NA,NA,3,4,3,5,3,0,0,0,1,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8546",10486,50,4,4,"11/22/13 21:29",10,40,5,0,"11/22/13 21:32","I watched a theatre production",4,1,1,5,5,2,NA,NA,NA,NA,NA,NA,2,1,5,2,4,3,3,2,1,1,5,5,1,0,0,0,0,0,0,0,0,1,0,5,NA,3,2,4,0,1,1,3,1,5,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8547",10485,37,4,4,"11/22/13 21:21",3,12,5,0,"11/22/13 21:32","",5,1,3,5,3,1,5,1,5,5,5,2,5,1,1,3,5,5,5,1,1,1,5,3,1,0,0,0,0,0,0,0,0,0,0,3,5,1,5,5,0,1,4,5,4,2,5,0,0,5,1,NA,NA,5,5,3,5,3,0,0,0,1,5,3,2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8548",10528,44,4,4,"11/22/13 21:17",2,8,5,0,"11/22/13 21:20","Skyping my parents",5,1,5,4,5,1,3,2,5,4,5,4,5,1,1,1,5,5,5,1,1,4,3,4,1,1,0,0,0,0,0,0,1,0,0,3,4,1,4,5,0,0,3,4,5,1,5,1,0,3,1,NA,NA,5,5,1,5,4,1,0,0,0,3,4,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8549",10540,21,4,4,"11/22/13 21:10",1,4,5,0,"11/22/13 21:14","Skyping my mom.",5,1,5,5,5,1,4,1,1,4,5,4,5,1,1,2,5,4,5,1,1,5,4,5,1,1,0,0,1,0,0,0,1,0,0,1,5,1,5,5,0,1,4,5,5,2,4,1,0,2,1,NA,NA,5,5,1,5,4,1,0,0,0,3,4,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8550",10523,26,4,4,"11/22/13 21:03",2,8,5,0,"11/22/13 21:06","Taking personality surveys for the career center, eating dinner with friends",5,1,3,5,5,1,NA,NA,NA,NA,NA,NA,5,1,4,2,5,4,5,1,1,4,5,5,1,1,0,0,1,0,0,0,0,0,0,2,4,1,5,5,0,1,4,4,3,1,5,1,0,3,1,NA,NA,4,5,3,4,3,0,0,1,0,2,4,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8551",10466,55,4,4,"11/22/13 21:01",9,36,5,0,"11/22/13 21:10","Hanging out",4,1,5,2,3,2,NA,3,3,2,3,2,3,3,1,3,4,1,4,1,1,4,1,3,1,1,0,0,0,0,0,0,0,1,0,1,1,1,3,5,0,1,1,4,3,1,5,0,0,4,1,NA,NA,4,5,3,5,3,0,0,0,1,3,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8552",10517,57,4,4,"11/22/13 21:01",3,12,5,0,"11/22/13 21:08","Talking to a close friend.",2,5,4,5,4,3,5,1,4,5,4,2,5,1,1,2,3,2,2,4,2,3,4,3,3,0,0,0,0,0,0,0,0,1,0,3,5,2,4,4,0,1,2,3,5,1,5,0,0,2,1,NA,NA,5,5,5,5,5,0,0,0,1,1,3,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8553",10472,59,4,4,"11/22/13 21:00",10,40,5,0,"11/22/13 21:38","Hangin out, online, nothin serious",4,1,1,NA,4,2,NA,NA,NA,NA,NA,NA,5,NA,5,3,4,5,5,1,1,1,NA,5,1,1,0,0,0,0,0,0,0,1,0,5,NA,1,3,5,0,0,3,1,1,5,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8554",10497,35,4,4,"11/21/13 23:00",4,16,4,0,"11/21/13 23:04","Writing an essay",2,2,3,NA,5,5,3,2,2,5,4,4,4,NA,4,1,1,4,3,2,4,4,NA,5,4,1,1,1,0,0,0,0,0,0,0,5,NA,5,2,1,0,0,4,1,3,4,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8555",10511,17,4,4,"11/21/13 22:55",7,28,4,0,"11/21/13 22:57","Went to see a movie premiere",5,2,2,5,3,4,NA,NA,NA,NA,NA,NA,3,1,5,4,2,3,5,3,1,3,4,4,3,0,0,0,0,0,0,0,0,1,0,3,4,3,2,5,0,1,1,5,4,3,4,0,0,5,1,NA,NA,5,5,2,5,2,0,0,1,0,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8556",10503,27,4,4,"11/21/13 22:40",6,24,4,0,"11/21/13 22:44","playing frisbee",4,1,4,4,5,1,NA,NA,NA,NA,NA,NA,5,1,4,1,5,4,4,1,1,5,3,5,1,0,0,0,0,0,0,0,0,0,0,5,2,1,5,5,1,1,1,5,4,2,5,1,0,5,1,NA,NA,3,4,3,1,3,0,0,0,0,3,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8557",10490,57,4,4,"11/21/13 21:56",14,56,4,0,"11/21/13 21:57","study",3,1,2,NA,3,2,NA,NA,NA,NA,NA,NA,3,NA,3,3,3,4,4,1,1,1,NA,3,1,1,1,0,1,0,0,0,1,0,0,3,NA,1,3,3,0,0,3,1,1,3,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8558",10486,50,4,4,"11/21/13 21:53",9,36,4,0,"11/21/13 21:55","I bought dinner and hung out in my common room.",3,1,4,4,5,2,NA,NA,NA,NA,NA,NA,4,2,2,2,5,4,4,2,1,4,4,5,2,0,0,1,0,0,0,0,1,0,0,2,4,1,4,4,0,1,4,5,4,3,4,0,0,4,1,NA,NA,4,5,3,4,3,0,0,1,0,4,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8559",10398,12,4,4,"11/21/13 21:49",2,8,4,0,"11/21/13 21:53","Looking for an apartment to live in with my roommates next year.",3,3,3,5,4,4,NA,NA,NA,NA,NA,NA,4,1,3,2,2,4,2,1,1,2,4,4,3,0,0,0,0,0,0,0,0,0,0,2,1,4,3,2,1,1,4,2,2,4,3,0,1,4,1,NA,NA,5,5,3,3,3,0,0,1,1,3,2,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8560",10472,59,4,4,"11/21/13 21:44",9,36,4,0,"11/21/13 21:47","ate dinner with a friend, showered",5,1,3,3,5,1,4,1,5,5,5,1,5,1,2,1,5,5,5,1,1,1,1,5,1,1,0,0,0,0,0,0,0,0,0,5,4,1,5,5,0,1,5,3,5,2,5,0,0,2,1,NA,NA,5,5,3,2,5,0,0,1,0,3,3,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8561",10477,33,4,4,"11/21/13 21:33",6,24,4,0,"11/21/13 21:46","Going to a hunger games themed dinner with friends",4,2,4,4,4,3,NA,NA,NA,NA,NA,NA,3,2,2,2,3,4,4,2,2,4,3,3,2,0,0,0,0,0,0,0,0,0,0,4,2,2,2,4,0,1,3,4,3,3,4,0,0,3,1,NA,NA,NA,NA,3,3,3,0,0,1,1,2,3,3,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8562",10516,31,4,4,"11/21/13 21:31",3,12,4,0,"11/21/13 21:35","Eating dinner",4,2,5,3,3,1,4,1,3,4,3,2,4,3,2,4,5,4,4,1,1,5,3,3,1,0,0,0,0,0,0,0,0,0,0,2,4,1,4,5,0,1,2,5,4,2,4,0,0,4,1,NA,NA,5,5,3,4,3,0,0,0,1,3,3,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8563",10494,56,4,4,"11/21/13 21:27",7,28,4,0,"11/21/13 21:48","Walking with a friend",5,1,5,5,5,1,3,2,3,5,5,2,5,1,1,1,5,5,5,1,1,5,4,5,1,0,0,0,0,0,0,0,0,0,0,1,5,1,4,5,0,1,1,5,5,1,5,0,0,2,1,NA,NA,5,5,3,1,5,0,0,0,1,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8564",10463,25,4,4,"11/21/13 21:26",8,32,4,0,"11/21/13 21:28","Relaxing in my room, getting ready to go to dinner and a movie",5,1,4,5,5,1,NA,NA,NA,NA,NA,NA,5,1,2,1,5,5,4,1,1,4,5,5,1,1,0,1,0,0,0,0,0,1,0,3,1,1,5,5,0,1,5,5,4,1,3,0,0,4,1,NA,NA,4,5,3,5,3,0,0,0,1,2,4,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8565",10452,55,4,4,"11/21/13 21:25",14,56,4,0,"11/21/13 21:27","Participating as a mentor in the Family Court Mentoring Program",5,2,5,5,5,1,NA,NA,NA,NA,NA,NA,5,1,2,1,5,5,5,1,1,5,5,5,1,0,0,0,0,0,0,1,0,0,0,4,5,1,5,5,1,1,3,5,5,2,2,0,0,5,1,NA,NA,2,4,5,5,5,0,0,0,0,2,3,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8566",10453,30,4,4,"11/21/13 21:19",10,40,4,0,"11/21/13 21:22","Dinner and talking to friends",5,1,4,4,4,1,4,1,5,5,5,2,4,3,2,2,5,4,4,1,1,4,4,4,1,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,0,1,2,4,5,2,4,0,0,4,1,NA,NA,4,4,3,3,4,0,0,0,0,2,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8567",10466,55,4,4,"11/21/13 21:11",8,32,4,0,"11/21/13 21:14","Writing an essay",3,3,1,2,5,3,NA,NA,NA,NA,NA,NA,3,3,5,1,3,3,3,1,1,1,1,5,2,1,1,1,0,0,0,0,0,0,0,3,NA,3,5,2,1,1,5,2,1,4,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8568",10512,23,4,4,"11/21/13 21:09",1,4,4,0,"11/21/13 21:11","Watching a movie",4,1,1,NA,3,1,2,4,3,4,3,3,4,NA,5,5,5,4,4,1,1,1,NA,4,1,1,0,0,0,0,0,0,0,0,0,3,NA,1,5,5,0,0,3,1,1,5,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8569",10481,17,4,4,"11/21/13 21:08",7,28,4,0,"11/21/13 21:13","Spent time with friends",4,3,5,3,4,2,NA,NA,NA,NA,NA,NA,4,3,2,2,4,4,4,1,2,5,3,4,2,0,0,0,0,0,0,0,0,0,0,3,2,2,4,4,0,1,2,4,4,2,5,0,0,5,1,NA,NA,4,4,4,4,3,0,0,0,0,3,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8570",10488,22,4,4,"11/21/13 21:06",9,36,4,0,"11/21/13 21:13","Watching a movie.",2,3,2,4,2,1,NA,NA,NA,NA,NA,NA,3,1,4,5,5,3,3,2,3,2,2,2,1,1,0,0,0,0,0,0,0,1,0,2,NA,1,5,4,0,1,2,3,2,4,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8571",10485,37,4,4,"11/21/13 21:04",2,8,4,0,"11/21/13 21:07","Studying economics",4,2,2,NA,3,2,3,1,2,5,4,3,5,NA,5,3,3,4,4,1,3,2,NA,3,1,1,1,1,0,0,1,0,0,0,0,2,NA,2,3,4,1,0,4,3,4,5,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8572",10479,36,4,4,"11/21/13 21:03",9,36,4,0,"11/21/13 21:14","Hanging out with friends and dinner",5,1,5,4,4,2,NA,NA,NA,NA,NA,NA,5,2,1,2,5,4,5,1,1,5,4,4,2,0,0,0,0,0,0,0,0,0,0,3,4,1,5,5,0,1,3,4,4,2,5,0,0,4,1,NA,NA,5,5,3,2,3,0,0,1,0,2,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8573",10523,26,4,4,"11/21/13 21:01",1,4,4,0,"11/21/13 21:04","Finishing my lab report, showing others how to do the lab report",3,3,3,4,5,2,NA,NA,NA,NA,NA,NA,3,2,4,1,4,5,3,1,1,3,4,5,1,1,1,0,0,0,0,1,0,0,0,4,1,1,5,2,0,1,5,3,3,5,5,0,0,4,1,NA,NA,3,4,3,3,3,0,0,0,0,2,4,3,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8574",10517,57,4,4,"11/21/13 21:01",2,8,4,0,"11/21/13 21:04","Doing homework. Watching basketball.",2,3,2,NA,3,4,NA,NA,NA,NA,NA,NA,4,NA,5,4,3,2,2,3,4,2,NA,4,4,1,1,0,1,0,0,0,0,1,0,5,NA,3,5,4,1,0,4,4,1,5,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8575",10483,25,4,4,"11/21/13 21:00",7,28,4,0,"11/21/13 21:03","Went out for dinner with my friends",4,2,5,3,4,3,4,2,4,4,3,2,4,3,1,2,2,4,4,1,2,5,3,3,2,0,0,0,0,0,0,0,0,0,0,4,3,2,3,4,0,1,2,4,3,2,3,0,0,5,1,NA,NA,3,3,3,3,2,0,0,1,1,3,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8576",10524,29,4,4,"11/21/13 21:00",7,28,4,0,"11/21/13 21:04","Got dinner with friends",4,2,4,4,4,2,4,2,3,4,3,2,4,2,2,3,4,4,4,1,1,4,3,4,2,0,0,0,0,0,0,0,0,0,0,3,4,2,4,5,0,1,3,4,4,3,4,0,0,5,1,NA,NA,5,5,3,2,4,0,0,1,1,2,1,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8577",10513,41,4,4,"11/21/13 21:00",3,12,4,0,"11/21/13 21:18","Soccer practice",4,2,4,5,5,2,4,3,3,5,5,2,5,1,3,1,4,4,5,1,1,5,4,4,2,0,0,0,0,0,0,0,0,0,0,4,4,2,5,5,0,1,4,5,5,4,3,0,0,5,1,NA,NA,5,5,2,5,5,0,0,1,1,3,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8578",10453,30,4,4,"11/20/13 23:12",9,36,3,0,"11/20/13 23:14","YouTube",4,2,3,4,3,3,NA,NA,NA,NA,NA,NA,4,2,3,5,4,4,4,1,2,3,3,4,3,1,1,1,1,0,0,0,0,1,0,4,1,2,4,4,0,1,2,3,4,2,3,0,0,3,1,NA,NA,4,4,3,2,2,0,0,0,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8579",10481,17,4,4,"11/20/13 22:29",6,24,3,0,"11/20/13 22:30","Taking an exam",2,3,1,3,3,4,NA,NA,NA,NA,NA,NA,2,1,5,2,2,3,2,1,2,1,1,2,4,0,1,0,0,0,0,0,0,0,0,4,NA,4,3,2,1,1,5,1,1,4,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8580",10493,47,4,4,"11/20/13 22:11",14,56,3,0,"11/20/13 22:16","Studying for chem",3,1,3,5,5,4,4,1,5,5,4,1,5,1,4,1,3,5,4,1,1,3,5,5,5,0,1,0,0,0,1,0,0,0,0,4,4,5,5,1,1,1,5,4,4,5,5,0,0,5,1,NA,NA,5,5,3,1,3,0,0,1,1,5,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8581",10469,10,4,4,"11/20/13 22:04",3,12,3,0,"11/20/13 22:06","Homework",3,2,3,NA,4,2,3,2,2,NA,3,2,4,NA,2,3,4,4,3,1,3,2,NA,4,1,1,1,1,0,0,0,0,1,0,0,4,NA,1,5,3,0,0,5,2,1,3,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8582",10488,22,4,4,"11/20/13 22:01",8,32,3,0,"11/20/13 22:04","Playing computer games.",3,2,2,3,2,2,3,2,2,NA,2,1,3,2,4,5,4,4,4,2,2,1,2,2,2,1,0,1,1,0,0,0,0,1,0,2,NA,2,5,4,0,1,2,2,2,4,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8583",10451,25,4,4,"11/20/13 21:57",14,56,3,0,"11/20/13 21:59","eating Subway at BD",5,3,5,5,3,2,NA,NA,NA,NA,NA,NA,5,1,1,5,5,5,3,1,3,4,4,5,3,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,0,1,5,5,4,2,3,0,0,4,1,NA,NA,4,4,3,4,3,0,1,0,0,4,2,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8584",10511,17,4,4,"11/20/13 21:46",6,24,3,0,"11/20/13 21:50","Homework",3,3,3,5,3,3,3,3,2,4,4,5,3,1,3,3,3,3,3,3,3,3,5,3,3,1,1,1,1,0,0,0,0,0,0,3,3,3,4,2,1,1,3,3,3,3,3,0,0,4,1,NA,NA,3,5,3,4,3,0,0,0,0,3,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8585",10479,36,4,4,"11/20/13 21:35",8,32,3,0,"11/20/13 22:19","Dinner with friends",4,1,5,4,3,1,NA,NA,NA,NA,NA,NA,5,2,2,4,5,4,5,1,2,5,4,4,1,0,0,0,0,0,0,0,0,0,0,3,2,1,5,5,0,1,3,5,4,2,5,0,0,5,1,NA,NA,5,5,3,2,3,0,0,0,1,2,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8586",10477,33,4,4,"11/20/13 21:26",5,20,3,0,"11/20/13 21:35","Eating dinner with friends",NA,2,4,4,4,2,NA,NA,NA,NA,NA,NA,4,2,2,2,4,4,4,2,2,4,3,3,2,0,0,0,0,0,0,0,0,0,0,3,2,2,NA,4,0,1,3,4,3,4,4,0,0,4,1,NA,NA,3,3,3,4,2,0,0,1,1,2,2,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8587",10461,8,4,4,"11/20/13 21:18",5,20,3,0,"11/20/13 21:37","I was still in chapter for my fraternity.",4,1,1,5,4,2,NA,NA,NA,NA,NA,NA,3,1,5,2,5,4,4,1,2,1,4,3,3,0,0,0,0,0,0,0,0,0,0,4,NA,2,3,3,0,1,3,4,2,5,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8588",10525,15,4,4,"11/20/13 21:17",3,12,3,0,"11/20/13 21:22","Hanging out in common room, went to a sorority info session , went to wge waffles",4,1,5,4,3,4,3,3,3,3,4,3,5,2,1,4,2,4,4,3,1,5,4,4,3,1,0,0,0,0,0,0,0,1,0,4,4,2,4,4,1,1,3,5,4,1,5,1,0,5,1,NA,NA,4,5,3,2,4,0,0,0,1,1,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8589",10513,41,4,4,"11/20/13 21:17",2,8,3,0,"11/20/13 21:23","I walked back from soccer practice then I hung out in the common room with my friends",4,2,4,4,4,2,5,2,2,4,4,1,5,2,4,3,5,5,3,2,1,5,3,5,2,0,0,0,0,0,0,0,0,0,0,3,3,4,5,5,0,1,3,5,3,4,5,0,0,5,1,NA,NA,5,5,3,5,3,0,0,1,1,4,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8590",10486,50,4,4,"11/20/13 21:14",8,32,3,0,"11/20/13 21:32","I hung out with my floormates.",4,3,4,5,5,2,4,3,4,4,5,2,5,1,3,1,4,5,4,1,1,4,4,4,1,1,1,1,0,0,0,0,1,0,0,2,2,2,4,3,1,1,3,4,2,4,5,0,0,4,1,NA,NA,4,3,3,4,1,0,0,1,1,3,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8591",10497,35,4,4,"11/20/13 21:08",3,12,3,0,"11/20/13 21:18","Dinner with friends",4,2,5,5,3,4,4,2,2,5,4,4,4,2,1,2,2,5,5,1,1,4,5,2,4,0,0,0,0,0,0,0,0,0,0,2,2,1,4,5,0,1,4,4,4,2,5,1,0,4,1,NA,NA,5,4,3,2,4,0,0,0,1,3,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8592",10516,31,4,4,"11/20/13 21:05",2,8,3,0,"11/20/13 21:11","Group meeting for project",4,2,5,4,5,2,NA,NA,NA,NA,NA,NA,3,2,1,1,4,4,4,1,1,5,3,5,2,0,1,0,0,0,0,0,0,0,0,3,2,2,2,4,0,1,5,5,3,2,3,0,0,4,1,NA,NA,1,4,4,4,5,0,0,0,0,2,4,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8593",10494,56,4,4,"11/20/13 21:05",6,24,3,0,"11/20/13 21:43","With friends",3,1,5,5,5,2,4,1,5,4,4,3,5,1,1,1,3,5,5,1,1,5,5,5,1,0,0,0,0,0,0,0,0,0,0,1,2,1,3,4,0,1,3,1,5,3,5,0,0,3,1,NA,NA,5,5,3,5,3,0,0,1,1,3,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8594",10517,57,4,4,"11/20/13 21:03",1,4,3,0,"11/20/13 21:07","Watching basketball in my room.",4,3,2,NA,2,1,NA,NA,NA,NA,NA,NA,3,NA,5,5,5,3,3,3,4,3,NA,2,1,1,0,0,1,0,0,0,0,1,0,2,NA,2,5,4,0,0,2,5,1,4,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8595",10484,16,4,4,"11/20/13 21:02",6,24,3,0,"11/20/13 21:06","CS40 event, residential college fondue party /  /",5,1,3,5,5,2,NA,NA,NA,NA,NA,NA,4,1,3,1,4,5,4,1,1,3,4,5,1,0,0,0,0,0,0,0,0,0,0,2,1,2,3,3,0,1,1,4,1,2,4,1,0,5,1,NA,NA,2,4,4,4,2,0,0,0,0,3,3,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
