"SID","freq","hourBlock","day","beepvar","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","Wave","waveDay","beepvar3","SID2","A_rude_comp","E_quiet_comp","C_lazy_comp","N_relaxed_comp","N_depressed_comp","E_outgoing_comp","A_kind_comp","C_reliable_comp","N_worried_comp"
"45",57,1,27,105,1,3,3,4,1,3,5,4,3,"4","4.27",35,10,1.74285714285714,3.16438356164384,2.28767123287671,3.06849315068493,1.46575342465753,3.28767123287671,3.67142857142857,3.78082191780822,3
"10131",35,1,27,105,1,4,1,4,1,2,3,4,2,"4","4.27",34,47,1.1,3.20588235294118,2.41176470588235,3.58823529411765,1,2.52941176470588,3.23333333333333,3.64705882352941,1.58823529411765
"17",170,2,27,106,1,1,1,4,1,4,3,5,2,"4","4.27",63,4,1.39189189189189,3.18716577540107,2.43850267379679,3.37433155080214,1.24598930481283,3.06417112299465,2.84459459459459,3.97326203208556,1.9144385026738
"17",170,3,27,107,2,1,2,4,1,5,3,4,2,"4","4.27",64,4,1.39189189189189,3.18716577540107,2.43850267379679,3.37433155080214,1.24598930481283,3.06417112299465,2.84459459459459,3.97326203208556,1.9144385026738
"17",170,4,27,108,1,5,1,1,1,1,1,5,3,"4","4.27",65,4,1.39189189189189,3.18716577540107,2.43850267379679,3.37433155080214,1.24598930481283,3.06417112299465,2.84459459459459,3.97326203208556,1.9144385026738
"17",170,1,28,109,1,2,2,4,1,4,2,5,2,"4","4.28",66,4,1.39189189189189,3.18716577540107,2.43850267379679,3.37433155080214,1.24598930481283,3.06417112299465,2.84459459459459,3.97326203208556,1.9144385026738
"10123",14,1,28,109,1,1,3,4,1,4,4,4,2,"4","4.28",10,41,1.19736842105263,3.15789473684211,2.78947368421053,3.10526315789474,1.68421052631579,2.63157894736842,3.78947368421053,3.36842105263158,2.68421052631579
"17",170,2,28,110,1.39189189189189,4,1,4,1,1,2.84459459459459,4,1,"4","4.28",67,4,1.39189189189189,3.18716577540107,2.43850267379679,3.37433155080214,1.24598930481283,3.06417112299465,2.84459459459459,3.97326203208556,1.9144385026738
"17",170,4,28,112,1.39189189189189,5,3,3,1,1,2.84459459459459,3,3,"4","4.28",68,4,1.39189189189189,3.18716577540107,2.43850267379679,3.37433155080214,1.24598930481283,3.06417112299465,2.84459459459459,3.97326203208556,1.9144385026738
"10139",34,4,28,112,1,2,2,2,1,5,5,5,3,"4","4.28",34,52,1.13793103448276,3.02631578947368,2.21052631578947,3,1.84210526315789,3.18421052631579,3.44827586206897,3.28947368421053,3.36842105263158
"17",170,1,29,113,1,1,2,3,1,5,3,4,1,"4","4.29",69,4,1.39189189189189,3.18716577540107,2.43850267379679,3.37433155080214,1.24598930481283,3.06417112299465,2.84459459459459,3.97326203208556,1.9144385026738
"17",170,2,29,114,1,1,2,3,1,5,3,4,2,"4","4.29",70,4,1.39189189189189,3.18716577540107,2.43850267379679,3.37433155080214,1.24598930481283,3.06417112299465,2.84459459459459,3.97326203208556,1.9144385026738
"17",170,3,29,115,1,1,1,3,1,4,3,4,1,"4","4.29",71,4,1.39189189189189,3.18716577540107,2.43850267379679,3.37433155080214,1.24598930481283,3.06417112299465,2.84459459459459,3.97326203208556,1.9144385026738
"17",170,4,29,116,1.39189189189189,4,1,5,1,1,2.84459459459459,5,1,"4","4.29",72,4,1.39189189189189,3.18716577540107,2.43850267379679,3.37433155080214,1.24598930481283,3.06417112299465,2.84459459459459,3.97326203208556,1.9144385026738
"8",44,1,3,9,1,3,1,4,2,4,3,5,1,"4","4.3",22,3,1.31428571428571,3.45454545454545,1.63636363636364,2.86363636363636,2.31818181818182,2.43181818181818,2.88571428571429,4.11363636363636,2.68181818181818
"19",27,1,3,9,2,2,1,4,2,4,4,3,2,"4","4.3",12,5,1.93103448275862,3.68571428571429,2.6,3.62857142857143,2.11428571428571,2.4,3.37931034482759,3.48571428571429,2.11428571428571
"22",56,1,3,9,1,3,1,4,2,4,4,5,2,"4","4.3",30,6,1.0188679245283,3.35714285714286,1.66071428571429,3.48214285714286,1.46428571428571,3.28571428571429,3.28301886792453,4.125,2.10714285714286
"46",27,1,3,9,1,4,2,3,1,2,4,4,2,"4","4.3",14,11,1.14285714285714,3.55555555555556,2.16666666666667,3.33333333333333,1.30555555555556,2.88888888888889,4.53571428571429,4,2.33333333333333
"51",55,1,3,9,1,5,1,5,1,2,5,5,2,"4","4.3",28,13,1.40540540540541,3.79268292682927,1.85365853658537,3.82926829268293,1.29268292682927,2.31707317073171,4.41891891891892,3.96341463414634,2.13414634146341
"54",47,1,3,9,1,3,1,4,1,3,4,3,2,"4","4.3",24,15,1.05084745762712,2.62666666666667,1.24,3.53333333333333,1.02666666666667,3.28,3.66101694915254,4.42666666666667,1.34666666666667
"68",25,1,3,9,1,3,3,4,1,2,4.1,3,1,"4","4.3",12,17,1,2.64,1.68,3.4,1.44,2.8,4.1,3.88,1.84
"70",32,1,3,9,1,2,1,3,1,4,4,5,1,"4","4.3",14,18,1.38375,2.46,2.08,3.36,1.54,3.56,4.03875,4.32,2.08
"89",59,1,3,9,2.06521739130435,4,3,4,2,2,3.78260869565217,3,2,"4","4.3",38,26,2.06634182908546,2.87931034482759,2.96551724137931,3.51724137931034,1.74137931034483,3.18965517241379,3.77886056971514,3.58620689655172,2.32758620689655
"91",44,1,3,9,2,2,1,3,1,5,4,4,2,"4","4.3",24,28,1.95454545454545,3.46575342465753,2.02739726027397,3.93150684931507,1.04109589041096,3.02739726027397,3.078125,3.9041095890411,1.41095890410959
"94",8,1,3,9,1,2,1,4,1,4,4,4,1,"4","4.3",5,30,1.3,3,1.25,3.25,1.25,3.25,3.1,3.91666666666667,1.58333333333333
"95",24,1,3,9,3,5,3,1,1,3,2,1,5,"4","4.3",15,31,3.32352941176471,2.91428571428571,3.31428571428571,2.4,1.14285714285714,3.02857142857143,2.64705882352941,2.57142857142857,3.51428571428571
"10107",15,1,3,9,1.55,4,1,4,1,4,3.65,4,2,"4","4.3",6,35,1.53125,3.375,2,3.625,1.375,3.08333333333333,3.63541666666667,3.95833333333333,2.16666666666667
"10109",25,1,3,9,1,3,2,4,1,4,4,5,1,"4","4.3",11,36,1.04347826086957,2.96,1.76,3.56,1,3.8,4.04347826086957,4.8,1.6
"10111",56,1,3,9,1,5,2,3,2,1,3,4,3,"4","4.3",29,37,1.05263157894737,3.61538461538462,2.6025641025641,3.64102564102564,1.14102564102564,2.57692307692308,3.36842105263158,3.88461538461538,2.33333333333333
"10121",20,1,3,9,1,3,3,3,2,4,4,5,2,"4","4.3",11,39,1.37857142857143,3.35714285714286,2.21428571428571,3.03571428571429,1.35714285714286,2.53571428571429,3.20714285714286,3.78571428571429,1.89285714285714
"10124",37,1,3,9,1.22222222222222,4,2,3,2,2,3.5,2,2,"4","4.3",19,42,1.22222222222222,2.84782608695652,2.08695652173913,3.23913043478261,1.39130434782609,3.06521739130435,3.5,3.73913043478261,2.1304347826087
"10129",23,1,3,9,3,5,3,3,2,2,3,5,4,"4","4.3",15,46,1.57692307692308,3.34375,3.125,3.28125,2.125,2.8125,3.46153846153846,3.8125,3.0625
"10136",30,1,3,9,1,2,5,4,3,2,4,4,2,"4","4.3",13,51,1.70588235294118,3.76595744680851,2.91489361702128,3.1063829787234,2.36170212765957,2.27659574468085,3.97058823529412,3.65957446808511,1.97872340425532
"10141",25,1,3,9,1,2,1,3,1,5,4,5,2,"4","4.3",13,53,1.04761904761905,3.36,1.96,3.6,1.52,3.56,3.95238095238095,4.6,1.36
"10143",23,1,3,9,2,5,2,2,2,4,4,4,5,"4","4.3",11,54,2.20689655172414,3.73529411764706,2.73529411764706,3.5,2.23529411764706,2.67647058823529,2.86206896551724,3.14705882352941,3.11764705882353
"10149",33,1,3,9,1,2,1,2,1,4,5,5,1,"4","4.3",14,59,1.50109569028488,2.72972972972973,2.08108108108108,2.91891891891892,1.48648648648649,2.91891891891892,3.5799853907962,3.64864864864865,2.21621621621622
"10155",25,1,3,9,2,4,3,5,1,2,3,3,1,"4","4.3",8,61,1.8,4.14814814814815,3.03703703703704,3.74074074074074,1.40740740740741,2.44444444444444,3.35,3.44444444444444,1.81481481481481
"10157",54,1,3,9,2,3,1,3,1,5,4,5,2,"4","4.3",28,62,1.32727272727273,3.04918032786885,2.16393442622951,3.77049180327869,1.11475409836066,3.47540983606557,4.58181818181818,4.62295081967213,2
"10161",19,1,3,9,2,4,3,4,2,1,2,3,4,"4","4.3",7,63,1.753125,3.25,3.25,2.95,1.9,2.3,2.70625,2.8,2.85
"10175",25,1,3,9,2,4,4,2,3,3,2,2,1,"4","4.3",11,69,2.16666666666667,3.18518518518519,2.81481481481481,3,2.92592592592593,2.2962962962963,2.83333333333333,2.88888888888889,1.48148148148148
"10186",6,1,3,9,1,5,1,2,1,1,3,4,4,"4","4.3",2,71,1.72727272727273,3.18181818181818,2.18181818181818,3,1.45454545454545,2.72727272727273,2.81818181818182,3.63636363636364,2.90909090909091
"10204",25,1,3,9,3,5,2,1,3,1,3,3,1,"4","4.3",13,74,1.1304347826087,3.53846153846154,2.96153846153846,3.11538461538462,1.46153846153846,2.34615384615385,2.30434782608696,2.92307692307692,1.96153846153846
"10208",60,1,3,9,1,3,1,5,1,3,4,5,1,"4","4.3",42,76,1.67241379310345,4,2.31506849315068,4.26027397260274,1.05479452054795,2.15068493150685,3.31034482758621,3.54794520547945,1.86301369863014
"10213",34,1,3,9,1.40909090909091,5,2,3,2,2,3.72727272727273,4,3,"4","4.3",15,77,1.40909090909091,3.97058823529412,1.85294117647059,4.17647058823529,1.47058823529412,2.08823529411765,3.72727272727273,4.08823529411765,1.79411764705882
"10217",18,1,3,9,1,3,1,4,1,3,3,3,2,"4","4.3",7,78,1.33333333333333,2.75,2.35,2.85,1.4,2.15,2.8,3.4,3
"10222",47,1,3,9,1,2,1,3,1,1,4,3,1,"4","4.3",26,80,1.18518518518519,3.63829787234043,3.02127659574468,2.87234042553191,1.19148936170213,2.40425531914894,3.88888888888889,3.31914893617021,1.87234042553191
"10228",19,1,3,9,1,4,3,3,2,2,3,2,1,"4","4.3",8,83,1.09090909090909,2.76923076923077,2.23076923076923,3.38461538461538,1.30769230769231,2.73076923076923,3.22727272727273,3.5,1.73076923076923
"10233",11,1,3,9,2,4,1,5,1,3,4,2,1,"4","4.3",6,86,1.83333333333333,2.75,2.75,3.75,1.25,4.25,3.33333333333333,3.58333333333333,2
"10234",16,1,3,9,2,3,2,2,3,2,3,3,5,"4","4.3",7,87,2.04545454545455,3.8,3.56,2.56,2.32,2.24,2.45454545454545,2.92,2.6
"10240",18,1,3,9,1,2,4,3,2,2,4,4,3,"4","4.3",11,90,1.26923076923077,2.96428571428571,2.71428571428571,2.42857142857143,2.21428571428571,2.17857142857143,3.38461538461538,3.75,3.21428571428571
"10245",52,1,3,9,2,5,3,1,1,2,3,3,1,"4","4.3",26,92,1.62566844919786,3.6078431372549,3.05882352941176,2.88235294117647,1.64705882352941,2.50980392156863,3.28520499108734,3.25490196078431,2.54901960784314
"10266",33,1,3,9,1,5,2,4,1,1,3,3,1,"4","4.3",14,98,1.08695652173913,3.60606060606061,2.09090909090909,3.42424242424242,1.12121212121212,2,3.95454545454545,4.03030303030303,1.51515151515152
"10267",16,1,3,9,1,3,2,2,1,3,3,3,3,"4","4.3",13,99,1,2.75,1.6875,2.8125,1.25,3.125,3.14285714285714,3.6875,2.375
"10272",29,1,3,9,2.25,4,4,3,2,2,3,4,2,"4","4.3",9,103,2.25,3.27586206896552,3.3448275862069,2.75862068965517,2.48275862068966,2.48275862068966,3,3.20689655172414,2.79310344827586
"10274",60,1,3,9,1,2,1,5,1,5,4,5,1,"4","4.3",34,104,1.37142857142857,3.26086956521739,1.89130434782609,4.1195652173913,1.04347826086957,2.95652173913043,4.01428571428571,4.33695652173913,1.79347826086957
"10275",46,1,3,9,1,4,1,2,2,1,3,4,2,"4","4.3",26,105,1.3448275862069,4.65217391304348,1.30434782608696,3.06521739130435,2.08695652173913,1.41304347826087,1.68965517241379,4.58695652173913,2.30434782608696
"10280",22,1,3,9,1,2,3,5,1,5,4,4,1,"4","4.3",11,108,1,3.54545454545455,2.27272727272727,3.45454545454545,1.68181818181818,2.27272727272727,4,3.81818181818182,2.36363636363636
"10288",54,1,3,9,1,3,3,3,2,1,4,3,2,"4","4.3",27,111,1.44736842105263,3.01219512195122,2.34146341463415,3.89024390243902,1.68292682926829,2.91463414634146,4.47368421052632,3.5,1.97560975609756
"10301",46,1,3,9,2,5,2,3,1,2,4,3,3,"4","4.3",20,115,1.68292682926829,2.78260869565217,1.8695652173913,3.89130434782609,1.19565217391304,3.32608695652174,3.75609756097561,3.89130434782609,1.89130434782609
"10308",54,1,3,9,2,1,1,3,1,5,5,5,3,"4","4.3",29,116,1.1044776119403,2.87209302325581,1.34883720930233,3.96511627906977,1.18604651162791,3.61627906976744,4.76119402985075,4.6046511627907,3.54651162790698
"10310",48,1,3,9,2,5,3,4,2,4,2,4,2,"4","4.3",27,118,2.56818181818182,3.40350877192982,2.87719298245614,3.68421052631579,2.01754385964912,3,2.25,3.2280701754386,2.42105263157895
"10311",55,1,3,9,2,4,3,4,2,3,4,4,3,"4","4.3",29,119,1.28813559322034,2.92307692307692,2.21538461538462,3.26153846153846,1.87692307692308,2.63076923076923,3.38983050847458,3.66153846153846,2.61538461538462
"10318",28,1,3,9,1.56521739130435,5,5,2,3,1,3.39130434782609,2,3,"4","4.3",18,120,1.56521739130435,3.80645161290323,3,2.83870967741935,1.70967741935484,2.06451612903226,3.39130434782609,3.54838709677419,2.93548387096774
"10326",13,1,3,9,1.44444444444444,4,3,4,4,2,3.11111111111111,3,3,"4","4.3",7,124,1.44444444444444,4.1875,2.4375,2.875,2.25,1.9375,3.11111111111111,3.75,3.0625
"10336",7,1,3,9,1,5,4,2,1,1,3,4,5,"4","4.3",6,128,1.35294117647059,3.51351351351351,2.91891891891892,2.94594594594595,2.02702702702703,2.43243243243243,3.41176470588235,3.05405405405405,2.72972972972973
"10345",18,1,3,9,1.5625,4,2,3,3,1,3.1875,3,3,"4","4.3",3,132,1.5625,3.33333333333333,2.05555555555556,3.38888888888889,1.66666666666667,2.5,3.1875,4.05555555555556,2.88888888888889
"10349",9,1,3,9,1,5,4,3,4,1,3,2,3,"4","4.3",6,133,1.14814814814815,3.64516129032258,2.48387096774194,3.16129032258065,1.7741935483871,2.32258064516129,3,3.80645161290323,2.64516129032258
"10363",29,1,3,9,2,3,4,4,1,3,2,3,1,"4","4.3",15,137,2.18181818181818,3.36111111111111,2.33333333333333,2.63888888888889,2.08333333333333,2.30555555555556,2.57575757575758,2.86111111111111,2.94444444444444
"10365",55,1,3,9,1,5,3,4,1,2,4,3,1,"4","4.3",31,138,1.07692307692308,3.79746835443038,2.0379746835443,3.21518987341772,1.25316455696203,2.43037974683544,4.36538461538461,4.32911392405063,2.24050632911392
"10366",55,1,3,9,1,3,1,4,1,4,4,5,1,"4","4.3",30,139,1.0531914893617,3.27,2.27,3.82,1.16,3.21,4.56382978723404,4.86,2.27
"10367",36,1,3,9,1,3,4,3,1,2,4,5,2,"4","4.3",21,140,1.10810810810811,3.8125,2.6875,3.0625,1.1875,2.0625,4.56756756756757,3.95833333333333,2.39583333333333
"10372",66,1,3,9,1.97413793103448,4,4,3,2,1,3.45689655172414,3,4,"4","4.3",40,141,1.97413793103448,3.97515527950311,3.32919254658385,3.3167701863354,2.91304347826087,2.08074534161491,3.45689655172414,3.02484472049689,3.21739130434783
"10378",11,1,3,9,2,1,4,4,2,5,4,3,3,"4","4.3",6,142,2,3.32,2.44,2.48,2.16,2.8,2.47368421052632,3.56,2.72
"10380",34,1,3,9,1.41935483870968,3,3,3,1,2,2.51612903225806,1,1,"4","4.3",12,143,1.41935483870968,3.21052631578947,3.15789473684211,3.57894736842105,1.15789473684211,2.65789473684211,2.51612903225806,2.76315789473684,1.52631578947368
"10386",14,1,3,9,1,3,4,3,1,3,3,5,2,"4","4.3",6,144,1.78571428571429,3.07142857142857,2.71428571428571,3.07142857142857,1.35714285714286,3,3.57142857142857,4.42857142857143,1.92857142857143
"10418",47,1,3,9,1,3,1,1,1,1,5,2,5,"4","4.3",23,156,1.02631578947368,3.48936170212766,1.4468085106383,2.8936170212766,1.08510638297872,2.23404255319149,4.97368421052632,4.68085106382979,2.02127659574468
"10432",78,1,3,9,1.08571428571429,5,3,3,2,1,3.06730769230769,3,3,"4","4.3",51,159,1.08571428571429,3.58778625954198,1.90076335877863,3.63358778625954,1.16793893129771,2.27480916030534,3.06730769230769,4.56488549618321,1.61832061068702
"10437",44,1,3,9,1,3,4,3,2,3,4,2,4,"4","4.3",26,162,1.44776119402985,2.79285714285714,2.5,3.94285714285714,1.27857142857143,3.26428571428571,4.14925373134328,3.73571428571429,2.03571428571429
"10440",10,1,3,9,1,2,3,3,1,3,3,1,1,"4","4.3",5,163,1.125,2.875,3.25,3.375,1,2,2.5,2.5,1
"10441",22,1,3,9,2,3,3,2,2,2,2,3,5,"4","4.3",11,164,1.15384615384615,4.18181818181818,3.18181818181818,2.45454545454545,2.45454545454545,2.09090909090909,2.76923076923077,3.40909090909091,3.77272727272727
"10444",14,1,3,9,2.125,5,4,5,2,1,3.5,2,2,"4","4.3",7,165,2.125,3.42857142857143,2.92857142857143,3,2.64285714285714,2.64285714285714,3.5,3.07142857142857,3.07142857142857
"10445",35,1,3,9,1,3,4,4,1,4,4,3,1,"4","4.3",21,166,1.18367346938776,3.40740740740741,2.24074074074074,3.2037037037037,1.44444444444444,3.75925925925926,4.3265306122449,4.61111111111111,2.7962962962963
"10449",48,1,3,9,1,3,1,4,1,5,4,5,2,"4","4.3",25,168,1.18333333333333,2.53731343283582,1.58208955223881,3.86567164179104,1.11940298507463,3.59701492537313,3.95,4.56716417910448,1.49253731343284
"10450",36,1,3,9,2,2,3,3,1,3,3,3,2,"4","4.3",24,169,1.46621621621622,3.7972972972973,3.08108108108108,3.66216216216216,1.2972972972973,1.97297297297297,1.73648648648649,3.83783783783784,2.68918918918919
"10454",13,1,3,9,1,5,1,3,1,1,5,4,2,"4","4.3",6,172,1.25,4.3125,1.875,3.0625,1.5,1.875,4.16666666666667,3.5,2.875
"10463",37,1,3,9,1,5,1,5,1,1,5,5,1,"4","4.3",15,176,1,3.51351351351351,1.24324324324324,4.16216216216216,1.05405405405405,2.75675675675676,5,5,1.2972972972973
"10466",10,1,3,9,1.14285714285714,4,2,3,1,1,3.28571428571429,3,3,"4","4.3",3,177,1.14285714285714,3.4,3.3,3.4,1.3,2.3,3.28571428571429,3,2.8
"10471",9,1,3,9,2,5,4,4,2,2,2.9,3,2,"4","4.3",5,178,2,3.57142857142857,2.92857142857143,3.71428571428571,2.14285714285714,2.5,2.9,3.28571428571429,2.28571428571429
"10479",25,1,3,9,2,1,2,3,1,3,3,2,2,"4","4.3",15,181,1.63636363636364,3,3.24,3.24,1.12,2.6,2.90909090909091,3.6,2.44
"10486",41,1,3,9,1,3,3,4,3,4,3,4,4,"4","4.3",22,185,1.70967741935484,3.26829268292683,2.65853658536585,3.60975609756098,1.34146341463415,2.97560975609756,3.45161290322581,3.51219512195122,2.19512195121951
"10490",63,1,3,9,1.65789473684211,4,3,3,2,2,3.97368421052632,3,2,"4","4.3",37,186,1.65789473684211,3.4,2.81142857142857,3.22857142857143,1.14857142857143,2.25714285714286,3.97368421052632,3.12,2.30285714285714
"10492",31,1,3,9,2,2,2,4,1,5,4,4,2,"4","4.3",14,187,1.56896551724138,2.51515151515152,2.16666666666667,3.57575757575758,1.13636363636364,3.45454545454545,3.79310344827586,3.87878787878788,1.90909090909091
"10493",32,1,3,9,1,5,3,1,4,1,3,5,5,"4","4.3",14,188,1.36363636363636,3.58974358974359,2.8974358974359,3.28205128205128,2.51282051282051,2.84615384615385,3.72727272727273,4.64102564102564,2.53846153846154
"10494",9,1,3,9,1,3,2,3,2,1,2,3,2,"4","4.3",5,189,1.16,3.27272727272727,1.51515151515152,3.27272727272727,1.75757575757576,2.51515151515152,3.72,3.36363636363636,2.66666666666667
"10496",46,1,3,9,1,4,3,2,1,3,3,5,1,"4","4.3",21,190,1.27450980392157,3.56896551724138,2,3.39655172413793,1.62068965517241,2.17241379310345,3.3921568627451,2.74137931034483,2.5
"10509",27,1,3,9,1,3,3,3,1,3,3,3,2,"4","4.3",14,193,1.53703703703704,2.38028169014085,2.88732394366197,3.54929577464789,1.54929577464789,3.12676056338028,3.11111111111111,3.25352112676056,2.61971830985915
"10518",39,1,3,9,1,5,2,3,2,2,5,5,3,"4","4.3",19,196,1.27586206896552,2.94736842105263,2.71052631578947,2.84210526315789,2.28947368421053,2.55263157894737,4.58620689655172,3.60526315789474,3.07894736842105
"10530",51,1,3,9,1.51063829787234,5,2,3,1,1,2.34042553191489,3,2,"4","4.3",31,199,1.51063829787234,3.35294117647059,2.25490196078431,3.35294117647059,1.3921568627451,2.92156862745098,2.34042553191489,4.11764705882353,2.11764705882353
"10535",44,1,3,9,1,3,4,4,2,3,3,4,3,"4","4.3",24,200,1.38589743589744,3.35897435897436,2.92307692307692,3.64102564102564,2,2.64102564102564,3.19294871794872,3.43589743589744,2.33333333333333
"10536",16,1,3,9,1,1,2,3,1,5,3,4,2,"4","4.3",2,201,1.75,3.625,3.25,3,1.1875,2.5,3.5,3,1.25
"10543",2,1,3,9,2,2,2,3,1,4,4,4,2,"4","4.3",2,207,2.09756097560976,3.11111111111111,2.73333333333333,3.6,1.06666666666667,2.77777777777778,2.8780487804878,3.08888888888889,2.24444444444444
"10547",52,1,3,9,1,2,1,2,1,4,4,5,1,"4","4.3",26,209,1.53846153846154,2.73076923076923,1.92307692307692,2.82692307692308,1.03846153846154,3.03846153846154,4.25641025641026,4.40384615384615,1.59615384615385
"8",44,2,3,10,1,2,2,4,2,3,4,4,2,"4","4.3",23,3,1.31428571428571,3.45454545454545,1.63636363636364,2.86363636363636,2.31818181818182,2.43181818181818,2.88571428571429,4.11363636363636,2.68181818181818
"17",170,2,3,10,1,3,3,3,2,3,4,5,2,"4","4.3",73,4,1.39189189189189,3.18716577540107,2.43850267379679,3.37433155080214,1.24598930481283,3.06417112299465,2.84459459459459,3.97326203208556,1.9144385026738
"19",27,2,3,10,2,5,2,4,2,1,3,3,2,"4","4.3",13,5,1.93103448275862,3.68571428571429,2.6,3.62857142857143,2.11428571428571,2.4,3.37931034482759,3.48571428571429,2.11428571428571
"45",57,2,3,10,3,2,2,4,2,4,3,3,3,"4","4.3",36,10,1.74285714285714,3.16438356164384,2.28767123287671,3.06849315068493,1.46575342465753,3.28767123287671,3.67142857142857,3.78082191780822,3
"46",27,2,3,10,2,5,2,2,2,2,4,4,2,"4","4.3",15,11,1.14285714285714,3.55555555555556,2.16666666666667,3.33333333333333,1.30555555555556,2.88888888888889,4.53571428571429,4,2.33333333333333
"51",55,2,3,10,1,5,1,4,1,1,5,5,2,"4","4.3",29,13,1.40540540540541,3.79268292682927,1.85365853658537,3.82926829268293,1.29268292682927,2.31707317073171,4.41891891891892,3.96341463414634,2.13414634146341
"52",40,2,3,10,2,4,2,3,2,2,3,4,3,"4","4.3",21,14,2.02083333333333,3.08,2.5,3.4,1.96,2.96,3.41666666666667,3.52,2.54
"61",90,2,3,10,3,3,4,2,3,2,2,2,2,"4","4.3",64,16,1.34831460674157,2.97345132743363,2.95575221238938,2.84955752212389,1.36283185840708,2.66371681415929,3.40449438202247,2.98230088495575,2.0353982300885
"68",25,2,3,10,1,3,3,5,1,3,4,5,1,"4","4.3",13,17,1,2.64,1.68,3.4,1.44,2.8,4.1,3.88,1.84
"70",32,2,3,10,1,4,1,3,1,2,4,5,1,"4","4.3",15,18,1.38375,2.46,2.08,3.36,1.54,3.56,4.03875,4.32,2.08
"88",23,2,3,10,2,2,2,4,1,4,3,4,2,"4","4.3",8,25,2.04347826086957,2.73913043478261,2.1304347826087,2.95652173913043,1.73913043478261,3.30434782608696,3.52173913043478,3.30434782608696,2.91304347826087
"92",16,2,3,10,1,4,2,4,1,1,3,4,2,"4","4.3",5,29,1.41666666666667,3.8125,2.4375,3.1875,1.3125,1.5625,3,3.9375,2.5
"10107",15,2,3,10,1,5,1,4,1,4,3,4,2,"4","4.3",7,35,1.53125,3.375,2,3.625,1.375,3.08333333333333,3.63541666666667,3.95833333333333,2.16666666666667
"10111",56,2,3,10,1,5,2,4,1,2,3,4,2,"4","4.3",30,37,1.05263157894737,3.61538461538462,2.6025641025641,3.64102564102564,1.14102564102564,2.57692307692308,3.36842105263158,3.88461538461538,2.33333333333333
"10121",20,2,3,10,1,4,3,3,2,3,4,5,2,"4","4.3",12,39,1.37857142857143,3.35714285714286,2.21428571428571,3.03571428571429,1.35714285714286,2.53571428571429,3.20714285714286,3.78571428571429,1.89285714285714
"10124",37,2,3,10,2,2,3,4,2,3,4,3,2,"4","4.3",20,42,1.22222222222222,2.84782608695652,2.08695652173913,3.23913043478261,1.39130434782609,3.06521739130435,3.5,3.73913043478261,2.1304347826087
"10132",31,2,3,10,1.12820512820513,5,3,5,1,1,3.58974358974359,5,2,"4","4.3",20,48,1.12820512820513,2.97826086956522,2.08695652173913,3.97826086956522,1.23913043478261,2.73913043478261,3.58974358974359,4.02173913043478,2.91304347826087
"10133",11,2,3,10,1,4,1,4,1,2,4,3,2,"4","4.3",8,49,1,3.72727272727273,2.63636363636364,4.27272727272727,1.27272727272727,2.36363636363636,3.44444444444444,2.81818181818182,1.54545454545455
"10136",30,2,3,10,1.70588235294118,4,2,3,3,2,3.97058823529412,4,3,"4","4.3",14,51,1.70588235294118,3.76595744680851,2.91489361702128,3.1063829787234,2.36170212765957,2.27659574468085,3.97058823529412,3.65957446808511,1.97872340425532
"10141",25,2,3,10,1,4,3,5,1,3,5,4,1,"4","4.3",14,53,1.04761904761905,3.36,1.96,3.6,1.52,3.56,3.95238095238095,4.6,1.36
"10143",23,2,3,10,2,4,5,2,2,3,2,2,4,"4","4.3",12,54,2.20689655172414,3.73529411764706,2.73529411764706,3.5,2.23529411764706,2.67647058823529,2.86206896551724,3.14705882352941,3.11764705882353
"10149",33,2,3,10,4,3,2,3,1,4,3,5,2,"4","4.3",15,59,1.50109569028488,2.72972972972973,2.08108108108108,2.91891891891892,1.48648648648649,2.91891891891892,3.5799853907962,3.64864864864865,2.21621621621622
"10155",25,2,3,10,1,5,3,5,1,2,3,4,1,"4","4.3",9,61,1.8,4.14814814814815,3.03703703703704,3.74074074074074,1.40740740740741,2.44444444444444,3.35,3.44444444444444,1.81481481481481
"10157",54,2,3,10,3,5,2,4,1,2,3,5,3,"4","4.3",29,62,1.32727272727273,3.04918032786885,2.16393442622951,3.77049180327869,1.11475409836066,3.47540983606557,4.58181818181818,4.62295081967213,2
"10161",19,2,3,10,1.8125,2,5,2,2,1,2.625,1,3,"4","4.3",8,63,1.753125,3.25,3.25,2.95,1.9,2.3,2.70625,2.8,2.85
"10175",25,2,3,10,2.16666666666667,5,4,4,3,1,2.83333333333333,1,1,"4","4.3",12,69,2.16666666666667,3.18518518518519,2.81481481481481,3,2.92592592592593,2.2962962962963,2.83333333333333,2.88888888888889,1.48148148148148
"10181",35,2,3,10,1,2,1,2,2,4,4,4,2,"4","4.3",21,70,1.18181818181818,2.94285714285714,2.62857142857143,3.02857142857143,2.05714285714286,3.17142857142857,3.12121212121212,3.14285714285714,2.14285714285714
"10200",20,2,3,10,1.44444444444444,5,3,2,1,1,3.44444444444444,2,1,"4","4.3",7,73,1.44444444444444,3.95833333333333,2.25,4,1.33333333333333,1.875,3.44444444444444,4.125,1
"10204",25,2,3,10,1,5,3,4,1,1,4,3,1,"4","4.3",14,74,1.1304347826087,3.53846153846154,2.96153846153846,3.11538461538462,1.46153846153846,2.34615384615385,2.30434782608696,2.92307692307692,1.96153846153846
