"SID","freq","hourBlock","day","beepvar","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","Wave","waveDay","beepvar3","SID2","A_rude_comp","E_quiet_comp","C_lazy_comp","N_relaxed_comp","N_depressed_comp","E_outgoing_comp","A_kind_comp","C_reliable_comp","N_worried_comp"
"89",59,2,12,46,2,1,2,4,2,5,4,4,1,"4","4.12",11,26,2.06634182908546,2.87931034482759,2.96551724137931,3.51724137931034,1.74137931034483,3.18965517241379,3.77886056971514,3.58620689655172,2.32758620689655
"90",13,2,12,46,2,4,3,2,2,2,2,3,4,"4","4.12",3,27,2.25,3.83333333333333,3.41666666666667,3.08333333333333,2.16666666666667,1.83333333333333,2.83333333333333,2.58333333333333,3.5
"10111",56,2,12,46,1,4,2,4,1,3,4,4,2,"4","4.12",13,37,1.05263157894737,3.61538461538462,2.6025641025641,3.64102564102564,1.14102564102564,2.57692307692308,3.36842105263158,3.88461538461538,2.33333333333333
"10121",20,2,12,46,2,4,3,4,1,2,3,3,1,"4","4.12",4,39,1.37857142857143,3.35714285714286,2.21428571428571,3.03571428571429,1.35714285714286,2.53571428571429,3.20714285714286,3.78571428571429,1.89285714285714
"10143",23,2,12,46,4,2,2,1,4,2,2,3,4,"4","4.12",7,54,2.20689655172414,3.73529411764706,2.73529411764706,3.5,2.23529411764706,2.67647058823529,2.86206896551724,3.14705882352941,3.11764705882353
"10145",22,2,12,46,1,3,3,4,1,4,4,5,2,"4","4.12",2,56,1.2,3.04,2.92,3.2,2.04,3.16,3.2,3.8,2.32
"10157",54,2,12,46,1,4,1,5,1,4,5,5,2,"4","4.12",11,62,1.32727272727273,3.04918032786885,2.16393442622951,3.77049180327869,1.11475409836066,3.47540983606557,4.58181818181818,4.62295081967213,2
"10208",60,2,12,46,1,5,3,5,1,2,3,4,2,"4","4.12",9,76,1.67241379310345,4,2.31506849315068,4.26027397260274,1.05479452054795,2.15068493150685,3.31034482758621,3.54794520547945,1.86301369863014
"10227",59,2,12,46,2,1,2,2,1,4,4,4,4,"4","4.12",9,82,1.92307692307692,3.41666666666667,2.75,3.1547619047619,2.44047619047619,1.95238095238095,3.46153846153846,3.16666666666667,2.80952380952381
"10236",48,2,12,46,1,4,1,3,1,2,4,5,1,"4","4.12",6,88,1.25862068965517,3.68055555555556,1.625,3.83333333333333,1.31944444444444,2.02777777777778,2.70689655172414,3.91666666666667,1.80555555555556
"10267",16,2,12,46,1,3,2,3,1,2,2,3,2,"4","4.12",5,99,1,2.75,1.6875,2.8125,1.25,3.125,3.14285714285714,3.6875,2.375
"10270",32,2,12,46,1,5,5,5,1,4,5,5,1,"4","4.12",11,102,1.14285714285714,3.22619047619048,2.96428571428571,4.14285714285714,1.10714285714286,3.0952380952381,3.46753246753247,4.01190476190476,1.4047619047619
"10274",60,2,12,46,2,3,1,3,1,5,4,3,1,"4","4.12",13,104,1.37142857142857,3.26086956521739,1.89130434782609,4.1195652173913,1.04347826086957,2.95652173913043,4.01428571428571,4.33695652173913,1.79347826086957
"10280",22,2,12,46,1,5,2,4,1,1,5,5,2,"4","4.12",7,108,1,3.54545454545455,2.27272727272727,3.45454545454545,1.68181818181818,2.27272727272727,4,3.81818181818182,2.36363636363636
"10288",54,2,12,46,1.44736842105263,5,1,4,3,1,4.47368421052632,4,3,"4","4.12",11,111,1.44736842105263,3.01219512195122,2.34146341463415,3.89024390243902,1.68292682926829,2.91463414634146,4.47368421052632,3.5,1.97560975609756
"10289",44,2,12,46,1,3,3,3,1,4,4,4,3,"4","4.12",12,112,1.47457627118644,3.11666666666667,1.96666666666667,3.03333333333333,1.43333333333333,3.16666666666667,3.3728813559322,4.31666666666667,2.56666666666667
"10308",54,2,12,46,1,1,1,4,1,5,5,5,4,"4","4.12",13,116,1.1044776119403,2.87209302325581,1.34883720930233,3.96511627906977,1.18604651162791,3.61627906976744,4.76119402985075,4.6046511627907,3.54651162790698
"10310",48,2,12,46,3,2,5,5,1,5,3,4,2,"4","4.12",11,118,2.56818181818182,3.40350877192982,2.87719298245614,3.68421052631579,2.01754385964912,3,2.25,3.2280701754386,2.42105263157895
"10352",31,2,12,46,1,2,1,4,3,4,1,5,1,"4","4.12",9,134,1.13793103448276,2.90322580645161,1.48387096774194,4.03225806451613,1.54838709677419,3.48387096774194,3.62068965517241,4.35483870967742,2.41935483870968
"10360",13,2,12,46,1,5,3,4,1,1,3,3,1,"4","4.12",5,136,1.375,4,2.31578947368421,3,1.68421052631579,2,3.125,3.63157894736842,2.36842105263158
"10365",55,2,12,46,1.07692307692308,5,3,5,1,1,4.36538461538461,5,2,"4","4.12",12,138,1.07692307692308,3.79746835443038,2.0379746835443,3.21518987341772,1.25316455696203,2.43037974683544,4.36538461538461,4.32911392405063,2.24050632911392
"10366",55,2,12,46,1,2,1,3,3,4,4,5,4,"4","4.12",13,139,1.0531914893617,3.27,2.27,3.82,1.16,3.21,4.56382978723404,4.86,2.27
"10372",66,2,12,46,1.97413793103448,5,2,4,5,1,3.45689655172414,3,3,"4","4.12",12,141,1.97413793103448,3.97515527950311,3.32919254658385,3.3167701863354,2.91304347826087,2.08074534161491,3.45689655172414,3.02484472049689,3.21739130434783
"10432",78,2,12,46,1.08571428571429,5,2,5,1,1,3.06730769230769,5,2,"4","4.12",14,159,1.08571428571429,3.58778625954198,1.90076335877863,3.63358778625954,1.16793893129771,2.27480916030534,3.06730769230769,4.56488549618321,1.61832061068702
"10449",48,2,12,46,1,1,1,4,1,5,5,5,1,"4","4.12",11,168,1.18333333333333,2.53731343283582,1.58208955223881,3.86567164179104,1.11940298507463,3.59701492537313,3.95,4.56716417910448,1.49253731343284
"10450",36,2,12,46,1.5,4,3,5,2,1,1.76666666666667,3,3,"4","4.12",6,169,1.46621621621622,3.7972972972973,3.08108108108108,3.66216216216216,1.2972972972973,1.97297297297297,1.73648648648649,3.83783783783784,2.68918918918919
"10453",17,2,12,46,1,4,4,4,2,2,4,3,4,"4","4.12",8,171,1.85714285714286,3.05882352941176,2.88235294117647,4.05882352941176,1.52941176470588,3,3.42857142857143,3.64705882352941,2.23529411764706
"10459",55,2,12,46,4,4,2,1,2,1,3,2,5,"4","4.12",11,174,1.90123456790123,3.14285714285714,2.7032967032967,2.64835164835165,1.7032967032967,2.34065934065934,3.65432098765432,3,3.01098901098901
"10463",37,2,12,46,1,5,1,4,1,2,5,5,1,"4","4.12",7,176,1,3.51351351351351,1.24324324324324,4.16216216216216,1.05405405405405,2.75675675675676,5,5,1.2972972972973
"10479",25,2,12,46,2,1,1,1,2,5,3,5,4,"4","4.12",6,181,1.63636363636364,3,3.24,3.24,1.12,2.6,2.90909090909091,3.6,2.44
"10486",41,2,12,46,1.70967741935484,3,5,4,1,3,3.45161290322581,4,4,"4","4.12",11,185,1.70967741935484,3.26829268292683,2.65853658536585,3.60975609756098,1.34146341463415,2.97560975609756,3.45161290322581,3.51219512195122,2.19512195121951
"10490",63,2,12,46,1,5,1,2,1,3,4,4,3,"4","4.12",13,186,1.65789473684211,3.4,2.81142857142857,3.22857142857143,1.14857142857143,2.25714285714286,3.97368421052632,3.12,2.30285714285714
"10496",46,2,12,46,1,5,1,2,4,1,4,1,3,"4","4.12",11,190,1.27450980392157,3.56896551724138,2,3.39655172413793,1.62068965517241,2.17241379310345,3.3921568627451,2.74137931034483,2.5
"10509",27,2,12,46,1.53703703703704,2,2,4,2,3,3.11111111111111,3,3,"4","4.12",8,193,1.53703703703704,2.38028169014085,2.88732394366197,3.54929577464789,1.54929577464789,3.12676056338028,3.11111111111111,3.25352112676056,2.61971830985915
"10517",69,2,12,46,2,3,4,5,1,3,4,3,2,"4","4.12",12,195,1.62790697674419,4.30434782608696,3.69565217391304,3.40579710144928,2.28985507246377,1.82608695652174,3.95348837209302,3.01449275362319,2.7536231884058
"10518",39,2,12,46,2,4,4,3,2,2,4,3,3,"4","4.12",5,196,1.27586206896552,2.94736842105263,2.71052631578947,2.84210526315789,2.28947368421053,2.55263157894737,4.58620689655172,3.60526315789474,3.07894736842105
"10530",51,2,12,46,1,2,2,4,1,3,3,5,2,"4","4.12",11,199,1.51063829787234,3.35294117647059,2.25490196078431,3.35294117647059,1.3921568627451,2.92156862745098,2.34042553191489,4.11764705882353,2.11764705882353
"10535",44,2,12,46,1,5,2,3,3,2,3,3,3,"4","4.12",12,200,1.38589743589744,3.35897435897436,2.92307692307692,3.64102564102564,2,2.64102564102564,3.19294871794872,3.43589743589744,2.33333333333333
"10539",41,2,12,46,3,2,3,4,2,4,3,3,2,"4","4.12",12,204,2.28448275862069,3.16153846153846,2.73076923076923,3.18461538461538,2.22307692307692,2.65384615384615,3.05172413793103,3.42307692307692,2.70769230769231
"10542",20,2,12,46,1.23076923076923,5,1,5,1,1,2.61538461538462,5,2,"4","4.12",6,206,1.23076923076923,3.85294117647059,1.52941176470588,3.70588235294118,1.17647058823529,2.20588235294118,2.61538461538462,3.85294117647059,1.97058823529412
"10547",52,2,12,46,2,4,2,3,1,4,4,5,2,"4","4.12",12,209,1.53846153846154,2.73076923076923,1.92307692307692,2.82692307692308,1.03846153846154,3.03846153846154,4.25641025641026,4.40384615384615,1.59615384615385
"8",44,3,12,47,2,1,1,3,1,4,3,5,2,"4","4.12",12,3,1.31428571428571,3.45454545454545,1.63636363636364,2.86363636363636,2.31818181818182,2.43181818181818,2.88571428571429,4.11363636363636,2.68181818181818
"17",170,3,12,47,2,1,1,5,1,5,5,4,1,"4","4.12",11,4,1.39189189189189,3.18716577540107,2.43850267379679,3.37433155080214,1.24598930481283,3.06417112299465,2.84459459459459,3.97326203208556,1.9144385026738
"27",32,3,12,47,1,2,5,5,1,3,3,3,1,"4","4.12",5,7,1.06451612903226,2.83870967741935,2.12903225806452,4.67741935483871,1,2.45161290322581,3.19979188345473,3.90322580645161,1
"45",57,3,12,47,2,2,3,4,1,4,4,3,3,"4","4.12",7,10,1.74285714285714,3.16438356164384,2.28767123287671,3.06849315068493,1.46575342465753,3.28767123287671,3.67142857142857,3.78082191780822,3
"51",55,3,12,47,1,4,2,5,1,2,5,5,1,"4","4.12",12,13,1.40540540540541,3.79268292682927,1.85365853658537,3.82926829268293,1.29268292682927,2.31707317073171,4.41891891891892,3.96341463414634,2.13414634146341
"52",40,3,12,47,2,3,2,3,2,3,3,4,2,"4","4.12",10,14,2.02083333333333,3.08,2.5,3.4,1.96,2.96,3.41666666666667,3.52,2.54
"54",47,3,12,47,1,1,1,4,1,4,4,4,1,"4","4.12",11,15,1.05084745762712,2.62666666666667,1.24,3.53333333333333,1.02666666666667,3.28,3.66101694915254,4.42666666666667,1.34666666666667
"61",90,3,12,47,1.34831460674157,5,3,1,2,1,3.40449438202247,2,3,"4","4.12",13,16,1.34831460674157,2.97345132743363,2.95575221238938,2.84955752212389,1.36283185840708,2.66371681415929,3.40449438202247,2.98230088495575,2.0353982300885
"68",25,3,12,47,1,2,1,3,2,3,4,3,3,"4","4.12",7,17,1,2.64,1.68,3.4,1.44,2.8,4.1,3.88,1.84
"78",40,3,12,47,1.88235294117647,5,2,4,2,1,3.67647058823529,3,1,"4","4.12",10,20,1.88235294117647,3.3,2.675,3.425,1.325,2.9,3.67647058823529,3.35,2
"89",59,3,12,47,2,1,2,4,1,4,4,4,1,"4","4.12",12,26,2.06634182908546,2.87931034482759,2.96551724137931,3.51724137931034,1.74137931034483,3.18965517241379,3.77886056971514,3.58620689655172,2.32758620689655
"10111",56,3,12,47,1,4,4,5,1,4,4,4,2,"4","4.12",14,37,1.05263157894737,3.61538461538462,2.6025641025641,3.64102564102564,1.14102564102564,2.57692307692308,3.36842105263158,3.88461538461538,2.33333333333333
"10121",20,3,12,47,1,3,3,4,1,3,3,3,1,"4","4.12",5,39,1.37857142857143,3.35714285714286,2.21428571428571,3.03571428571429,1.35714285714286,2.53571428571429,3.20714285714286,3.78571428571429,1.89285714285714
"10124",37,3,12,47,1,5,2,4,2,2,3,3,2,"4","4.12",9,42,1.22222222222222,2.84782608695652,2.08695652173913,3.23913043478261,1.39130434782609,3.06521739130435,3.5,3.73913043478261,2.1304347826087
"10143",23,3,12,47,2.20689655172414,3,3,4,2,3,2.86206896551724,4,4,"4","4.12",8,54,2.20689655172414,3.73529411764706,2.73529411764706,3.5,2.23529411764706,2.67647058823529,2.86206896551724,3.14705882352941,3.11764705882353
"10145",22,3,12,47,1,4,4,4,1,4,4,5,2,"4","4.12",3,56,1.2,3.04,2.92,3.2,2.04,3.16,3.2,3.8,2.32
"10149",33,3,12,47,1,2,2,3,1,2,3,4,3,"4","4.12",5,59,1.50109569028488,2.72972972972973,2.08108108108108,2.91891891891892,1.48648648648649,2.91891891891892,3.5799853907962,3.64864864864865,2.21621621621622
"10157",54,3,12,47,1,3,4,5,1,5,5,5,1,"4","4.12",12,62,1.32727272727273,3.04918032786885,2.16393442622951,3.77049180327869,1.11475409836066,3.47540983606557,4.58181818181818,4.62295081967213,2
"10206",33,3,12,47,1,2,1,2,1,4,4,4,3,"4","4.12",6,75,1.35135135135135,3,1.92682926829268,3.19512195121951,1.19512195121951,2.95121951219512,3.62162162162162,4.24390243902439,2.09756097560976
"10213",34,3,12,47,2,2,2,4,1,4,3,5,2,"4","4.12",9,77,1.40909090909091,3.97058823529412,1.85294117647059,4.17647058823529,1.47058823529412,2.08823529411765,3.72727272727273,4.08823529411765,1.79411764705882
"10227",59,3,12,47,1.92307692307692,5,3,3,1,1,3.46153846153846,4,3,"4","4.12",10,82,1.92307692307692,3.41666666666667,2.75,3.1547619047619,2.44047619047619,1.95238095238095,3.46153846153846,3.16666666666667,2.80952380952381
"10236",48,3,12,47,1,2,1,3,1,5,4,5,2,"4","4.12",7,88,1.25862068965517,3.68055555555556,1.625,3.83333333333333,1.31944444444444,2.02777777777778,2.70689655172414,3.91666666666667,1.80555555555556
"10245",52,3,12,47,1,3,1,4,1,5,5,5,2,"4","4.12",11,92,1.62566844919786,3.6078431372549,3.05882352941176,2.88235294117647,1.64705882352941,2.50980392156863,3.28520499108734,3.25490196078431,2.54901960784314
"10274",60,3,12,47,2,4,3,4,1,3,4,5,2,"4","4.12",14,104,1.37142857142857,3.26086956521739,1.89130434782609,4.1195652173913,1.04347826086957,2.95652173913043,4.01428571428571,4.33695652173913,1.79347826086957
"10276",23,3,12,47,1.33333333333333,3,2,3,2,2,3.33333333333333,3,3,"4","4.12",5,106,1.33333333333333,4.08695652173913,2.47826086956522,2.91304347826087,2.43478260869565,2.30434782608696,3.33333333333333,3.34782608695652,2.65217391304348
"10289",44,3,12,47,2,3,2,3,1,4,3,4,2,"4","4.12",13,112,1.47457627118644,3.11666666666667,1.96666666666667,3.03333333333333,1.43333333333333,3.16666666666667,3.3728813559322,4.31666666666667,2.56666666666667
"10308",54,3,12,47,1.1044776119403,5,3,5,1,4,4.76119402985075,4,5,"4","4.12",14,116,1.1044776119403,2.87209302325581,1.34883720930233,3.96511627906977,1.18604651162791,3.61627906976744,4.76119402985075,4.6046511627907,3.54651162790698
"10311",55,3,12,47,1,2,2,4,2,5,4,5,2,"4","4.12",11,119,1.28813559322034,2.92307692307692,2.21538461538462,3.26153846153846,1.87692307692308,2.63076923076923,3.38983050847458,3.66153846153846,2.61538461538462
"10318",28,3,12,47,1.56521739130435,5,3,2,2,1,3.39130434782609,3,3,"4","4.12",10,120,1.56521739130435,3.80645161290323,3,2.83870967741935,1.70967741935484,2.06451612903226,3.39130434782609,3.54838709677419,2.93548387096774
"10352",31,3,12,47,1,3,1,4,1,3,4,4,2,"4","4.12",10,134,1.13793103448276,2.90322580645161,1.48387096774194,4.03225806451613,1.54838709677419,3.48387096774194,3.62068965517241,4.35483870967742,2.41935483870968
"10365",55,3,12,47,1,3,1,3,1,5,5,5,1,"4","4.12",13,138,1.07692307692308,3.79746835443038,2.0379746835443,3.21518987341772,1.25316455696203,2.43037974683544,4.36538461538461,4.32911392405063,2.24050632911392
"10366",55,3,12,47,1,3,1,3,2,5,5,5,2,"4","4.12",14,139,1.0531914893617,3.27,2.27,3.82,1.16,3.21,4.56382978723404,4.86,2.27
"10372",66,3,12,47,2,4,2,3,4,2,4,3,4,"4","4.12",13,141,1.97413793103448,3.97515527950311,3.32919254658385,3.3167701863354,2.91304347826087,2.08074534161491,3.45689655172414,3.02484472049689,3.21739130434783
"10380",34,3,12,47,2,1,4,2,1,5,3,4,3,"4","4.12",6,143,1.41935483870968,3.21052631578947,3.15789473684211,3.57894736842105,1.15789473684211,2.65789473684211,2.51612903225806,2.76315789473684,1.52631578947368
"10413",21,3,12,47,1,3,1,4,3,3,5,5,2,"4","4.12",5,154,1.39325842696629,3.38235294117647,2.32352941176471,3.55882352941176,2.06862745098039,2.56862745098039,4.39325842696629,3.69607843137255,1.94117647058824
"10422",6,3,12,47,2,4,5,4,1,2,3,3,3,"4","4.12",5,157,2.30487804878049,3.42168674698795,3.03614457831325,3.43373493975904,1.93975903614458,2.83132530120482,3.04878048780488,3.12048192771084,2.53012048192771
"10432",78,3,12,47,1,2,1,3,1,4,2,5,2,"4","4.12",15,159,1.08571428571429,3.58778625954198,1.90076335877863,3.63358778625954,1.16793893129771,2.27480916030534,3.06730769230769,4.56488549618321,1.61832061068702
"10437",44,3,12,47,2,3,4,3,2,3,4,2,3,"4","4.12",13,162,1.44776119402985,2.79285714285714,2.5,3.94285714285714,1.27857142857143,3.26428571428571,4.14925373134328,3.73571428571429,2.03571428571429
"10449",48,3,12,47,1,5,1,5,1,2,3,5,1,"4","4.12",12,168,1.18333333333333,2.53731343283582,1.58208955223881,3.86567164179104,1.11940298507463,3.59701492537313,3.95,4.56716417910448,1.49253731343284
"10453",17,3,12,47,1.85714285714286,5,3,4,1,1,3.42857142857143,4,3,"4","4.12",9,171,1.85714285714286,3.05882352941176,2.88235294117647,4.05882352941176,1.52941176470588,3,3.42857142857143,3.64705882352941,2.23529411764706
"10459",55,3,12,47,1,5,3,3,1,3,5,3,3,"4","4.12",12,174,1.90123456790123,3.14285714285714,2.7032967032967,2.64835164835165,1.7032967032967,2.34065934065934,3.65432098765432,3,3.01098901098901
"10463",37,3,12,47,1,5,1,4,1,2,5,5,1,"4","4.12",8,176,1,3.51351351351351,1.24324324324324,4.16216216216216,1.05405405405405,2.75675675675676,5,5,1.2972972972973
"10490",63,3,12,47,1.65789473684211,4,3,3,1,2,3.97368421052632,3,3,"4","4.12",14,186,1.65789473684211,3.4,2.81142857142857,3.22857142857143,1.14857142857143,2.25714285714286,3.97368421052632,3.12,2.30285714285714
"10496",46,3,12,47,2,1,1,3,1,3,4,5,2,"4","4.12",12,190,1.27450980392157,3.56896551724138,2,3.39655172413793,1.62068965517241,2.17241379310345,3.3921568627451,2.74137931034483,2.5
"10517",69,3,12,47,3,5,5,4,2,2,4,2,3,"4","4.12",13,195,1.62790697674419,4.30434782608696,3.69565217391304,3.40579710144928,2.28985507246377,1.82608695652174,3.95348837209302,3.01449275362319,2.7536231884058
"10518",39,3,12,47,1,2,4,3,2,3,5,3,3,"4","4.12",6,196,1.27586206896552,2.94736842105263,2.71052631578947,2.84210526315789,2.28947368421053,2.55263157894737,4.58620689655172,3.60526315789474,3.07894736842105
"10535",44,3,12,47,1,5,4,4,2,1,2,1,3,"4","4.12",13,200,1.38589743589744,3.35897435897436,2.92307692307692,3.64102564102564,2,2.64102564102564,3.19294871794872,3.43589743589744,2.33333333333333
"10539",41,3,12,47,2,3,3,3,2,3,4,5,4,"4","4.12",13,204,2.28448275862069,3.16153846153846,2.73076923076923,3.18461538461538,2.22307692307692,2.65384615384615,3.05172413793103,3.42307692307692,2.70769230769231
"10542",20,3,12,47,1,4,1,4,1,2,3,3,1,"4","4.12",7,206,1.23076923076923,3.85294117647059,1.52941176470588,3.70588235294118,1.17647058823529,2.20588235294118,2.61538461538462,3.85294117647059,1.97058823529412
"10547",52,3,12,47,1.53846153846154,5,3,2,1,1,4.25641025641026,5,3,"4","4.12",13,209,1.53846153846154,2.73076923076923,1.92307692307692,2.82692307692308,1.03846153846154,3.03846153846154,4.25641025641026,4.40384615384615,1.59615384615385
"8",44,4,12,48,2,1,1,3,4,3,3,5,4,"4","4.12",13,3,1.31428571428571,3.45454545454545,1.63636363636364,2.86363636363636,2.31818181818182,2.43181818181818,2.88571428571429,4.11363636363636,2.68181818181818
"17",170,4,12,48,1.39189189189189,5,3,3,2,1,2.84459459459459,4,3,"4","4.12",12,4,1.39189189189189,3.18716577540107,2.43850267379679,3.37433155080214,1.24598930481283,3.06417112299465,2.84459459459459,3.97326203208556,1.9144385026738
"45",57,4,12,48,2,2,3,5,1,5,4,3,2,"4","4.12",8,10,1.74285714285714,3.16438356164384,2.28767123287671,3.06849315068493,1.46575342465753,3.28767123287671,3.67142857142857,3.78082191780822,3
"51",55,4,12,48,1.40540540540541,3,5,5,1,3,4.41891891891892,4,1,"4","4.12",13,13,1.40540540540541,3.79268292682927,1.85365853658537,3.82926829268293,1.29268292682927,2.31707317073171,4.41891891891892,3.96341463414634,2.13414634146341
"61",90,4,12,48,1,5,2,1,2,1,3,2,3,"4","4.12",14,16,1.34831460674157,2.97345132743363,2.95575221238938,2.84955752212389,1.36283185840708,2.66371681415929,3.40449438202247,2.98230088495575,2.0353982300885
"78",40,4,12,48,2,2,4,4,1,4,4,3,1,"4","4.12",11,20,1.88235294117647,3.3,2.675,3.425,1.325,2.9,3.67647058823529,3.35,2
"89",59,4,12,48,2.06521739130435,4,2,4,1,1,3.78260869565217,3,2,"4","4.12",13,26,2.06634182908546,2.87931034482759,2.96551724137931,3.51724137931034,1.74137931034483,3.18965517241379,3.77886056971514,3.58620689655172,2.32758620689655
"90",13,4,12,48,2,3,2,4,1,3,4,2,2,"4","4.12",4,27,2.25,3.83333333333333,3.41666666666667,3.08333333333333,2.16666666666667,1.83333333333333,2.83333333333333,2.58333333333333,3.5
"95",24,4,12,48,3,1,3,5,1,5,4,3,1,"4","4.12",5,31,3.32352941176471,2.91428571428571,3.31428571428571,2.4,1.14285714285714,3.02857142857143,2.64705882352941,2.57142857142857,3.51428571428571
"10111",56,4,12,48,1,3,4,3,1,3,4,4,2,"4","4.12",15,37,1.05263157894737,3.61538461538462,2.6025641025641,3.64102564102564,1.14102564102564,2.57692307692308,3.36842105263158,3.88461538461538,2.33333333333333
"10124",37,4,12,48,1,4,2,3,2,2,3,3,2,"4","4.12",10,42,1.22222222222222,2.84782608695652,2.08695652173913,3.23913043478261,1.39130434782609,3.06521739130435,3.5,3.73913043478261,2.1304347826087
"10141",25,4,12,48,1,2,2,5,1,5,4,5,1,"4","4.12",7,53,1.04761904761905,3.36,1.96,3.6,1.52,3.56,3.95238095238095,4.6,1.36
"10145",22,4,12,48,2,5,3,3,2,2,4,4,2,"4","4.12",4,56,1.2,3.04,2.92,3.2,2.04,3.16,3.2,3.8,2.32
"10157",54,4,12,48,1,3,4,5,1,5,5,5,1,"4","4.12",13,62,1.32727272727273,3.04918032786885,2.16393442622951,3.77049180327869,1.11475409836066,3.47540983606557,4.58181818181818,4.62295081967213,2
"10181",35,4,12,48,2,3,3,3,1,3,3,4,3,"4","4.12",7,70,1.18181818181818,2.94285714285714,2.62857142857143,3.02857142857143,2.05714285714286,3.17142857142857,3.12121212121212,3.14285714285714,2.14285714285714
"10206",33,4,12,48,1,2,3,3,1,4,5,4,1,"4","4.12",7,75,1.35135135135135,3,1.92682926829268,3.19512195121951,1.19512195121951,2.95121951219512,3.62162162162162,4.24390243902439,2.09756097560976
"10208",60,4,12,48,2,3,4,4,1,3,3,2,2,"4","4.12",10,76,1.67241379310345,4,2.31506849315068,4.26027397260274,1.05479452054795,2.15068493150685,3.31034482758621,3.54794520547945,1.86301369863014
"10227",59,4,12,48,1.92307692307692,4,3,3,2,1,3.46153846153846,4,4,"4","4.12",11,82,1.92307692307692,3.41666666666667,2.75,3.1547619047619,2.44047619047619,1.95238095238095,3.46153846153846,3.16666666666667,2.80952380952381
"10236",48,4,12,48,1,2,2,4,1,2,3,3,2,"4","4.12",8,88,1.25862068965517,3.68055555555556,1.625,3.83333333333333,1.31944444444444,2.02777777777778,2.70689655172414,3.91666666666667,1.80555555555556
"10245",52,4,12,48,1,2,3,4,1,3,4,3,1,"4","4.12",12,92,1.62566844919786,3.6078431372549,3.05882352941176,2.88235294117647,1.64705882352941,2.50980392156863,3.28520499108734,3.25490196078431,2.54901960784314
"10274",60,4,12,48,1,5,2,4,2,4,5,4,2,"4","4.12",15,104,1.37142857142857,3.26086956521739,1.89130434782609,4.1195652173913,1.04347826086957,2.95652173913043,4.01428571428571,4.33695652173913,1.79347826086957
"10288",54,4,12,48,1,2,1,4,1,3,5,4,3,"4","4.12",12,111,1.44736842105263,3.01219512195122,2.34146341463415,3.89024390243902,1.68292682926829,2.91463414634146,4.47368421052632,3.5,1.97560975609756
"10301",46,4,12,48,1,2,1,4,1,2,4,4,1,"4","4.12",8,115,1.68292682926829,2.78260869565217,1.8695652173913,3.89130434782609,1.19565217391304,3.32608695652174,3.75609756097561,3.89130434782609,1.89130434782609
"10308",54,4,12,48,1,1,1,3,1,4,5,4,4,"4","4.12",15,116,1.1044776119403,2.87209302325581,1.34883720930233,3.96511627906977,1.18604651162791,3.61627906976744,4.76119402985075,4.6046511627907,3.54651162790698
"10311",55,4,12,48,1,4,1,4,1,3,4,4,2,"4","4.12",12,119,1.28813559322034,2.92307692307692,2.21538461538462,3.26153846153846,1.87692307692308,2.63076923076923,3.38983050847458,3.66153846153846,2.61538461538462
"10318",28,4,12,48,2,2,2,3,1,3,3,4,3,"4","4.12",11,120,1.56521739130435,3.80645161290323,3,2.83870967741935,1.70967741935484,2.06451612903226,3.39130434782609,3.54838709677419,2.93548387096774
"10352",31,4,12,48,2,1,1,4,2,3,4,4,3,"4","4.12",11,134,1.13793103448276,2.90322580645161,1.48387096774194,4.03225806451613,1.54838709677419,3.48387096774194,3.62068965517241,4.35483870967742,2.41935483870968
"10357",15,4,12,48,1,1,3,5,1,5,3,4,1,"4","4.12",3,135,1.22857142857143,2.64285714285714,1.85714285714286,4,1,3.42857142857143,3.61428571428571,3.85714285714286,1.71428571428571
"10363",29,4,12,48,2,4,3,2,3,2,1,2,3,"4","4.12",8,137,2.18181818181818,3.36111111111111,2.33333333333333,2.63888888888889,2.08333333333333,2.30555555555556,2.57575757575758,2.86111111111111,2.94444444444444
"10365",55,4,12,48,1.07692307692308,5,5,5,1,1,4.36538461538461,3,1,"4","4.12",14,138,1.07692307692308,3.79746835443038,2.0379746835443,3.21518987341772,1.25316455696203,2.43037974683544,4.36538461538461,4.32911392405063,2.24050632911392
"10366",55,4,12,48,1,1,1,4,1,5,5,5,2,"4","4.12",15,139,1.0531914893617,3.27,2.27,3.82,1.16,3.21,4.56382978723404,4.86,2.27
"10367",36,4,12,48,1,3,3,3,1,3,5,4,2,"4","4.12",6,140,1.10810810810811,3.8125,2.6875,3.0625,1.1875,2.0625,4.56756756756757,3.95833333333333,2.39583333333333
"10372",66,4,12,48,3,4,3,4,4,2,3,3,3,"4","4.12",14,141,1.97413793103448,3.97515527950311,3.32919254658385,3.3167701863354,2.91304347826087,2.08074534161491,3.45689655172414,3.02484472049689,3.21739130434783
"10386",14,4,12,48,2,2,3,3,1,4,3,4,2,"4","4.12",4,144,1.78571428571429,3.07142857142857,2.71428571428571,3.07142857142857,1.35714285714286,3,3.57142857142857,4.42857142857143,1.92857142857143
"10397",55,4,12,48,2.01626016260163,3,4,4,1,3,3.35833333333333,4,1,"4","4.12",13,151,2.01626016260163,3.42361111111111,2.83333333333333,3.95138888888889,1.79861111111111,2.65277777777778,3.35833333333333,3.97916666666667,1.90972222222222
