"SID","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","authentic","SE","Happy","Lonely","day","real_order","SID2"
"10494",-0.117647058823529,-2.60714285714286,-0.545454545454545,-0.285714285714286,-0.410714285714286,1.71428571428571,0.941176470588236,0.964285714285714,-1.35714285714286,1.10714285714286,0.0892857142857144,1.53571428571429,-0.446428571428571,48,5,380
"10494",NA,1.39285714285714,-0.545454545454545,0.714285714285714,-0.410714285714286,-1.28571428571429,NA,0.964285714285714,0.642857142857143,1.10714285714286,0.0892857142857144,-0.464285714285714,1.55357142857143,4,5,380
"10494",-0.117647058823529,-2.60714285714286,-0.545454545454545,1.71428571428571,-0.410714285714286,2.71428571428571,0.941176470588236,0.964285714285714,-1.35714285714286,1.10714285714286,1.08928571428571,1.53571428571429,-0.446428571428571,32,5,380
"10494",NA,1.39285714285714,-0.545454545454545,-2.28571428571429,-0.410714285714286,-1.28571428571429,NA,-3.03571428571429,-1.35714285714286,-2.89285714285714,1.08928571428571,-0.464285714285714,-0.446428571428571,12,4,380
"10494",-0.117647058823529,-2.60714285714286,-0.545454545454545,-1.28571428571429,-0.410714285714286,2.71428571428571,-0.0588235294117645,0.964285714285714,-0.357142857142857,1.10714285714286,1.08928571428571,0.535714285714286,-0.446428571428571,20,4,380
"10494",NA,1.39285714285714,-0.545454545454545,-1.28571428571429,1.58928571428571,-1.28571428571429,NA,0.964285714285714,2.64285714285714,-0.892857142857143,-0.910714285714286,-2.46428571428571,3.55357142857143,40,4,380
"10494",-0.117647058823529,-2.60714285714286,-0.545454545454545,1.71428571428571,-0.410714285714286,2.71428571428571,-1.05882352941176,0.964285714285714,-1.35714285714286,1.10714285714286,1.08928571428571,1.53571428571429,-0.446428571428571,28,4,380
"10494",-0.117647058823529,-2.60714285714286,-0.545454545454545,1.71428571428571,-0.410714285714286,2.71428571428571,-0.0588235294117645,0.964285714285714,-1.35714285714286,1.10714285714286,1.08928571428571,1.53571428571429,-0.446428571428571,44,4,380
"10494",-0.117647058823529,-2.60714285714286,-0.545454545454545,-0.285714285714286,-0.410714285714286,2.71428571428571,0.941176470588236,0.964285714285714,-1.35714285714286,1.10714285714286,1.08928571428571,1.53571428571429,-0.446428571428571,28,4,380
"10494",-0.117647058823529,1.39285714285714,0.454545454545455,-0.285714285714286,0.589285714285714,-1.28571428571429,0.941176470588236,-1.03571428571429,0.642857142857143,-0.892857142857143,1.08928571428571,-0.464285714285714,-0.446428571428571,44,4,380
"10494",-0.117647058823529,1.39285714285714,-0.545454545454545,-0.285714285714286,-0.410714285714286,-1.28571428571429,-0.0588235294117645,-3.03571428571429,-0.357142857142857,-2.89285714285714,-0.910714285714286,-2.46428571428571,-0.446428571428571,28,4,380
"10494",1.88235294117647,-0.607142857142857,2.45454545454545,-1.28571428571429,2.58928571428571,-1.28571428571429,-2.05882352941176,-1.03571428571429,1.64285714285714,-0.892857142857143,-1.91071428571429,-1.46428571428571,-0.446428571428571,12,4,380
"10494",-0.117647058823529,0.392857142857143,0.454545454545455,-0.285714285714286,1.58928571428571,-1.28571428571429,-1.05882352941176,0.964285714285714,1.64285714285714,-1.89285714285714,-0.910714285714286,-1.46428571428571,1.55357142857143,12,4,380
"10494",-0.117647058823529,0.392857142857143,-0.545454545454545,-2.28571428571429,-0.410714285714286,1.71428571428571,-1.05882352941176,0.964285714285714,-1.35714285714286,1.10714285714286,0.0892857142857144,1.53571428571429,-0.446428571428571,28,4,380
"10494",-0.117647058823529,-1.60714285714286,2.45454545454545,0.714285714285714,-0.410714285714286,-0.285714285714286,-2.05882352941176,0.964285714285714,-0.357142857142857,1.10714285714286,0.0892857142857144,-0.464285714285714,-0.446428571428571,28,4,380
"10496",-0.111111111111111,1,0.363636363636364,1.09090909090909,-0.181818181818182,0.909090909090909,0.444444444444445,0,-1.18181818181818,0.818181818181818,0.454545454545455,0.363636363636364,-0.454545454545455,28,4,382
"10496",-0.111111111111111,-1,-0.636363636363636,0.0909090909090908,0.818181818181818,0.909090909090909,-0.555555555555555,2,0.818181818181818,-0.181818181818182,-0.545454545454545,0.363636363636364,-0.454545454545455,28,4,382
"10496",-0.111111111111111,1,1.36363636363636,-0.909090909090909,-0.181818181818182,-0.0909090909090908,1.44444444444444,1,0.818181818181818,0.818181818181818,0.454545454545455,-0.636363636363636,0.545454545454545,24,4,382
"10496",-0.111111111111111,-1,-1.63636363636364,0.0909090909090908,-0.181818181818182,-0.0909090909090908,0.444444444444445,1,0.818181818181818,-2.18181818181818,-0.545454545454545,0.363636363636364,-0.454545454545455,24,4,382
"10496",-0.111111111111111,1,0.363636363636364,0.0909090909090908,-0.181818181818182,-0.0909090909090908,-0.555555555555555,2,-0.181818181818182,-1.18181818181818,-0.545454545454545,0.363636363636364,0.545454545454545,40,4,382
"10496",-0.111111111111111,1,1.36363636363636,1.09090909090909,-0.181818181818182,-0.0909090909090908,0.444444444444445,-1,-1.18181818181818,0.818181818181818,1.45454545454545,0.363636363636364,-0.454545454545455,12,4,382
"10496",-0.111111111111111,1,-1.63636363636364,-1.90909090909091,-0.181818181818182,-1.09090909090909,-1.55555555555556,-2,2.81818181818182,-0.181818181818182,-1.54545454545455,-0.636363636363636,1.54545454545455,40,4,382
"10496",NA,-2,1.36363636363636,0.0909090909090908,-0.181818181818182,-1.09090909090909,NA,-2,-1.18181818181818,0.818181818181818,0.454545454545455,0.363636363636364,-0.454545454545455,16,4,382
"10496",NA,1,-0.636363636363636,0.0909090909090908,0.818181818181818,-1.09090909090909,NA,-1,-1.18181818181818,0.818181818181818,0.454545454545455,0.363636363636364,0.545454545454545,8,3,382
"10496",0.888888888888889,-3,-0.636363636363636,-0.909090909090909,-0.181818181818182,1.90909090909091,1.44444444444444,2,0.818181818181818,0.818181818181818,0.454545454545455,0.363636363636364,-0.454545454545455,20,3,382
"10496",-0.111111111111111,1,0.363636363636364,1.09090909090909,-0.181818181818182,-0.0909090909090908,-1.55555555555556,-2,-1.18181818181818,-1.18181818181818,-0.545454545454545,-1.63636363636364,-0.454545454545455,36,3,382
"10497",0.290322580645161,-1.2,0.942857142857143,1.65714285714286,-0.885714285714286,0.171428571428571,0.32258064516129,0.4,-2.05714285714286,0.314285714285715,0.457142857142857,1.22857142857143,-0.6,16,3,383
"10497",1.29032258064516,1.8,-1.05714285714286,-0.342857142857143,-0.885714285714286,0.171428571428571,-1.67741935483871,-0.6,-0.0571428571428569,-0.685714285714285,-1.54285714285714,-1.77142857142857,0.4,24,3,383
"10497",-0.709677419354839,-0.2,-0.0571428571428569,0.657142857142857,0.114285714285714,-0.828571428571429,-0.67741935483871,1.4,-0.0571428571428569,1.31428571428571,-0.542857142857143,-0.771428571428571,-0.6,24,3,383
"10497",0.290322580645161,-2.2,-1.05714285714286,-1.34285714285714,-0.885714285714286,1.17142857142857,0.32258064516129,0.4,-0.0571428571428569,0.314285714285715,0.457142857142857,0.228571428571429,-0.6,20,3,383
"10497",-0.709677419354839,-0.2,-0.0571428571428569,-1.34285714285714,-0.885714285714286,1.17142857142857,-0.67741935483871,-0.6,0.942857142857143,-0.685714285714285,1.45714285714286,0.228571428571429,-0.6,32,3,383
"10497",0.290322580645161,0.8,0.942857142857143,-0.342857142857143,0.114285714285714,-0.828571428571429,0.32258064516129,-1.6,0.942857142857143,-1.68571428571429,-1.54285714285714,-0.771428571428571,0.4,24,3,383
"10497",-0.709677419354839,-1.2,-0.0571428571428569,-0.342857142857143,-0.885714285714286,1.17142857142857,0.32258064516129,-0.6,-0.0571428571428569,1.31428571428571,-0.542857142857143,0.228571428571429,-0.6,24,3,383
"10497",-0.709677419354839,-2.2,-0.0571428571428569,-0.342857142857143,1.11428571428571,2.17142857142857,-0.67741935483871,1.4,-0.0571428571428569,0.314285714285715,-0.542857142857143,0.228571428571429,-0.6,8,3,383
"10497",NA,1.8,-2.05714285714286,-0.342857142857143,1.11428571428571,-1.82857142857143,NA,0.4,0.942857142857143,-0.685714285714285,-0.542857142857143,-0.771428571428571,0.4,40,3,383
"10497",NA,1.8,1.94285714285714,1.65714285714286,1.11428571428571,-1.82857142857143,NA,-0.6,0.942857142857143,0.314285714285715,-1.54285714285714,-0.771428571428571,0.4,8,3,383
"10497",0.290322580645161,-0.2,0.942857142857143,0.657142857142857,-0.885714285714286,1.17142857142857,-0.67741935483871,0.4,-1.05714285714286,-0.685714285714285,0.457142857142857,0.228571428571429,-0.6,20,3,383
"10497",1.29032258064516,-0.2,-2.05714285714286,-1.34285714285714,0.114285714285714,0.171428571428571,0.32258064516129,-0.6,1.94285714285714,0.314285714285715,-1.54285714285714,-1.77142857142857,0.4,24,3,383
"10497",-0.709677419354839,-1.2,1.94285714285714,0.657142857142857,-0.885714285714286,1.17142857142857,-0.67741935483871,-0.6,-0.0571428571428569,0.314285714285715,1.45714285714286,1.22857142857143,-0.6,12,3,383
"10497",0.290322580645161,-1.2,0.942857142857143,-0.342857142857143,0.114285714285714,1.17142857142857,0.32258064516129,-0.6,-0.0571428571428569,-0.685714285714285,0.457142857142857,0.228571428571429,0.4,40,3,383
"10497",-0.709677419354839,-1.2,-0.0571428571428569,-0.342857142857143,-0.885714285714286,1.17142857142857,-0.67741935483871,-0.6,1.94285714285714,-0.685714285714285,0.457142857142857,0.228571428571429,-0.6,36,3,383
"10497",0.290322580645161,1.8,-1.05714285714286,0.657142857142857,0.114285714285714,-0.828571428571429,0.32258064516129,0.4,0.942857142857143,0.314285714285715,0.457142857142857,0.228571428571429,0.4,36,2,383
"10497",0.290322580645161,-1.2,-0.0571428571428569,-0.342857142857143,-0.885714285714286,2.17142857142857,0.32258064516129,-0.6,0.942857142857143,0.314285714285715,0.457142857142857,0.228571428571429,-0.6,28,2,383
"10497",-0.709677419354839,1.8,0.942857142857143,-0.342857142857143,-0.885714285714286,-0.828571428571429,1.32258064516129,-0.6,-2.05714285714286,1.31428571428571,-0.542857142857143,0.228571428571429,0.4,16,2,383
"10497",-0.709677419354839,-1.2,-2.05714285714286,-1.34285714285714,0.114285714285714,-0.828571428571429,1.32258064516129,1.4,-0.0571428571428569,0.314285714285715,-0.542857142857143,0.228571428571429,-0.6,12,2,383
"10497",1.29032258064516,-1.2,-1.05714285714286,0.657142857142857,1.11428571428571,1.17142857142857,-0.67741935483871,-0.6,-1.05714285714286,0.314285714285715,1.45714285714286,0.228571428571429,-0.6,36,2,383
"10497",-0.709677419354839,1.8,1.94285714285714,0.657142857142857,1.11428571428571,-1.82857142857143,-0.67741935483871,1.4,-1.05714285714286,-0.685714285714285,0.457142857142857,-0.771428571428571,-0.6,20,2,383
"10497",0.290322580645161,1.8,1.94285714285714,0.657142857142857,0.114285714285714,-1.82857142857143,0.32258064516129,-0.6,-0.0571428571428569,0.314285714285715,0.457142857142857,0.228571428571429,-0.6,32,2,383
"10497",0.290322580645161,0.8,0.942857142857143,-0.342857142857143,1.11428571428571,-0.828571428571429,0.32258064516129,-0.6,0.942857142857143,-0.685714285714285,-0.542857142857143,-0.771428571428571,1.4,4,2,383
"10497",0.290322580645161,-0.2,-1.05714285714286,1.65714285714286,0.114285714285714,-0.828571428571429,-0.67741935483871,0.4,-0.0571428571428569,-0.685714285714285,0.457142857142857,0.228571428571429,1.4,20,2,383
"10497",NA,1.8,0.942857142857143,1.65714285714286,0.114285714285714,-1.82857142857143,NA,-1.6,-1.05714285714286,-0.685714285714285,0.457142857142857,0.228571428571429,0.4,20,2,383
"10497",0.290322580645161,-0.2,0.942857142857143,-1.34285714285714,0.114285714285714,-0.828571428571429,0.32258064516129,0.4,-0.0571428571428569,0.314285714285715,0.457142857142857,1.22857142857143,-0.6,20,2,383
"10497",-0.709677419354839,0.8,-0.0571428571428569,-1.34285714285714,0.114285714285714,-0.828571428571429,0.32258064516129,0.4,-1.05714285714286,-0.685714285714285,0.457142857142857,0.228571428571429,0.4,20,2,383
"10497",-0.709677419354839,0.8,-1.05714285714286,-0.342857142857143,0.114285714285714,-1.82857142857143,0.32258064516129,0.4,-0.0571428571428569,0.314285714285715,-1.54285714285714,-0.771428571428571,-0.6,32,2,383
"10497",1.29032258064516,0.8,-2.05714285714286,-1.34285714285714,0.114285714285714,-1.82857142857143,0.32258064516129,1.4,0.942857142857143,-0.685714285714285,-1.54285714285714,-0.771428571428571,0.4,4,2,383
"10497",0.290322580645161,-2.2,0.942857142857143,-1.34285714285714,0.114285714285714,2.17142857142857,0.32258064516129,-0.6,1.94285714285714,0.314285714285715,0.457142857142857,0.228571428571429,0.4,20,2,383
"10497",-0.709677419354839,-1.2,0.942857142857143,2.65714285714286,-0.885714285714286,2.17142857142857,-0.67741935483871,0.4,-2.05714285714286,0.314285714285715,1.45714285714286,1.22857142857143,-0.6,16,2,383
"10497",NA,0.8,-2.05714285714286,-1.34285714285714,0.114285714285714,1.17142857142857,NA,1.4,0.942857142857143,0.314285714285715,0.457142857142857,-0.771428571428571,2.4,4,2,383
"10497",0.290322580645161,-2.2,-1.05714285714286,-0.342857142857143,-0.885714285714286,1.17142857142857,1.32258064516129,-1.6,0.942857142857143,0.314285714285715,1.45714285714286,1.22857142857143,-0.6,16,2,383
"10497",0.290322580645161,0.8,0.942857142857143,1.65714285714286,0.114285714285714,1.17142857142857,1.32258064516129,0.4,-2.05714285714286,-0.685714285714285,-0.542857142857143,0.228571428571429,0.4,8,2,383
"10497",-0.709677419354839,0.8,-0.0571428571428569,0.657142857142857,2.11428571428571,-1.82857142857143,-1.67741935483871,0.4,-1.05714285714286,1.31428571428571,-0.542857142857143,0.228571428571429,0.4,16,1,383
"10498",NA,1.40740740740741,0.333333333333333,0.185185185185185,-0.740740740740741,-1.11111111111111,NA,-1,-0.888888888888889,-0.518518518518519,-0.111111111111111,0.111111111111111,0.222222222222222,16,1,384
"10498",-0.181818181818182,1.40740740740741,-0.666666666666667,0.185185185185185,-0.740740740740741,-0.111111111111111,-0.363636363636364,0,-0.888888888888889,-0.518518518518519,-0.111111111111111,-0.888888888888889,-0.777777777777778,28,1,384
"10498",-0.181818181818182,1.40740740740741,-0.666666666666667,-0.814814814814815,0.259259259259259,-1.11111111111111,-0.363636363636364,0,0.111111111111111,-0.518518518518519,-0.111111111111111,-0.888888888888889,0.222222222222222,16,1,384
"10498",-0.181818181818182,-2.59259259259259,0.333333333333333,1.18518518518519,0.259259259259259,1.88888888888889,1.63636363636364,1,-0.888888888888889,1.48148148148148,-0.111111111111111,1.11111111111111,-0.777777777777778,4,1,384
"10498",-0.181818181818182,0.407407407407407,-0.666666666666667,0.185185185185185,-0.740740740740741,0.888888888888889,0.636363636363636,0,-0.888888888888889,-0.518518518518519,0.888888888888889,0.111111111111111,0.222222222222222,16,1,384
"10498",NA,1.40740740740741,-0.666666666666667,-0.814814814814815,-0.740740740740741,-1.11111111111111,NA,0,0.111111111111111,-0.518518518518519,-0.111111111111111,0.111111111111111,0.222222222222222,12,1,384
"10498",NA,0.407407407407407,0.333333333333333,-0.814814814814815,1.25925925925926,-1.11111111111111,NA,-1,1.11111111111111,-0.518518518518519,-0.111111111111111,-0.888888888888889,0.222222222222222,16,1,384
"10498",-0.181818181818182,-1.59259259259259,-0.666666666666667,1.18518518518519,0.259259259259259,0.888888888888889,1.63636363636364,1,0.111111111111111,0.481481481481481,-0.111111111111111,0.111111111111111,0.222222222222222,12,1,384
"10498",0.818181818181818,-1.59259259259259,1.33333333333333,0.185185185185185,0.259259259259259,0.888888888888889,0.636363636363636,0,0.111111111111111,0.481481481481481,-0.111111111111111,1.11111111111111,0.222222222222222,12,1,384
"10498",NA,0.407407407407407,2.33333333333333,0.185185185185185,1.25925925925926,-1.11111111111111,NA,-1,0.111111111111111,-0.518518518518519,-0.111111111111111,0.111111111111111,0.222222222222222,16,1,384
"10498",-0.181818181818182,0.407407407407407,-0.666666666666667,1.18518518518519,0.259259259259259,-0.111111111111111,-0.363636363636364,0,-0.888888888888889,-0.518518518518519,-0.111111111111111,0.111111111111111,-0.777777777777778,32,1,384
"10498",-0.181818181818182,1.40740740740741,-0.666666666666667,-0.814814814814815,0.259259259259259,-1.11111111111111,-0.363636363636364,0,1.11111111111111,-0.518518518518519,-0.111111111111111,-0.888888888888889,1.22222222222222,12,7,384
"10498",NA,1.40740740740741,-0.666666666666667,-0.814814814814815,0.259259259259259,-1.11111111111111,NA,0,1.11111111111111,0.481481481481481,-0.111111111111111,-0.888888888888889,0.222222222222222,24,7,384
"10498",-0.181818181818182,1.40740740740741,-0.666666666666667,-1.81481481481481,0.259259259259259,-1.11111111111111,-0.363636363636364,0,1.11111111111111,-0.518518518518519,-0.111111111111111,-0.888888888888889,-0.777777777777778,28,7,384
"10498",-0.181818181818182,-0.592592592592593,-0.666666666666667,-0.814814814814815,0.259259259259259,-0.111111111111111,-0.363636363636364,0,1.11111111111111,-0.518518518518519,-0.111111111111111,-0.888888888888889,0.222222222222222,12,7,384
"10498",-0.181818181818182,-0.592592592592593,2.33333333333333,1.18518518518519,0.259259259259259,0.888888888888889,0.636363636363636,0,-0.888888888888889,0.481481481481481,-0.111111111111111,1.11111111111111,0.222222222222222,4,7,384
"10498",0.818181818181818,-0.592592592592593,0.333333333333333,-0.814814814814815,0.259259259259259,-0.111111111111111,-0.363636363636364,0,0.111111111111111,-0.518518518518519,-0.111111111111111,-0.888888888888889,0.222222222222222,28,7,384
"10498",-0.181818181818182,-1.59259259259259,2.33333333333333,2.18518518518519,-0.740740740740741,1.88888888888889,0.636363636363636,0,-1.88888888888889,1.48148148148148,0.888888888888889,2.11111111111111,-0.777777777777778,8,7,384
"10498",-0.181818181818182,1.40740740740741,-0.666666666666667,-0.814814814814815,-0.740740740740741,-1.11111111111111,-1.36363636363636,0,1.11111111111111,-0.518518518518519,-0.111111111111111,-0.888888888888889,0.222222222222222,8,7,384
"10498",-0.181818181818182,-1.59259259259259,-0.666666666666667,0.185185185185185,-0.740740740740741,0.888888888888889,0.636363636363636,0,0.111111111111111,-0.518518518518519,-0.111111111111111,1.11111111111111,0.222222222222222,12,7,384
"10498",-0.181818181818182,0.407407407407407,-0.666666666666667,0.185185185185185,-0.740740740740741,-0.111111111111111,-1.36363636363636,0,-0.888888888888889,0.481481481481481,-0.111111111111111,0.111111111111111,0.222222222222222,12,7,384
"10498",-0.181818181818182,1.40740740740741,-0.666666666666667,-0.814814814814815,-0.740740740740741,-1.11111111111111,0.636363636363636,0,-0.888888888888889,-0.518518518518519,-0.111111111111111,-0.888888888888889,0.222222222222222,12,7,384
"10498",-0.181818181818182,-2.59259259259259,-0.666666666666667,1.18518518518519,-0.740740740740741,0.888888888888889,1.63636363636364,1,-0.888888888888889,1.48148148148148,-0.111111111111111,2.11111111111111,-0.777777777777778,24,7,384
"10498",0.818181818181818,-2.59259259259259,0.333333333333333,0.185185185185185,0.259259259259259,1.88888888888889,-0.363636363636364,0,0.111111111111111,0.481481481481481,-0.111111111111111,1.11111111111111,-0.777777777777778,12,7,384
"10498",0.818181818181818,-0.592592592592593,0.333333333333333,0.185185185185185,1.25925925925926,0.888888888888889,-0.363636363636364,0,1.11111111111111,-0.518518518518519,-0.111111111111111,-0.888888888888889,0.222222222222222,8,6,384
"10498",-0.181818181818182,1.40740740740741,-0.666666666666667,-0.814814814814815,0.259259259259259,-1.11111111111111,-1.36363636363636,0,1.11111111111111,-0.518518518518519,-0.111111111111111,-0.888888888888889,0.222222222222222,8,6,384
"10498",-0.181818181818182,0.407407407407407,0.333333333333333,0.185185185185185,0.259259259259259,0.888888888888889,-1.36363636363636,0,0.111111111111111,1.48148148148148,0.888888888888889,0.111111111111111,0.222222222222222,20,6,384
"10503",-0.157894736842105,-0.814814814814815,-0.333333333333333,0.074074074074074,-0.0740740740740742,0.740740740740741,0.263157894736842,1.25925925925926,-0.37037037037037,-0.703703703703704,-0.0370370370370372,-0.111111111111111,-0.555555555555556,8,6,386
"10503",NA,1.18518518518519,1.66666666666667,1.07407407407407,-0.0740740740740742,-1.25925925925926,NA,-1.74074074074074,-0.37037037037037,0.296296296296296,-0.0370370370370372,-0.111111111111111,1.44444444444444,4,6,386
"10503",1.84210526315789,1.18518518518519,0.666666666666667,0.074074074074074,-0.0740740740740742,-0.259259259259259,-0.736842105263158,-0.740740740740741,0.62962962962963,-0.703703703703704,-0.0370370370370372,-0.111111111111111,-0.555555555555556,24,6,386
"10503",NA,1.18518518518519,1.66666666666667,0.074074074074074,-0.0740740740740742,-1.25925925925926,NA,-1.74074074074074,1.62962962962963,1.2962962962963,-0.0370370370370372,-0.111111111111111,-0.555555555555556,20,6,386
"10503",-0.157894736842105,0.185185185185185,-1.33333333333333,-0.925925925925926,-0.0740740740740742,0.740740740740741,-0.736842105263158,1.25925925925926,0.62962962962963,0.296296296296296,-0.0370370370370372,-0.111111111111111,0.444444444444444,24,6,386
"10503",NA,1.18518518518519,1.66666666666667,1.07407407407407,-0.0740740740740742,-1.25925925925926,NA,-1.74074074074074,-0.37037037037037,-2.7037037037037,-0.0370370370370372,-0.111111111111111,-0.555555555555556,8,6,386
"10503",-0.157894736842105,0.185185185185185,-1.33333333333333,0.074074074074074,-0.0740740740740742,-0.259259259259259,0.263157894736842,0.259259259259259,-0.37037037037037,0.296296296296296,-0.0370370370370372,-0.111111111111111,-0.555555555555556,8,6,386
"10503",NA,1.18518518518519,1.66666666666667,1.07407407407407,-0.0740740740740742,-1.25925925925926,NA,-1.74074074074074,-0.37037037037037,1.2962962962963,-1.03703703703704,-0.111111111111111,1.44444444444444,20,6,386
"10503",0.842105263157895,-0.814814814814815,-1.33333333333333,0.074074074074074,-0.0740740740740742,1.74074074074074,0.263157894736842,0.259259259259259,-0.37037037037037,0.296296296296296,-0.0370370370370372,-0.111111111111111,0.444444444444444,4,5,386
"10503",-0.157894736842105,-0.814814814814815,-0.333333333333333,-0.925925925925926,-0.0740740740740742,0.740740740740741,-0.736842105263158,0.259259259259259,0.62962962962963,-0.703703703703704,-0.0370370370370372,-0.111111111111111,-0.555555555555556,60,5,386
"10503",-0.157894736842105,0.185185185185185,-1.33333333333333,0.074074074074074,-0.0740740740740742,0.740740740740741,0.263157894736842,1.25925925925926,0.62962962962963,0.296296296296296,-0.0370370370370372,0.888888888888889,-0.555555555555556,16,5,386
"10503",-0.157894736842105,1.18518518518519,0.666666666666667,-0.925925925925926,-0.0740740740740742,0.740740740740741,-0.736842105263158,0.259259259259259,-0.37037037037037,-0.703703703703704,-0.0370370370370372,-0.111111111111111,-0.555555555555556,56,5,386
"10503",-0.157894736842105,-1.81481481481481,-0.333333333333333,1.07407407407407,0.925925925925926,1.74074074074074,1.26315789473684,0.259259259259259,1.62962962962963,0.296296296296296,-0.0370370370370372,-0.111111111111111,0.444444444444444,4,5,386
"10503",-0.157894736842105,-0.814814814814815,-0.333333333333333,0.074074074074074,-0.0740740740740742,0.740740740740741,0.263157894736842,1.25925925925926,-0.37037037037037,-0.703703703703704,-0.0370370370370372,-0.111111111111111,-0.555555555555556,4,5,386
"10503",NA,1.18518518518519,1.66666666666667,0.074074074074074,-0.0740740740740742,-1.25925925925926,NA,-1.74074074074074,-0.37037037037037,-0.703703703703704,-0.0370370370370372,-1.11111111111111,1.44444444444444,16,5,386
"10503",-0.157894736842105,-0.814814814814815,-0.333333333333333,-0.925925925925926,-0.0740740740740742,-0.259259259259259,0.263157894736842,0.259259259259259,0.62962962962963,-0.703703703703704,-0.0370370370370372,-0.111111111111111,-0.555555555555556,4,5,386
"10503",-0.157894736842105,-0.814814814814815,-2.33333333333333,0.074074074074074,-0.0740740740740742,-0.259259259259259,0.263157894736842,0.259259259259259,-0.37037037037037,0.296296296296296,-0.0370370370370372,-0.111111111111111,-0.555555555555556,4,5,386
"10503",-0.157894736842105,-0.814814814814815,-1.33333333333333,0.074074074074074,-0.0740740740740742,0.740740740740741,-0.736842105263158,0.259259259259259,0.62962962962963,0.296296296296296,-0.0370370370370372,-0.111111111111111,-0.555555555555556,20,5,386
"10503",-0.157894736842105,-0.814814814814815,-2.33333333333333,-0.925925925925926,-0.0740740740740742,-1.25925925925926,0.263157894736842,-1.74074074074074,-0.37037037037037,-0.703703703703704,-0.0370370370370372,-0.111111111111111,1.44444444444444,4,5,386
"10503",-0.157894736842105,-1.81481481481481,0.666666666666667,-0.925925925925926,-0.0740740740740742,1.74074074074074,0.263157894736842,1.25925925925926,-0.37037037037037,0.296296296296296,0.962962962962963,0.888888888888889,-0.555555555555556,60,5,386
"10503",NA,1.18518518518519,1.66666666666667,-0.925925925925926,-0.0740740740740742,-1.25925925925926,NA,-1.74074074074074,-0.37037037037037,-0.703703703703704,-1.03703703703704,-1.11111111111111,1.44444444444444,20,5,386
"10503",-0.157894736842105,0.185185185185185,-2.33333333333333,1.07407407407407,-0.0740740740740742,2.74074074074074,0.263157894736842,2.25925925925926,-0.37037037037037,1.2962962962963,0.962962962962963,0.888888888888889,-0.555555555555556,4,5,386
"10503",-0.157894736842105,-1.81481481481481,-1.33333333333333,0.074074074074074,-0.0740740740740742,0.740740740740741,0.263157894736842,2.25925925925926,-0.37037037037037,0.296296296296296,-0.0370370370370372,0.888888888888889,-0.555555555555556,4,5,386
"10503",NA,1.18518518518519,1.66666666666667,0.074074074074074,-0.0740740740740742,-1.25925925925926,NA,-1.74074074074074,-0.37037037037037,0.296296296296296,-0.0370370370370372,-0.111111111111111,0.444444444444444,56,4,386
"10503",NA,1.18518518518519,1.66666666666667,-0.925925925925926,-0.0740740740740742,-1.25925925925926,NA,-1.74074074074074,-0.37037037037037,-0.703703703703704,-0.0370370370370372,-0.111111111111111,-0.555555555555556,12,4,386
"10503",-0.157894736842105,-0.814814814814815,1.66666666666667,1.07407407407407,-0.0740740740740742,-0.259259259259259,0.263157894736842,2.25925925925926,-0.37037037037037,1.2962962962963,0.962962962962963,0.888888888888889,-0.555555555555556,56,4,386
"10503",-0.157894736842105,0.185185185185185,-0.333333333333333,0.074074074074074,0.925925925925926,-1.25925925925926,-0.736842105263158,1.25925925925926,-0.37037037037037,1.2962962962963,-0.0370370370370372,-0.111111111111111,0.444444444444444,16,4,386
"10506",0.421052631578947,1,0.9,0.5,-0.15,-1.25,0.421052631578947,-1.1,-1.1,0.5,-0.35,0,1.3,12,4,387
"10506",-0.578947368421053,2,-2.1,1.5,-0.15,-1.25,-0.578947368421053,-0.0999999999999996,-1.1,-0.5,-0.35,1,-0.7,8,4,387
"10506",0.421052631578947,-1,-2.1,-0.5,-0.15,0.75,0.421052631578947,0.9,-0.1,1.5,0.65,0,-0.7,52,4,387
"10506",1.42105263157895,0,1.9,-0.5,-0.15,-0.25,-0.578947368421053,-0.0999999999999996,0.9,-0.5,0.65,0,0.3,52,4,387
"10506",0.421052631578947,1,1.9,-0.5,-0.15,-1.25,-0.578947368421053,-1.1,0.9,-1.5,-0.35,-1,1.3,16,4,387
"10506",-0.578947368421053,1,1.9,0.5,-0.15,-0.25,-0.578947368421053,-1.1,-1.1,-0.5,-0.35,-1,0.3,12,4,387
"10506",-0.578947368421053,-1,-2.1,-1.5,-0.15,-0.25,1.42105263157895,0.9,0.9,1.5,0.65,0,-0.7,8,3,387
"10506",0.421052631578947,2,-0.1,0.5,-0.15,-0.25,0.421052631578947,-0.0999999999999996,-0.1,-0.5,-0.35,0,0.3,60,3,387
"10506",-0.578947368421053,-1,1.9,0.5,-0.15,-0.25,-0.578947368421053,-1.1,-0.1,-0.5,-0.35,0,-0.7,60,3,387
"10506",0.421052631578947,-1,0.9,1.5,-0.15,1.75,-0.578947368421053,-0.0999999999999996,-1.1,-0.5,0.65,1,-0.7,4,3,387
"10506",-0.578947368421053,-2,-2.1,-1.5,0.85,0.75,-0.578947368421053,0.9,0.9,0.5,0.65,-1,0.3,12,3,387
