"SID","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","pos_emotion","neg_emotion","authentic","SE","Happy","Lonely","day","real_order"
"1",-0.254132511366282,0.733147004786242,0.247716847153431,-0.591394995171205,-0.742575778417772,-0.829894345618569,-0.831843907060865,1.71534565446318,-0.218150759643503,NA,NA,0.916602189866512,0.146117640836087,-0.311931764432407,0.336129190368861,57,5
"1",NA,0.733147004786242,1.56887336530506,0.934785637528679,-0.742575778417772,-0.829894345618569,NA,1.71534565446318,-0.218150759643503,NA,NA,0.916602189866512,-2.77623517588565,-0.311931764432407,1.08308294674411,53,4
"1",-0.254132511366282,0.733147004786242,1.56887336530506,-0.591394995171205,0.131042784426665,-0.829894345618569,-0.831843907060865,0.395848997183811,1.36840021958197,NA,NA,-0.101844687762946,0.146117640836087,0.579301848231612,1.08308294674411,53,3
"1",-0.254132511366282,0.733147004786242,-1.0734396709982,-1.35448531152115,1.0046613472711,-0.829894345618569,0.499106344236519,-0.923647660095559,1.36840021958197,NA,NA,-0.101844687762946,-0.827999964737825,0.579301848231612,1.83003670311935,49,3
"1",-0.254132511366282,-0.0187986411483655,0.247716847153431,-1.35448531152115,1.87827991011554,-0.829894345618569,-0.831843907060865,0.395848997183811,2.16167570919471,NA,NA,-1.1202915653924,0.146117640836087,-1.20316537709643,0.336129190368861,49,2
"1",-0.254132511366282,-2.27463557895219,-1.0734396709982,0.934785637528679,-0.742575778417772,1.87996474211553,1.8300565955339,1.71534565446318,-1.01142624925624,NA,NA,-0.101844687762946,0.146117640836087,1.47053546089563,-1.15777832238163,41,1
"1",-0.254132511366282,-0.770744287082973,-0.412861411922385,0.934785637528679,-0.742575778417772,0.525035198248483,0.499106344236519,-0.923647660095559,-1.01142624925624,NA,NA,-0.101844687762946,0.146117640836087,0.579301848231612,-0.410824566006385,53,1
"1",-0.254132511366282,0.733147004786242,-1.0734396709982,0.171695321178737,0.131042784426665,-0.829894345618569,-0.831843907060865,0.395848997183811,1.36840021958197,NA,NA,-1.1202915653924,0.146117640836087,-0.311931764432407,1.08308294674411,37,7
"1",-0.254132511366282,-1.52268993301758,-1.0734396709982,-0.591394995171205,-0.742575778417772,1.20249997018201,0.499106344236519,-0.923647660095559,1.36840021958197,NA,NA,-2.13873844302186,-1.80211757031174,-0.311931764432407,-0.410824566006385,37,6
"1",-0.254132511366282,0.733147004786242,-0.412861411922385,0.171695321178737,0.131042784426665,-0.829894345618569,-0.831843907060865,-0.923647660095559,0.575124729969236,NA,NA,-2.13873844302186,-1.80211757031174,-1.20316537709643,-1.15777832238163,33,6
"1",-0.254132511366282,0.733147004786242,-0.412861411922385,0.171695321178737,-0.742575778417772,-0.829894345618569,-0.831843907060865,-0.923647660095559,0.575124729969236,NA,NA,0.916602189866512,0.146117640836087,-0.311931764432407,1.83003670311935,33,5
"1",-0.254132511366282,0.733147004786242,-1.0734396709982,0.171695321178737,-0.742575778417772,-0.829894345618569,0.499106344236519,0.395848997183811,-0.218150759643503,NA,NA,1.93504906749597,0.146117640836087,-0.311931764432407,-1.15777832238163,29,5
