"SID","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","authentic","SE","Happy","Lonely","day","real_order","pos_emotion","neg_emotion"
"10212",NA,1.27450980392157,0.117647058823529,0.274509803921569,-0.0392156862745098,-1.2156862745098,NA,0.941176470588235,-0.745098039215686,0.274509803921569,1.23529411764706,0.333333333333333,-0.411764705882353,-18.5294117647059,0.176470588235294,1.59672821911017,-0.160634605850273
"10212",-0.137931034482759,0.274509803921569,-0.882352941176471,-1.72549019607843,0.96078431372549,-0.215686274509804,0.620689655172414,0.941176470588235,1.25490196078431,0.274509803921569,0.235294117647059,-0.666666666666667,1.58823529411765,-22.5294117647059,-0.823529411764706,-0.403271780889825,0.839365394149727
"10212",-0.137931034482759,-2.72549019607843,-0.882352941176471,-0.725490196078431,-0.0392156862745098,2.7843137254902,0.620689655172414,-0.0588235294117647,0.254901960784314,1.27450980392157,1.23529411764706,1.33333333333333,-0.411764705882353,-26.5294117647059,-1.82352941176471,1.59672821911017,-0.160634605850273
"10212",NA,0.274509803921569,-0.882352941176471,1.27450980392157,-0.0392156862745098,-1.2156862745098,NA,-0.0588235294117647,-0.745098039215686,-2.72549019607843,0.235294117647059,0.333333333333333,-0.411764705882353,26.4705882352941,-2.82352941176471,0.596728219110175,-1.16063460585027
"10212",NA,0.274509803921569,-0.882352941176471,-0.725490196078431,-0.0392156862745098,-0.215686274509804,NA,-0.0588235294117647,-0.745098039215686,0.274509803921569,0.235294117647059,0.333333333333333,0.588235294117647,22.4705882352941,3.17647058823529,0.596728219110175,-1.16063460585027
"10212",NA,1.27450980392157,0.117647058823529,-0.725490196078431,-0.0392156862745098,-1.2156862745098,NA,0.941176470588235,0.254901960784314,0.274509803921569,-0.764705882352941,-0.666666666666667,-0.411764705882353,10.4705882352941,0.176470588235294,-0.403271780889825,-0.160634605850273
"10212",NA,1.27450980392157,-0.882352941176471,1.27450980392157,-0.0392156862745098,-0.215686274509804,NA,0.941176470588235,-0.745098039215686,0.274509803921569,0.235294117647059,1.33333333333333,-0.411764705882353,6.47058823529412,-0.823529411764706,1.59672821911017,-1.16063460585027
"10212",-0.137931034482759,-1.72549019607843,-0.882352941176471,-1.72549019607843,-0.0392156862745098,1.7843137254902,0.620689655172414,-0.0588235294117647,1.25490196078431,-1.72549019607843,0.235294117647059,-0.666666666666667,-0.411764705882353,2.47058823529412,-1.82352941176471,0.596728219110175,-0.160634605850273
"10212",NA,1.27450980392157,1.11764705882353,-1.72549019607843,-0.0392156862745098,-1.2156862745098,NA,-2.05882352941176,0.254901960784314,-0.725490196078431,-1.76470588235294,-2.66666666666667,-0.411764705882353,-1.52941176470588,-2.82352941176471,-1.40327178088983,1.83936539414973
"10212",NA,0.274509803921569,0.117647058823529,0.274509803921569,-0.0392156862745098,-1.2156862745098,NA,-1.05882352941176,-0.745098039215686,0.274509803921569,0.235294117647059,0.333333333333333,-0.411764705882353,-5.52941176470588,3.17647058823529,0.596728219110175,-0.160634605850273
"10212",0.862068965517241,-0.725490196078431,0.117647058823529,-0.725490196078431,-0.0392156862745098,0.784313725490196,-2.37931034482759,-1.05882352941176,-0.745098039215686,0.274509803921569,-0.764705882352941,0.333333333333333,0.588235294117647,-13.5294117647059,1.17647058823529,0.596728219110175,-0.160634605850273
"10212",-0.137931034482759,-0.725490196078431,-0.882352941176471,0.274509803921569,-0.0392156862745098,0.784313725490196,0.620689655172414,0.941176470588235,1.25490196078431,-0.725490196078431,1.23529411764706,0.333333333333333,-0.411764705882353,-17.5294117647059,0.176470588235294,0.596728219110175,-1.16063460585027
"10212",NA,1.27450980392157,-0.882352941176471,1.27450980392157,-0.0392156862745098,-1.2156862745098,NA,0.941176470588235,-0.745098039215686,0.274509803921569,1.23529411764706,1.33333333333333,-0.411764705882353,-21.5294117647059,-0.823529411764706,1.59672821911017,-0.160634605850273
"10212",-0.137931034482759,0.274509803921569,2.11764705882353,1.27450980392157,-0.0392156862745098,1.7843137254902,0.620689655172414,0.941176470588235,-0.745098039215686,-1.72549019607843,1.23529411764706,0.333333333333333,0.588235294117647,-25.5294117647059,-1.82352941176471,0.596728219110175,-0.160634605850273
"10212",-0.137931034482759,1.27450980392157,0.117647058823529,1.27450980392157,-0.0392156862745098,-1.2156862745098,-0.379310344827586,0.941176470588235,-0.745098039215686,0.274509803921569,1.23529411764706,0.333333333333333,0.588235294117647,-28.5294117647059,-2.82352941176471,0.596728219110175,-0.160634605850273
"10213",NA,-1.33333333333333,-0.0888888888888889,1,-0.177777777777778,-1.66666666666667,NA,0.777777777777778,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,18.6222222222222,-0.866666666666667,1.59672821911017,-1.16063460585027
"10213",NA,-0.333333333333333,-0.0888888888888889,-3,1.82222222222222,-1.66666666666667,NA,-0.222222222222222,3.28888888888889,-1.57777777777778,-2.48888888888889,-2.51111111111111,0.866666666666667,10.6222222222222,-2.86666666666667,-1.40327178088983,2.83936539414973
"10213",-0.161290322580645,-0.333333333333333,-1.08888888888889,-1,-0.177777777777778,1.33333333333333,-0.266666666666667,0.777777777777778,0.288888888888889,-0.577777777777778,0.511111111111111,-0.511111111111111,-0.133333333333333,2.62222222222222,2.13333333333333,0.596728219110175,-0.160634605850273
"10213",0.838709677419355,-0.333333333333333,-1.08888888888889,-1,-0.177777777777778,2.33333333333333,0.733333333333333,0.777777777777778,1.28888888888889,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,-5.37777777777778,0.133333333333333,1.59672821911017,0.839365394149727
"10213",-0.161290322580645,-0.333333333333333,-1.08888888888889,1,-0.177777777777778,2.33333333333333,0.733333333333333,0.777777777777778,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,-9.37777777777778,-0.866666666666667,1.59672821911017,-1.16063460585027
"10213",-0.161290322580645,-0.333333333333333,-1.08888888888889,1,-0.177777777777778,2.33333333333333,0.733333333333333,0.777777777777778,0.288888888888889,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,-13.3777777777778,-1.86666666666667,1.59672821911017,-0.160634605850273
"10213",-0.161290322580645,-1.33333333333333,-0.0888888888888889,-1,-0.177777777777778,1.33333333333333,NA,-0.222222222222222,0.288888888888889,0.422222222222222,0.511111111111111,-0.511111111111111,-0.133333333333333,-17.3777777777778,-2.86666666666667,-0.403271780889825,0.839365394149727
"10213",NA,1.66666666666667,-1.08888888888889,0,-0.177777777777778,-1.66666666666667,NA,-1.22222222222222,-0.711111111111111,0.422222222222222,-0.488888888888889,-0.511111111111111,-0.133333333333333,-21.3777777777778,3.13333333333333,1.59672821911017,-1.16063460585027
"10213",-0.161290322580645,-0.333333333333333,-1.08888888888889,1,-0.177777777777778,0.333333333333333,0.733333333333333,0.777777777777778,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,31.6222222222222,2.13333333333333,1.59672821911017,-1.16063460585027
"10213",NA,1.66666666666667,-1.08888888888889,0,-0.177777777777778,-1.66666666666667,NA,0.777777777777778,1.28888888888889,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,27.6222222222222,1.13333333333333,1.59672821911017,-0.160634605850273
"10213",NA,-2.33333333333333,0.911111111111111,1,-0.177777777777778,-1.66666666666667,NA,-0.222222222222222,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,23.6222222222222,0.133333333333333,1.59672821911017,-0.160634605850273
"10213",-0.161290322580645,-0.333333333333333,-1.08888888888889,1,-0.177777777777778,1.33333333333333,-0.266666666666667,0.777777777777778,-0.711111111111111,0.422222222222222,-0.488888888888889,0.488888888888889,-0.133333333333333,15.6222222222222,-1.86666666666667,1.59672821911017,-1.16063460585027
"10213",NA,-0.333333333333333,0.911111111111111,-1,0.822222222222222,-0.666666666666667,NA,-0.222222222222222,1.28888888888889,-1.57777777777778,-0.488888888888889,-0.511111111111111,0.866666666666667,11.6222222222222,-2.86666666666667,1.59672821911017,-0.160634605850273
"10213",-0.161290322580645,-0.333333333333333,-0.0888888888888889,-1,-0.177777777777778,0.333333333333333,-0.266666666666667,-0.222222222222222,0.288888888888889,-0.577777777777778,0.511111111111111,-0.511111111111111,-0.133333333333333,7.62222222222222,3.13333333333333,0.596728219110175,-1.16063460585027
"10213",0.838709677419355,-0.333333333333333,0.911111111111111,-1,-0.177777777777778,0.333333333333333,-0.266666666666667,-0.222222222222222,0.288888888888889,-0.577777777777778,0.511111111111111,0.488888888888889,-0.133333333333333,3.62222222222222,2.13333333333333,1.59672821911017,-1.16063460585027
"10213",NA,1.66666666666667,0.911111111111111,1,-0.177777777777778,-1.66666666666667,NA,-1.22222222222222,0.288888888888889,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,-0.377777777777776,1.13333333333333,1.59672821911017,-0.160634605850273
"10213",NA,1.66666666666667,-1.08888888888889,1,-0.177777777777778,-1.66666666666667,NA,0.777777777777778,0.288888888888889,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,-4.37777777777778,0.133333333333333,1.59672821911017,-0.160634605850273
"10213",NA,-0.333333333333333,0.911111111111111,-1,-0.177777777777778,0.333333333333333,NA,0.777777777777778,1.28888888888889,-1.57777777777778,0.511111111111111,-0.511111111111111,-0.133333333333333,-8.37777777777778,-0.866666666666667,0.596728219110175,-0.160634605850273
"10213",NA,1.66666666666667,-1.08888888888889,-1,-0.177777777777778,2.33333333333333,NA,0.777777777777778,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,-12.3777777777778,-1.86666666666667,1.59672821911017,-1.16063460585027
"10213",-0.161290322580645,-0.333333333333333,-1.08888888888889,0,-0.177777777777778,2.33333333333333,0.733333333333333,0.777777777777778,-0.711111111111111,0.422222222222222,-0.488888888888889,0.488888888888889,-0.133333333333333,-16.3777777777778,-2.86666666666667,1.59672821911017,-1.16063460585027
"10213",-0.161290322580645,-1.33333333333333,-0.0888888888888889,-1,-0.177777777777778,0.333333333333333,-0.266666666666667,0.777777777777778,0.288888888888889,-0.577777777777778,-0.488888888888889,-0.511111111111111,-0.133333333333333,-20.3777777777778,3.13333333333333,-0.403271780889825,-0.160634605850273
"10213",-0.161290322580645,1.66666666666667,-1.08888888888889,1,-0.177777777777778,-1.66666666666667,0.733333333333333,0.777777777777778,1.28888888888889,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,28.6222222222222,1.13333333333333,-0.403271780889825,-1.16063460585027
"10213",-0.161290322580645,-0.333333333333333,-1.08888888888889,0,-0.177777777777778,0.333333333333333,-0.266666666666667,0.777777777777778,-0.711111111111111,-0.577777777777778,0.511111111111111,0.488888888888889,-0.133333333333333,20.6222222222222,-0.866666666666667,1.59672821911017,-0.160634605850273
"10213",-0.161290322580645,-0.333333333333333,-0.0888888888888889,-1,-0.177777777777778,0.333333333333333,-0.266666666666667,-0.222222222222222,-0.711111111111111,0.422222222222222,-0.488888888888889,0.488888888888889,-0.133333333333333,16.6222222222222,-1.86666666666667,1.59672821911017,-1.16063460585027
"10213",NA,1.66666666666667,0.911111111111111,0,0.822222222222222,-1.66666666666667,NA,-1.22222222222222,-0.711111111111111,0.422222222222222,-0.488888888888889,-1.51111111111111,-0.133333333333333,12.6222222222222,-2.86666666666667,0.596728219110175,-0.160634605850273
"10213",-0.161290322580645,-0.333333333333333,-0.0888888888888889,-1,-0.177777777777778,0.333333333333333,-0.266666666666667,-0.222222222222222,-0.711111111111111,-0.577777777777778,-0.488888888888889,-0.511111111111111,-0.133333333333333,8.62222222222222,3.13333333333333,-0.403271780889825,-0.160634605850273
"10213",0.838709677419355,-0.333333333333333,0.911111111111111,0,-0.177777777777778,-0.666666666666667,-0.266666666666667,-1.22222222222222,0.288888888888889,0.422222222222222,-0.488888888888889,-0.511111111111111,-0.133333333333333,4.62222222222222,2.13333333333333,0.596728219110175,-0.160634605850273
"10213",-0.161290322580645,-0.333333333333333,0.911111111111111,1,-0.177777777777778,-1.66666666666667,0.733333333333333,0.777777777777778,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,-3.37777777777778,0.133333333333333,1.59672821911017,-1.16063460585027
"10213",NA,1.66666666666667,2.91111111111111,1,-0.177777777777778,-1.66666666666667,NA,-1.22222222222222,0.288888888888889,0.422222222222222,-0.488888888888889,0.488888888888889,-0.133333333333333,-7.37777777777778,-0.866666666666667,1.59672821911017,-0.160634605850273
"10213",-0.161290322580645,-0.333333333333333,-1.08888888888889,-1,-0.177777777777778,-1.66666666666667,0.733333333333333,0.777777777777778,0.288888888888889,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,-11.3777777777778,-1.86666666666667,1.59672821911017,-0.160634605850273
"10213",NA,-0.333333333333333,-1.08888888888889,1,-0.177777777777778,0.333333333333333,NA,0.777777777777778,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,-15.3777777777778,-2.86666666666667,1.59672821911017,-1.16063460585027
"10213",-0.161290322580645,-0.333333333333333,0.911111111111111,1,-0.177777777777778,0.333333333333333,-0.266666666666667,-1.22222222222222,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,-19.3777777777778,3.13333333333333,1.59672821911017,-1.16063460585027
"10213",-0.161290322580645,-0.333333333333333,0.911111111111111,1,-0.177777777777778,0.333333333333333,0.733333333333333,-1.22222222222222,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,-23.3777777777778,2.13333333333333,1.59672821911017,-1.16063460585027
"10213",1.83870967741935,-0.333333333333333,0.911111111111111,-1,1.82222222222222,0.333333333333333,-1.26666666666667,-1.22222222222222,1.28888888888889,-1.57777777777778,-1.48888888888889,-1.51111111111111,1.86666666666667,21.6222222222222,-0.866666666666667,-0.403271780889825,0.839365394149727
"10213",-0.161290322580645,-0.333333333333333,0.911111111111111,1,-0.177777777777778,0.333333333333333,-0.266666666666667,-1.22222222222222,-0.711111111111111,0.422222222222222,-0.488888888888889,0.488888888888889,-0.133333333333333,17.6222222222222,-1.86666666666667,1.59672821911017,-1.16063460585027
"10213",-0.161290322580645,-0.333333333333333,-0.0888888888888889,1,-0.177777777777778,0.333333333333333,-0.266666666666667,-0.222222222222222,-0.711111111111111,0.422222222222222,-0.488888888888889,0.488888888888889,-0.133333333333333,13.6222222222222,-2.86666666666667,1.59672821911017,-0.160634605850273
"10213",-0.161290322580645,-0.333333333333333,-0.0888888888888889,-3,-0.177777777777778,1.33333333333333,-0.266666666666667,-0.222222222222222,3.28888888888889,0.422222222222222,-0.488888888888889,-1.51111111111111,-0.133333333333333,9.62222222222222,3.13333333333333,0.596728219110175,1.83936539414973
"10213",-0.161290322580645,-0.333333333333333,0.911111111111111,1,-0.177777777777778,0.333333333333333,0.733333333333333,0.777777777777778,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,1.62222222222222,1.13333333333333,1.59672821911017,-1.16063460585027
"10213",-0.161290322580645,-0.333333333333333,-1.08888888888889,1,-0.177777777777778,0.333333333333333,-0.266666666666667,-0.222222222222222,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,-2.37777777777778,0.133333333333333,1.59672821911017,-1.16063460585027
"10213",-0.161290322580645,-0.333333333333333,-1.08888888888889,1,-0.177777777777778,0.333333333333333,-0.266666666666667,0.777777777777778,-0.711111111111111,0.422222222222222,0.511111111111111,0.488888888888889,-0.133333333333333,-6.37777777777778,-0.866666666666667,1.59672821911017,-1.16063460585027
"10213",-0.161290322580645,-0.333333333333333,0.911111111111111,-1,1.82222222222222,0.333333333333333,-0.266666666666667,0.777777777777778,0.288888888888889,-1.57777777777778,-1.48888888888889,-1.51111111111111,1.86666666666667,-10.3777777777778,-1.86666666666667,-1.40327178088983,-0.160634605850273
