-0.017661,0.002508,-0.000547,0.034218,-0.049459,0.026235,0.022160,-0.025751,-0.005468,-0.005993,0.007796,-0.018639,0.008642,-0.059936,0.018905,-0.021633
-0.008092,0.008681,0.034081,-0.073013,0.006942,-0.006723,-0.010612,0.065889,-0.002974,0.030349,-0.001501,0.002504,0.002946,0.019209,0.008763,-0.028357
-0.000362,0.005602,-0.074851,-0.075515,0.007318,-0.033253,-0.128599,0.114998,-0.023175,-0.089757,-0.084380,0.204207,0.027696,-0.014513,-0.032170,0.034262
-0.013508,0.028562,0.014724,0.030064,-0.071600,0.036353,0.021082,0.021652,-0.016854,-0.018990,0.010843,0.043583,-0.004172,-0.063514,0.010741,-0.012075
-0.011633,0.007035,0.028939,0.000154,-0.035612,-0.009660,0.022047,0.018421,-0.000408,-0.039778,0.004079,0.033357,0.031489,0.018396,0.014180,0.005195
-0.018599,-0.008171,0.019605,0.069618,-0.044184,-0.036012,0.060841,-0.046006,0.005400,-0.035594,0.048448,-0.017412,0.043742,0.038183,0.004256,-0.007631
-0.014419,-0.017214,-0.017013,-0.017131,-0.014715,0.028942,-0.017535,-0.014241,-0.004948,-0.012824,-0.024149,-0.028763,0.019495,-0.066360,0.020091,-0.019632
-0.019505,0.010784,-0.024600,0.006604,0.021185,-0.027499,0.000162,-0.005810,-0.001553,0.048093,0.004720,0.016248,-0.005545,0.014758,-0.006789,-0.034155
-0.017305,-0.002066,-0.006201,0.017569,-0.019632,0.019163,0.014809,-0.023611,-0.001107,-0.008761,-0.004981,-0.008520,0.013654,-0.038639,0.015236,-0.016089
-0.016360,0.017889,-0.078714,-0.044670,0.082830,-0.010470,-0.067603,0.038120,-0.000591,0.055421,-0.061530,0.100501,-0.032419,-0.010134,-0.024510,-0.025276
-0.027745,-0.000419,0.003019,0.053909,-0.039104,0.071124,0.059133,-0.094660,0.000211,0.066167,0.016423,-0.127289,-0.016752,-0.113009,0.046264,-0.058799
-0.026555,0.058289,0.007999,0.059873,0.024552,0.009986,0.075539,-0.017038,0.009154,0.093103,0.025445,0.046906,-0.053155,0.022850,-0.003271,-0.039263
-0.015955,0.031407,0.030856,0.016516,-0.068028,0.036615,0.033286,0.005959,-0.013412,-0.010208,-0.001372,0.025884,0.004034,-0.050112,0.034250,-0.006124
-0.012476,-0.005543,0.008565,0.001919,-0.043878,0.024900,0.006261,-0.001603,-0.005603,-0.044162,-0.009801,0.002205,0.028340,-0.046247,0.020780,-0.002525
-0.030943,0.072858,0.113464,0.048586,0.015696,0.065522,0.180921,-0.080768,0.009805,-0.009217,-0.007936,0.039234,0.020604,0.073283,0.078341,0.036762
-0.019694,-0.069033,-0.034012,-0.009823,0.059204,0.018904,0.001287,-0.080722,0.028996,0.042316,-0.000051,-0.165626,0.016703,-0.044447,0.007692,-0.062035
-0.018127,0.053218,-0.029324,-0.042011,0.050882,0.043264,-0.021137,0.032229,-0.009776,0.012769,-0.087946,0.145468,-0.022934,-0.026014,0.017793,0.014278
-0.006456,0.068258,0.077466,0.016502,-0.070041,-0.120064,0.046648,0.114657,-0.013830,-0.039131,0.063228,0.184875,0.031627,0.177131,-0.021063,0.027487
-0.012687,0.009370,0.043750,0.018398,-0.106268,0.205238,0.048421,-0.026990,-0.007250,-0.082597,-0.053060,-0.037686,-0.005465,-0.237933,0.075541,0.007933
